viper_dwindle v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.5 MB
viper_dwindle v16 924 games, 1098610 moves, e=0.010, loss: 6.0, -, 25.2% elo% vs. gir, avg. reward: 0.670, 3.128 sec/game, 39.2 min. total, 673.0 MB
viper_dwindle v16 925 games, 1100370 moves, e=0.010, loss: 6.1, -, 24.4% elo% vs. gir, avg. reward: 0.688, 3.120 sec/game, 39.3 min. total, 674.4 MB
viper_dwindle v16 926 games, 1102273 moves, e=0.010, loss: 5.5, -, 23.5% elo% vs. gir, avg. reward: 0.695, 3.120 sec/game, 39.3 min. total, 674.2 MB
viper_dwindle v16 927 games, 1104244 moves, e=0.010, loss: 6.0, -, 22.8% elo% vs. gir, avg. reward: 0.713, 3.134 sec/game, 39.4 min. total, 676.1 MB
viper_dwindle v16 928 games, 1106232 moves, e=0.010, loss: 5.3, -, 22.0% elo% vs. gir, avg. reward: 0.720, 3.151 sec/game, 39.4 min. total, 675.2 MB
viper_dwindle v16 929 games, 1107970 moves, e=0.010, loss: 5.7, -, 21.4% elo% vs. gir, avg. reward: 0.732, 3.114 sec/game, 39.5 min. total, 675.2 MB
viper_dwindle v16 930 games, 1109913 moves, e=0.010, loss: 5.7, -, 20.7% elo% vs. gir, avg. reward: 0.742, 3.094 sec/game, 39.5 min. total, 675.5 MB
viper_dwindle v16 931 games, 1112297 moves, e=0.010, loss: 5.8, -, 20.1% elo% vs. gir, avg. reward: 0.750, 3.104 sec/game, 39.6 min. total, 674.7 MB
viper_dwindle v16 932 games, 1114171 moves, e=0.010, loss: 6.1, ., 21.0% elo% vs. gir, avg. reward: 0.759, 3.093 sec/game, 39.6 min. total, 677.7 MB
viper_dwindle v16 933 games, 1116004 moves, e=0.010, loss: 6.3, -, 20.3% elo% vs. gir, avg. reward: 0.767, 3.064 sec/game, 39.7 min. total, 678.5 MB
viper_dwindle v16 934 games, 1118197 moves, e=0.010, loss: 6.3, -, 19.7% elo% vs. gir, avg. reward: 0.774, 3.082 sec/game, 39.7 min. total, 676.8 MB
viper_dwindle v16 935 games, 1120050 moves, e=0.010, loss: 6.1, ., 20.6% elo% vs. gir, avg. reward: 0.785, 3.065 sec/game, 39.8 min. total, 676.3 MB
viper_dwindle v16 936 games, 1121954 moves, e=0.010, loss: 5.1, -, 20.0% elo% vs. gir, avg. reward: 0.790, 3.039 sec/game, 39.8 min. total, 676.8 MB
viper_dwindle v16 937 games, 1124536 moves, e=0.010, loss: 5.4, -, 19.4% elo% vs. gir, avg. reward: 0.794, 3.095 sec/game, 39.9 min. total, 676.8 MB
viper_dwindle v16 938 games, 1126369 moves, e=0.010, loss: 5.4, -, 18.9% elo% vs. gir, avg. reward: 0.801, 3.053 sec/game, 39.9 min. total, 677.9 MB
viper_dwindle v16 939 games, 1128320 moves, e=0.010, loss: 5.6, -, 18.4% elo% vs. gir, avg. reward: 0.812, 3.067 sec/game, 40.0 min. total, 678.0 MB
viper_dwindle v16 940 games, 1130568 moves, e=0.010, loss: 5.5, -, 17.9% elo% vs. gir, avg. reward: 0.817, 3.077 sec/game, 40.0 min. total, 678.6 MB
viper_dwindle v16 941 games, 1132506 moves, e=0.010, loss: 5.2, -, 17.4% elo% vs. gir, avg. reward: 0.824, 3.080 sec/game, 40.1 min. total, 678.6 MB
viper_dwindle v16 942 games, 1134376 moves, e=0.010, loss: 5.6, -, 16.9% elo% vs. gir, avg. reward: 0.834, 3.061 sec/game, 40.1 min. total, 678.6 MB
viper_dwindle v16 943 games, 1136490 moves, e=0.010, loss: 5.6, -, 16.5% elo% vs. gir, avg. reward: 0.840, 3.090 sec/game, 40.2 min. total, 680.0 MB
viper_dwindle v16 944 games, 1138761 moves, e=0.010, loss: 5.1, +, 18.7% elo% vs. gir, avg. reward: 0.847, 3.215 sec/game, 40.3 min. total, 680.9 MB
viper_dwindle v16 945 games, 1141271 moves, e=0.010, loss: 6.0, -, 18.2% elo% vs. gir, avg. reward: 0.847, 3.312 sec/game, 40.4 min. total, 682.4 MB
viper_dwindle v16 946 games, 1143946 moves, e=0.010, loss: 5.0, -, 17.7% elo% vs. gir, avg. reward: 0.851, 3.412 sec/game, 40.4 min. total, 682.3 MB
viper_dwindle v16 947 games, 1146276 moves, e=0.010, loss: 4.8, -, 17.2% elo% vs. gir, avg. reward: 0.855, 3.467 sec/game, 40.5 min. total, 683.3 MB
viper_dwindle v16 948 games, 1148244 moves, e=0.010, loss: 5.3, -, 16.8% elo% vs. gir, avg. reward: 0.855, 3.496 sec/game, 40.6 min. total, 682.8 MB
viper_dwindle v16 949 games, 1150397 moves, e=0.010, loss: 5.1, -, 16.4% elo% vs. gir, avg. reward: 0.858, 3.567 sec/game, 40.6 min. total, 684.4 MB
viper_dwindle v16 950 games, 1152323 moves, e=0.010, loss: 5.5, -, 16.0% elo% vs. gir, avg. reward: 0.867, 3.600 sec/game, 40.7 min. total, 683.7 MB
viper_dwindle v16 951 games, 1154211 moves, e=0.010, loss: 5.4, +, 18.1% elo% vs. gir, avg. reward: 0.874, 3.607 sec/game, 40.8 min. total, 682.8 MB
viper_dwindle v16 952 games, 1156487 moves, e=0.010, loss: 5.1, -, 17.6% elo% vs. gir, avg. reward: 0.881, 3.681 sec/game, 40.8 min. total, 685.0 MB
viper_dwindle v16 953 games, 1158611 moves, e=0.010, loss: 4.9, -, 17.2% elo% vs. gir, avg. reward: 0.884, 3.733 sec/game, 40.9 min. total, 684.2 MB
viper_dwindle v16 954 games, 1160622 moves, e=0.010, loss: 4.6, -, 16.7% elo% vs. gir, avg. reward: 0.889, 3.794 sec/game, 41.0 min. total, 684.9 MB
viper_dwindle v16 955 games, 1162534 moves, e=0.010, loss: 4.7, -, 16.3% elo% vs. gir, avg. reward: 0.905, 3.812 sec/game, 41.0 min. total, 685.4 MB
viper_dwindle v16 956 games, 1164383 moves, e=0.010, loss: 4.8, -, 15.9% elo% vs. gir, avg. reward: 0.918, 3.805 sec/game, 41.1 min. total, 688.0 MB
viper_dwindle v16 957 games, 1166707 moves, e=0.010, loss: 4.7, +, 18.1% elo% vs. gir, avg. reward: 0.926, 3.788 sec/game, 41.1 min. total, 685.9 MB
viper_dwindle v16 958 games, 1168914 moves, e=0.010, loss: 4.8, -, 17.6% elo% vs. gir, avg. reward: 0.933, 3.826 sec/game, 41.2 min. total, 686.8 MB
viper_dwindle v16 959 games, 1170815 moves, e=0.010, loss: 5.7, -, 17.1% elo% vs. gir, avg. reward: 0.940, 3.814 sec/game, 41.2 min. total, 689.9 MB
viper_dwindle v16 960 games, 1172908 moves, e=0.010, loss: 5.6, -, 16.7% elo% vs. gir, avg. reward: 0.947, 3.814 sec/game, 41.3 min. total, 687.8 MB
viper_dwindle v16 961 games, 1174885 moves, e=0.010, loss: 5.5, -, 16.3% elo% vs. gir, avg. reward: 0.957, 3.817 sec/game, 41.4 min. total, 687.4 MB
viper_dwindle v16 962 games, 1176931 moves, e=0.010, loss: 5.2, -, 15.9% elo% vs. gir, avg. reward: 0.962, 3.829 sec/game, 41.4 min. total, 689.7 MB
viper_dwindle v16 963 games, 1178953 moves, e=0.010, loss: 5.3, -, 15.5% elo% vs. gir, avg. reward: 0.967, 3.821 sec/game, 41.5 min. total, 688.8 MB
viper_dwindle v16 964 games, 1180880 moves, e=0.010, loss: 5.9, -, 15.1% elo% vs. gir, avg. reward: 0.972, 3.700 sec/game, 41.5 min. total, 688.9 MB
viper_dwindle v16 965 games, 1182972 moves, e=0.010, loss: 5.6, -, 14.8% elo% vs. gir, avg. reward: 0.981, 3.629 sec/game, 41.6 min. total, 688.6 MB
viper_dwindle v16 966 games, 1185175 moves, e=0.010, loss: 5.8, -, 14.4% elo% vs. gir, avg. reward: 0.989, 3.555 sec/game, 41.6 min. total, 688.8 MB
viper_dwindle v16 967 games, 1187361 moves, e=0.010, loss: 5.3, -, 14.1% elo% vs. gir, avg. reward: 0.992, 3.512 sec/game, 41.7 min. total, 689.2 MB
viper_dwindle v16 968 games, 1189615 moves, e=0.010, loss: 5.3, -, 13.8% elo% vs. gir, avg. reward: 0.997, 3.494 sec/game, 41.7 min. total, 689.5 MB
viper_dwindle v16 969 games, 1191770 moves, e=0.010, loss: 5.4, -, 13.5% elo% vs. gir, avg. reward: 1.000, 3.453 sec/game, 41.8 min. total, 689.1 MB
viper_dwindle v16 970 games, 1193767 moves, e=0.010, loss: 5.7, -, 13.2% elo% vs. gir, avg. reward: 1.008, 3.430 sec/game, 41.8 min. total, 691.2 MB
viper_dwindle v16 971 games, 1195697 moves, e=0.010, loss: 5.3, -, 12.9% elo% vs. gir, avg. reward: 1.008, 3.402 sec/game, 41.9 min. total, 691.5 MB
viper_dwindle v16 972 games, 1197851 moves, e=0.010, loss: 5.6, +, 14.8% elo% vs. gir, avg. reward: 1.009, 3.358 sec/game, 42.0 min. total, 691.5 MB
viper_dwindle v16 973 games, 1200210 moves, e=0.010, loss: 5.6, -, 14.5% elo% vs. gir, avg. reward: 1.010, 3.336 sec/game, 42.0 min. total, 691.6 MB
viper_dwindle v16 974 games, 1202285 moves, e=0.010, loss: 5.4, -, 14.2% elo% vs. gir, avg. reward: 1.011, 3.269 sec/game, 42.1 min. total, 691.3 MB
viper_dwindle v16 975 games, 1204397 moves, e=0.010, loss: 5.4, -, 13.8% elo% vs. gir, avg. reward: 1.013, 3.277 sec/game, 42.1 min. total, 691.3 MB
viper_dwindle v16 976 games, 1206342 moves, e=0.010, loss: 4.8, -, 13.5% elo% vs. gir, avg. reward: 1.016, 3.289 sec/game, 42.2 min. total, 693.6 MB
viper_dwindle v16 977 games, 1208274 moves, e=0.010, loss: 5.6, -, 13.3% elo% vs. gir, avg. reward: 1.020, 3.258 sec/game, 42.2 min. total, 693.2 MB
viper_dwindle v16 978 games, 1210447 moves, e=0.010, loss: 5.3, +, 15.2% elo% vs. gir, avg. reward: 1.020, 3.245 sec/game, 42.3 min. total, 692.8 MB
viper_dwindle v16 979 games, 1212616 moves, e=0.010, loss: 5.0, -, 14.8% elo% vs. gir, avg. reward: 1.025, 3.269 sec/game, 42.3 min. total, 694.1 MB
viper_dwindle v16 980 games, 1214538 moves, e=0.010, loss: 4.6, ., 15.7% elo% vs. gir, avg. reward: 1.030, 3.251 sec/game, 42.4 min. total, 695.0 MB
viper_dwindle v16 981 games, 1216522 moves, e=0.010, loss: 4.7, -, 15.3% elo% vs. gir, avg. reward: 1.030, 3.266 sec/game, 42.4 min. total, 696.0 MB
viper_dwindle v16 982 games, 1218641 moves, e=0.010, loss: 5.0, -, 14.9% elo% vs. gir, avg. reward: 1.031, 3.268 sec/game, 42.5 min. total, 696.0 MB
viper_dwindle v16 983 games, 1221061 moves, e=0.010, loss: 4.9, -, 14.6% elo% vs. gir, avg. reward: 1.032, 3.296 sec/game, 42.6 min. total, 694.8 MB
viper_dwindle v16 984 games, 1223232 moves, e=0.010, loss: 4.5, -, 14.3% elo% vs. gir, avg. reward: 1.033, 3.312 sec/game, 42.6 min. total, 696.0 MB
viper_dwindle v16 985 games, 1225309 moves, e=0.010, loss: 5.2, -, 13.9% elo% vs. gir, avg. reward: 1.035, 3.307 sec/game, 42.7 min. total, 695.6 MB
viper_dwindle v16 986 games, 1227852 moves, e=0.010, loss: 5.4, -, 13.6% elo% vs. gir, avg. reward: 1.030, 3.323 sec/game, 42.7 min. total, 698.2 MB
viper_dwindle v16 987 games, 1229849 moves, e=0.010, loss: 4.9, -, 13.3% elo% vs. gir, avg. reward: 1.033, 3.313 sec/game, 42.8 min. total, 697.8 MB
viper_dwindle v16 988 games, 1231707 moves, e=0.010, loss: 5.6, +, 15.3% elo% vs. gir, avg. reward: 1.035, 3.291 sec/game, 42.8 min. total, 697.8 MB
viper_dwindle v16 989 games, 1233956 moves, e=0.010, loss: 6.2, -, 14.9% elo% vs. gir, avg. reward: 1.031, 3.297 sec/game, 42.9 min. total, 697.8 MB
viper_dwindle v16 990 games, 1235950 moves, e=0.010, loss: 6.2, -, 14.6% elo% vs. gir, avg. reward: 1.026, 3.290 sec/game, 42.9 min. total, 699.4 MB
viper_dwindle v16 991 games, 1237915 moves, e=0.010, loss: 5.9, -, 14.3% elo% vs. gir, avg. reward: 1.026, 3.290 sec/game, 43.0 min. total, 698.1 MB
viper_dwindle v16 992 games, 1240058 moves, e=0.010, loss: 5.7, -, 13.9% elo% vs. gir, avg. reward: 1.023, 3.278 sec/game, 43.0 min. total, 698.9 MB
viper_dwindle v16 993 games, 1242275 moves, e=0.010, loss: 5.7, -, 13.6% elo% vs. gir, avg. reward: 1.025, 3.276 sec/game, 43.1 min. total, 698.8 MB
viper_dwindle v16 994 games, 1244247 moves, e=0.010, loss: 5.6, -, 13.3% elo% vs. gir, avg. reward: 1.026, 3.267 sec/game, 43.2 min. total, 699.3 MB
viper_dwindle v16 995 games, 1246141 moves, e=0.010, loss: 5.3, -, 13.1% elo% vs. gir, avg. reward: 1.025, 3.244 sec/game, 43.2 min. total, 700.7 MB
viper_dwindle v16 996 games, 1248183 moves, e=0.010, loss: 5.7, -, 12.8% elo% vs. gir, avg. reward: 1.027, 3.246 sec/game, 43.3 min. total, 700.4 MB
viper_dwindle v16 997 games, 1249989 moves, e=0.010, loss: 6.1, -, 12.5% elo% vs. gir, avg. reward: 1.025, 3.244 sec/game, 43.3 min. total, 702.7 MB
viper_dwindle v16 998 games, 1251885 moves, e=0.010, loss: 6.1, -, 12.3% elo% vs. gir, avg. reward: 1.025, 3.228 sec/game, 43.4 min. total, 701.0 MB
viper_dwindle v16 999 games, 1253980 moves, e=0.010, loss: 6.7, -, 12.0% elo% vs. gir, avg. reward: 1.027, 3.219 sec/game, 43.4 min. total, 701.8 MB
viper_dwindle v16 1000 games, 1256100 moves, e=0.010, loss: 7.0, -, 11.8% elo% vs. gir, avg. reward: 1.024, 3.236 sec/game, 43.5 min. total, 701.0 MB
viper_dwindle v17 1001 games, 1258021 moves, e=0.010, loss: 6.3, -, 47.7% elo% vs. gir, avg. reward: 1.024, 3.224 sec/game, 43.5 min. total, 701.7 MB
viper_dwindle v17 1002 games, 1260153 moves, e=0.010, loss: 6.4, -, 45.5% elo% vs. gir, avg. reward: 1.026, 3.221 sec/game, 43.6 min. total, 703.1 MB
viper_dwindle v17 1003 games, 1262098 moves, e=0.010, loss: 6.2, -, 43.4% elo% vs. gir, avg. reward: 1.028, 3.196 sec/game, 43.6 min. total, 703.9 MB
viper_dwindle v17 1004 games, 1263926 moves, e=0.010, loss: 5.9, -, 41.5% elo% vs. gir, avg. reward: 1.033, 3.172 sec/game, 43.7 min. total, 704.3 MB
viper_dwindle v17 1005 games, 1265853 moves, e=0.010, loss: 6.1, -, 39.6% elo% vs. gir, avg. reward: 1.033, 3.163 sec/game, 43.7 min. total, 705.6 MB
viper_dwindle v17 1006 games, 1267801 moves, e=0.010, loss: 6.2, -, 37.9% elo% vs. gir, avg. reward: 1.033, 3.120 sec/game, 43.8 min. total, 704.8 MB
viper_dwindle v17 1007 games, 1269926 moves, e=0.010, loss: 5.7, -, 36.3% elo% vs. gir, avg. reward: 1.029, 3.133 sec/game, 43.8 min. total, 706.3 MB
viper_dwindle v17 1008 games, 1272265 moves, e=0.010, loss: 6.2, -, 34.8% elo% vs. gir, avg. reward: 1.024, 3.165 sec/game, 43.9 min. total, 704.4 MB
viper_dwindle v17 1009 games, 1274173 moves, e=0.010, loss: 7.1, -, 33.3% elo% vs. gir, avg. reward: 1.025, 3.142 sec/game, 43.9 min. total, 705.3 MB
viper_dwindle v17 1010 games, 1276193 moves, e=0.010, loss: 6.8, -, 32.0% elo% vs. gir, avg. reward: 1.028, 3.150 sec/game, 44.0 min. total, 706.1 MB
viper_dwindle v17 1011 games, 1278492 moves, e=0.010, loss: 6.9, -, 30.7% elo% vs. gir, avg. reward: 1.028, 3.169 sec/game, 44.0 min. total, 706.5 MB
viper_dwindle v17 1012 games, 1280722 moves, e=0.010, loss: 6.6, -, 29.5% elo% vs. gir, avg. reward: 1.022, 3.174 sec/game, 44.1 min. total, 706.1 MB
viper_dwindle v17 1013 games, 1282714 moves, e=0.010, loss: 6.5, +, 32.3% elo% vs. gir, avg. reward: 1.027, 3.157 sec/game, 44.2 min. total, 707.7 MB
viper_dwindle v17 1014 games, 1284548 moves, e=0.010, loss: 6.1, -, 31.0% elo% vs. gir, avg. reward: 1.025, 3.160 sec/game, 44.2 min. total, 708.3 MB
viper_dwindle v17 1015 games, 1286306 moves, e=0.010, loss: 5.8, -, 29.8% elo% vs. gir, avg. reward: 1.031, 3.152 sec/game, 44.3 min. total, 708.0 MB
viper_dwindle v17 1016 games, 1288213 moves, e=0.010, loss: 6.5, -, 28.7% elo% vs. gir, avg. reward: 1.031, 3.144 sec/game, 44.3 min. total, 707.8 MB
viper_dwindle v17 1017 games, 1290484 moves, e=0.010, loss: 6.6, -, 27.6% elo% vs. gir, avg. reward: 1.027, 3.165 sec/game, 44.4 min. total, 707.9 MB
viper_dwindle v17 1018 games, 1292606 moves, e=0.010, loss: 6.8, -, 26.6% elo% vs. gir, avg. reward: 1.024, 3.184 sec/game, 44.4 min. total, 708.0 MB
viper_dwindle v17 1019 games, 1294709 moves, e=0.010, loss: 7.3, -, 25.6% elo% vs. gir, avg. reward: 1.022, 3.185 sec/game, 44.5 min. total, 710.2 MB
viper_dwindle v17 1020 games, 1296566 moves, e=0.010, loss: 7.3, +, 28.3% elo% vs. gir, avg. reward: 1.018, 3.176 sec/game, 44.5 min. total, 711.4 MB
viper_dwindle v17 1021 games, 1298971 moves, e=0.010, loss: 6.6, -, 27.3% elo% vs. gir, avg. reward: 1.009, 3.211 sec/game, 44.6 min. total, 710.5 MB
viper_dwindle v17 1022 games, 1300822 moves, e=0.010, loss: 7.0, -, 26.3% elo% vs. gir, avg. reward: 1.011, 3.193 sec/game, 44.6 min. total, 709.3 MB
viper_dwindle v17 1023 games, 1302954 moves, e=0.010, loss: 6.6, -, 25.4% elo% vs. gir, avg. reward: 1.007, 3.198 sec/game, 44.7 min. total, 710.3 MB
viper_dwindle v17 1024 games, 1304673 moves, e=0.010, loss: 7.0, -, 24.5% elo% vs. gir, avg. reward: 1.004, 3.187 sec/game, 44.7 min. total, 710.5 MB
viper_dwindle v17 1025 games, 1306434 moves, e=0.010, loss: 6.7, -, 23.7% elo% vs. gir, avg. reward: 1.003, 3.180 sec/game, 44.8 min. total, 711.6 MB
viper_dwindle v17 1026 games, 1308280 moves, e=0.010, loss: 6.9, -, 22.9% elo% vs. gir, avg. reward: 1.005, 3.172 sec/game, 44.8 min. total, 711.5 MB
viper_dwindle v17 1027 games, 1310209 moves, e=0.010, loss: 6.9, -, 22.2% elo% vs. gir, avg. reward: 1.005, 3.159 sec/game, 44.9 min. total, 711.8 MB
viper_dwindle v17 1028 games, 1312141 moves, e=0.010, loss: 6.7, -, 21.5% elo% vs. gir, avg. reward: 1.006, 3.138 sec/game, 44.9 min. total, 711.7 MB
viper_dwindle v17 1029 games, 1314023 moves, e=0.010, loss: 6.3, -, 20.8% elo% vs. gir, avg. reward: 1.009, 3.130 sec/game, 45.0 min. total, 712.3 MB
viper_dwindle v17 1030 games, 1315840 moves, e=0.010, loss: 6.4, -, 20.2% elo% vs. gir, avg. reward: 1.013, 3.121 sec/game, 45.0 min. total, 712.7 MB
viper_dwindle v17 1031 games, 1317980 moves, e=0.010, loss: 6.2, -, 19.6% elo% vs. gir, avg. reward: 1.014, 3.104 sec/game, 45.1 min. total, 716.1 MB
viper_dwindle v17 1032 games, 1319981 moves, e=0.010, loss: 5.8, -, 19.0% elo% vs. gir, avg. reward: 1.016, 3.097 sec/game, 45.1 min. total, 714.7 MB
viper_dwindle v17 1033 games, 1322122 moves, e=0.010, loss: 5.8, -, 18.5% elo% vs. gir, avg. reward: 1.012, 3.104 sec/game, 45.2 min. total, 714.1 MB
viper_dwindle v17 1034 games, 1324164 moves, e=0.010, loss: 5.7, -, 18.0% elo% vs. gir, avg. reward: 1.013, 3.110 sec/game, 45.2 min. total, 716.4 MB
viper_dwindle v17 1035 games, 1326189 moves, e=0.010, loss: 5.3, -, 17.5% elo% vs. gir, avg. reward: 1.008, 3.116 sec/game, 45.3 min. total, 718.3 MB
viper_dwindle v17 1036 games, 1328133 moves, e=0.010, loss: 4.9, -, 17.0% elo% vs. gir, avg. reward: 1.003, 3.131 sec/game, 45.4 min. total, 716.3 MB
viper_dwindle v17 1037 games, 1329894 moves, e=0.010, loss: 5.1, -, 16.6% elo% vs. gir, avg. reward: 1.010, 3.095 sec/game, 45.4 min. total, 716.4 MB
viper_dwindle v17 1038 games, 1331902 moves, e=0.010, loss: 5.4, -, 16.2% elo% vs. gir, avg. reward: 1.010, 3.084 sec/game, 45.4 min. total, 716.4 MB
viper_dwindle v17 1039 games, 1334225 moves, e=0.010, loss: 5.3, -, 15.8% elo% vs. gir, avg. reward: 1.008, 3.101 sec/game, 45.5 min. total, 717.7 MB
viper_dwindle v17 1040 games, 1336280 moves, e=0.010, loss: 5.9, -, 15.4% elo% vs. gir, avg. reward: 1.008, 3.102 sec/game, 45.6 min. total, 716.4 MB
viper_dwindle v17 1041 games, 1337989 moves, e=0.010, loss: 6.5, -, 15.0% elo% vs. gir, avg. reward: 1.008, 3.050 sec/game, 45.6 min. total, 719.6 MB
viper_dwindle v17 1042 games, 1340109 moves, e=0.010, loss: 6.0, -, 14.7% elo% vs. gir, avg. reward: 1.007, 3.074 sec/game, 45.7 min. total, 717.9 MB
viper_dwindle v17 1043 games, 1342246 moves, e=0.010, loss: 6.0, -, 14.3% elo% vs. gir, avg. reward: 1.004, 3.074 sec/game, 45.7 min. total, 719.7 MB
viper_dwindle v17 1044 games, 1344110 moves, e=0.010, loss: 6.4, -, 14.0% elo% vs. gir, avg. reward: 1.008, 3.082 sec/game, 45.8 min. total, 720.8 MB
viper_dwindle v17 1045 games, 1346131 moves, e=0.010, loss: 6.7, -, 13.7% elo% vs. gir, avg. reward: 1.012, 3.097 sec/game, 45.8 min. total, 718.2 MB
viper_dwindle v17 1046 games, 1348157 moves, e=0.010, loss: 6.7, -, 13.4% elo% vs. gir, avg. reward: 1.014, 3.115 sec/game, 45.9 min. total, 718.2 MB
viper_dwindle v17 1047 games, 1350494 moves, e=0.010, loss: 6.3, -, 13.1% elo% vs. gir, avg. reward: 1.016, 3.144 sec/game, 45.9 min. total, 721.0 MB
viper_dwindle v17 1048 games, 1352479 moves, e=0.010, loss: 6.2, -, 12.9% elo% vs. gir, avg. reward: 1.013, 3.146 sec/game, 46.0 min. total, 718.8 MB
viper_dwindle v17 1049 games, 1354570 moves, e=0.010, loss: 6.5, -, 12.6% elo% vs. gir, avg. reward: 1.012, 3.163 sec/game, 46.0 min. total, 721.2 MB
viper_dwindle v17 1050 games, 1356472 moves, e=0.010, loss: 6.6, -, 12.3% elo% vs. gir, avg. reward: 1.007, 3.163 sec/game, 46.1 min. total, 719.3 MB
viper_dwindle v17 1051 games, 1358306 moves, e=0.010, loss: 7.1, -, 12.1% elo% vs. gir, avg. reward: 1.003, 3.144 sec/game, 46.1 min. total, 721.5 MB
viper_dwindle v17 1052 games, 1360374 moves, e=0.010, loss: 7.4, -, 11.9% elo% vs. gir, avg. reward: 1.001, 3.140 sec/game, 46.2 min. total, 721.9 MB
viper_dwindle v17 1053 games, 1362219 moves, e=0.010, loss: 6.6, -, 11.6% elo% vs. gir, avg. reward: 1.002, 3.128 sec/game, 46.2 min. total, 724.9 MB
viper_dwindle v17 1054 games, 1364340 moves, e=0.010, loss: 6.3, -, 11.4% elo% vs. gir, avg. reward: 0.999, 3.129 sec/game, 46.3 min. total, 723.4 MB
viper_dwindle v17 1055 games, 1366365 moves, e=0.010, loss: 6.0, -, 11.2% elo% vs. gir, avg. reward: 0.993, 3.137 sec/game, 46.3 min. total, 724.3 MB
viper_dwindle v17 1056 games, 1368174 moves, e=0.010, loss: 6.2, -, 11.0% elo% vs. gir, avg. reward: 0.985, 3.114 sec/game, 46.4 min. total, 724.3 MB
viper_dwindle v17 1057 games, 1369980 moves, e=0.010, loss: 6.8, -, 10.8% elo% vs. gir, avg. reward: 0.988, 3.122 sec/game, 46.4 min. total, 723.5 MB
viper_dwindle v17 1058 games, 1372045 moves, e=0.010, loss: 6.9, -, 10.6% elo% vs. gir, avg. reward: 0.988, 3.130 sec/game, 46.5 min. total, 724.0 MB
viper_dwindle v17 1059 games, 1374580 moves, e=0.010, loss: 6.7, -, 10.4% elo% vs. gir, avg. reward: 0.981, 3.141 sec/game, 46.6 min. total, 724.8 MB
viper_dwindle v17 1060 games, 1376572 moves, e=0.010, loss: 7.1, -, 10.3% elo% vs. gir, avg. reward: 0.978, 3.142 sec/game, 46.6 min. total, 725.7 MB
viper_dwindle v17 1061 games, 1378856 moves, e=0.010, loss: 5.7, -, 10.1% elo% vs. gir, avg. reward: 0.972, 3.179 sec/game, 46.7 min. total, 725.8 MB
viper_dwindle v17 1062 games, 1381485 moves, e=0.010, loss: 5.4, +, 11.7% elo% vs. gir, avg. reward: 0.972, 3.209 sec/game, 46.7 min. total, 727.3 MB
viper_dwindle v17 1063 games, 1383800 moves, e=0.010, loss: 5.3, -, 11.5% elo% vs. gir, avg. reward: 0.968, 3.217 sec/game, 46.8 min. total, 727.1 MB
viper_dwindle v17 1064 games, 1385735 moves, e=0.010, loss: 5.6, -, 11.3% elo% vs. gir, avg. reward: 0.962, 3.254 sec/game, 46.8 min. total, 725.8 MB
viper_dwindle v17 1065 games, 1387590 moves, e=0.010, loss: 6.0, -, 11.0% elo% vs. gir, avg. reward: 0.960, 3.244 sec/game, 46.9 min. total, 727.6 MB
viper_dwindle v17 1066 games, 1389353 moves, e=0.010, loss: 6.2, -, 10.9% elo% vs. gir, avg. reward: 0.955, 3.251 sec/game, 47.0 min. total, 726.7 MB
viper_dwindle v17 1067 games, 1391279 moves, e=0.010, loss: 6.2, -, 10.7% elo% vs. gir, avg. reward: 0.955, 3.252 sec/game, 47.0 min. total, 727.6 MB
viper_dwindle v17 1068 games, 1393103 moves, e=0.010, loss: 6.9, -, 10.5% elo% vs. gir, avg. reward: 0.952, 3.260 sec/game, 47.1 min. total, 725.4 MB
viper_dwindle v17 1069 games, 1395091 moves, e=0.010, loss: 7.6, -, 10.3% elo% vs. gir, avg. reward: 0.952, 3.282 sec/game, 47.1 min. total, 728.4 MB
viper_dwindle v17 1070 games, 1396942 moves, e=0.010, loss: 6.3, -, 10.1% elo% vs. gir, avg. reward: 0.949, 3.296 sec/game, 47.2 min. total, 727.1 MB
viper_dwindle v17 1071 games, 1399006 moves, e=0.010, loss: 6.8, -, 10.0% elo% vs. gir, avg. reward: 0.946, 3.325 sec/game, 47.2 min. total, 730.2 MB
viper_dwindle v17 1072 games, 1400820 moves, e=0.010, loss: 7.4, -, 9.8% elo% vs. gir, avg. reward: 0.948, 3.322 sec/game, 47.3 min. total, 730.3 MB
viper_dwindle v17 1073 games, 1402961 moves, e=0.010, loss: 7.1, -, 9.6% elo% vs. gir, avg. reward: 0.951, 3.350 sec/game, 47.4 min. total, 728.6 MB
viper_dwindle v17 1074 games, 1404958 moves, e=0.010, loss: 6.7, -, 9.5% elo% vs. gir, avg. reward: 0.947, 3.352 sec/game, 47.4 min. total, 732.6 MB
viper_dwindle v17 1075 games, 1406909 moves, e=0.010, loss: 7.4, -, 9.3% elo% vs. gir, avg. reward: 0.947, 3.366 sec/game, 47.5 min. total, 732.3 MB
viper_dwindle v17 1076 games, 1409091 moves, e=0.010, loss: 6.8, -, 9.2% elo% vs. gir, avg. reward: 0.943, 3.419 sec/game, 47.5 min. total, 730.9 MB
