streak_dipper v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.1 MB
streak_dipper v11 750 games, 706267 moves, e=0.301, loss: 13.3, -, 10.8% elo% vs. simple_bot, avg. reward: -5.798, 2.078 sec/game, 19.3 min. total, 612.8 MB
streak_dipper v11 751 games, 707881 moves, e=0.299, loss: 13.7, -, 10.6% elo% vs. simple_bot, avg. reward: -5.779, 2.119 sec/game, 19.3 min. total, 611.1 MB
streak_dipper v11 752 games, 709323 moves, e=0.298, loss: 14.0, -, 10.4% elo% vs. simple_bot, avg. reward: -5.777, 2.146 sec/game, 19.3 min. total, 612.8 MB
streak_dipper v11 753 games, 710522 moves, e=0.297, loss: 13.9, -, 10.3% elo% vs. simple_bot, avg. reward: -5.783, 2.137 sec/game, 19.4 min. total, 611.6 MB
streak_dipper v11 754 games, 711839 moves, e=0.295, loss: 13.4, -, 10.1% elo% vs. simple_bot, avg. reward: -5.763, 2.149 sec/game, 19.4 min. total, 612.0 MB
streak_dipper v11 755 games, 713183 moves, e=0.294, loss: 13.2, -, 9.9% elo% vs. simple_bot, avg. reward: -5.751, 2.155 sec/game, 19.5 min. total, 615.1 MB
streak_dipper v11 756 games, 714326 moves, e=0.293, loss: 13.7, -, 9.8% elo% vs. simple_bot, avg. reward: -5.750, 2.155 sec/game, 19.5 min. total, 612.4 MB
streak_dipper v11 757 games, 715722 moves, e=0.291, loss: 13.7, -, 9.6% elo% vs. simple_bot, avg. reward: -5.727, 2.141 sec/game, 19.5 min. total, 614.0 MB
streak_dipper v11 758 games, 716944 moves, e=0.290, loss: 12.8, -, 9.5% elo% vs. simple_bot, avg. reward: -5.723, 2.142 sec/game, 19.6 min. total, 613.9 MB
streak_dipper v11 759 games, 718251 moves, e=0.289, loss: 13.1, -, 9.3% elo% vs. simple_bot, avg. reward: -5.714, 2.146 sec/game, 19.6 min. total, 613.2 MB
streak_dipper v11 760 games, 719427 moves, e=0.288, loss: 13.7, -, 9.2% elo% vs. simple_bot, avg. reward: -5.713, 2.137 sec/game, 19.6 min. total, 617.0 MB
streak_dipper v11 761 games, 720663 moves, e=0.287, loss: 12.9, -, 9.0% elo% vs. simple_bot, avg. reward: -5.709, 2.139 sec/game, 19.7 min. total, 616.8 MB
streak_dipper v11 762 games, 721884 moves, e=0.285, loss: 13.0, -, 8.9% elo% vs. simple_bot, avg. reward: -5.711, 2.122 sec/game, 19.7 min. total, 616.9 MB
streak_dipper v11 763 games, 723113 moves, e=0.284, loss: 12.5, -, 8.8% elo% vs. simple_bot, avg. reward: -5.702, 2.125 sec/game, 19.7 min. total, 615.5 MB
streak_dipper v11 764 games, 724390 moves, e=0.283, loss: 12.5, -, 8.6% elo% vs. simple_bot, avg. reward: -5.690, 2.124 sec/game, 19.8 min. total, 616.8 MB
streak_dipper v11 765 games, 725842 moves, e=0.281, loss: 13.1, -, 8.5% elo% vs. simple_bot, avg. reward: -5.680, 2.111 sec/game, 19.8 min. total, 616.8 MB
streak_dipper v11 766 games, 727126 moves, e=0.280, loss: 13.2, -, 8.4% elo% vs. simple_bot, avg. reward: -5.688, 2.095 sec/game, 19.8 min. total, 616.4 MB
streak_dipper v11 767 games, 728332 moves, e=0.279, loss: 13.5, -, 8.3% elo% vs. simple_bot, avg. reward: -5.668, 2.089 sec/game, 19.9 min. total, 618.0 MB
streak_dipper v11 768 games, 729686 moves, e=0.278, loss: 12.8, -, 8.1% elo% vs. simple_bot, avg. reward: -5.643, 2.095 sec/game, 19.9 min. total, 616.4 MB
streak_dipper v11 769 games, 731004 moves, e=0.276, loss: 11.2, -, 8.0% elo% vs. simple_bot, avg. reward: -5.639, 2.093 sec/game, 19.9 min. total, 616.5 MB
streak_dipper v11 770 games, 732244 moves, e=0.275, loss: 11.3, -, 7.9% elo% vs. simple_bot, avg. reward: -5.636, 2.109 sec/game, 20.0 min. total, 618.9 MB
streak_dipper v11 771 games, 733398 moves, e=0.274, loss: 11.1, -, 7.8% elo% vs. simple_bot, avg. reward: -5.636, 2.073 sec/game, 20.0 min. total, 618.5 MB
streak_dipper v11 772 games, 734661 moves, e=0.273, loss: 11.9, -, 7.7% elo% vs. simple_bot, avg. reward: -5.624, 2.058 sec/game, 20.0 min. total, 618.0 MB
streak_dipper v11 773 games, 735897 moves, e=0.271, loss: 13.1, -, 7.6% elo% vs. simple_bot, avg. reward: -5.613, 2.061 sec/game, 20.1 min. total, 618.1 MB
streak_dipper v11 774 games, 737167 moves, e=0.270, loss: 12.7, -, 7.5% elo% vs. simple_bot, avg. reward: -5.603, 2.046 sec/game, 20.1 min. total, 619.3 MB
streak_dipper v11 775 games, 738521 moves, e=0.269, loss: 13.1, -, 7.4% elo% vs. simple_bot, avg. reward: -5.602, 2.048 sec/game, 20.1 min. total, 620.5 MB
streak_dipper v11 776 games, 739832 moves, e=0.268, loss: 13.0, -, 7.3% elo% vs. simple_bot, avg. reward: -5.586, 2.052 sec/game, 20.2 min. total, 619.6 MB
streak_dipper v11 777 games, 741059 moves, e=0.266, loss: 13.2, -, 7.2% elo% vs. simple_bot, avg. reward: -5.575, 2.040 sec/game, 20.2 min. total, 619.1 MB
streak_dipper v11 778 games, 742435 moves, e=0.265, loss: 13.2, -, 7.2% elo% vs. simple_bot, avg. reward: -5.559, 2.047 sec/game, 20.2 min. total, 621.2 MB
streak_dipper v11 779 games, 743839 moves, e=0.264, loss: 12.9, -, 7.1% elo% vs. simple_bot, avg. reward: -5.545, 2.076 sec/game, 20.3 min. total, 621.3 MB
streak_dipper v11 780 games, 745073 moves, e=0.262, loss: 12.5, -, 7.0% elo% vs. simple_bot, avg. reward: -5.541, 2.098 sec/game, 20.3 min. total, 621.5 MB
streak_dipper v11 781 games, 746353 moves, e=0.261, loss: 12.1, -, 6.9% elo% vs. simple_bot, avg. reward: -5.537, 2.097 sec/game, 20.4 min. total, 623.6 MB
streak_dipper v11 782 games, 747660 moves, e=0.260, loss: 12.4, -, 6.8% elo% vs. simple_bot, avg. reward: -5.520, 2.120 sec/game, 20.4 min. total, 623.3 MB
streak_dipper v11 783 games, 748926 moves, e=0.259, loss: 12.1, -, 6.7% elo% vs. simple_bot, avg. reward: -5.507, 2.113 sec/game, 20.4 min. total, 622.0 MB
streak_dipper v11 784 games, 750277 moves, e=0.257, loss: 12.6, -, 6.7% elo% vs. simple_bot, avg. reward: -5.504, 2.120 sec/game, 20.5 min. total, 622.4 MB
streak_dipper v11 785 games, 751626 moves, e=0.256, loss: 12.4, -, 6.6% elo% vs. simple_bot, avg. reward: -5.483, 2.119 sec/game, 20.5 min. total, 621.7 MB
streak_dipper v11 786 games, 752911 moves, e=0.255, loss: 11.9, -, 6.5% elo% vs. simple_bot, avg. reward: -5.471, 2.116 sec/game, 20.5 min. total, 621.3 MB
streak_dipper v11 787 games, 754393 moves, e=0.253, loss: 11.8, -, 6.4% elo% vs. simple_bot, avg. reward: -5.456, 2.141 sec/game, 20.6 min. total, 623.2 MB
streak_dipper v11 788 games, 755538 moves, e=0.252, loss: 12.2, -, 6.4% elo% vs. simple_bot, avg. reward: -5.464, 2.157 sec/game, 20.6 min. total, 624.6 MB
streak_dipper v11 789 games, 756990 moves, e=0.251, loss: 11.8, -, 6.3% elo% vs. simple_bot, avg. reward: -5.458, 2.169 sec/game, 20.7 min. total, 624.5 MB
streak_dipper v11 790 games, 758292 moves, e=0.249, loss: 12.1, -, 6.2% elo% vs. simple_bot, avg. reward: -5.449, 2.178 sec/game, 20.7 min. total, 625.5 MB
streak_dipper v11 791 games, 759559 moves, e=0.248, loss: 12.3, -, 6.2% elo% vs. simple_bot, avg. reward: -5.431, 2.183 sec/game, 20.7 min. total, 624.1 MB
streak_dipper v11 792 games, 761142 moves, e=0.246, loss: 12.8, -, 6.1% elo% vs. simple_bot, avg. reward: -5.406, 2.196 sec/game, 20.8 min. total, 624.9 MB
streak_dipper v11 793 games, 762576 moves, e=0.245, loss: 12.6, -, 6.0% elo% vs. simple_bot, avg. reward: -5.399, 2.202 sec/game, 20.8 min. total, 626.4 MB
streak_dipper v11 794 games, 763764 moves, e=0.244, loss: 11.9, -, 6.0% elo% vs. simple_bot, avg. reward: -5.400, 2.190 sec/game, 20.8 min. total, 625.5 MB
streak_dipper v11 795 games, 765033 moves, e=0.243, loss: 12.7, -, 5.9% elo% vs. simple_bot, avg. reward: -5.385, 2.181 sec/game, 20.9 min. total, 625.4 MB
streak_dipper v11 796 games, 766228 moves, e=0.241, loss: 12.5, -, 5.8% elo% vs. simple_bot, avg. reward: -5.377, 2.191 sec/game, 20.9 min. total, 625.9 MB
streak_dipper v11 797 games, 767633 moves, e=0.240, loss: 12.8, -, 5.8% elo% vs. simple_bot, avg. reward: -5.353, 2.234 sec/game, 20.9 min. total, 627.7 MB
streak_dipper v11 798 games, 768953 moves, e=0.239, loss: 12.6, -, 5.7% elo% vs. simple_bot, avg. reward: -5.338, 2.265 sec/game, 21.0 min. total, 625.9 MB
streak_dipper v11 799 games, 770576 moves, e=0.237, loss: 13.0, -, 5.7% elo% vs. simple_bot, avg. reward: -5.311, 2.299 sec/game, 21.0 min. total, 627.8 MB
streak_dipper v11 800 games, 771952 moves, e=0.236, loss: 12.6, -, 5.6% elo% vs. simple_bot, avg. reward: -5.299, 2.298 sec/game, 21.1 min. total, 628.0 MB
streak_dipper v12 801 games, 773463 moves, e=0.234, loss: 12.6, -, 47.7% elo% vs. simple_bot, avg. reward: -5.287, 2.345 sec/game, 21.1 min. total, 627.1 MB
streak_dipper v12 802 games, 774826 moves, e=0.233, loss: 12.1, -, 45.5% elo% vs. simple_bot, avg. reward: -5.275, 2.370 sec/game, 21.2 min. total, 630.1 MB
streak_dipper v12 803 games, 776149 moves, e=0.232, loss: 12.8, -, 43.4% elo% vs. simple_bot, avg. reward: -5.266, 2.409 sec/game, 21.2 min. total, 630.6 MB
streak_dipper v12 804 games, 777312 moves, e=0.230, loss: 12.5, -, 41.5% elo% vs. simple_bot, avg. reward: -5.254, 2.408 sec/game, 21.3 min. total, 631.8 MB
streak_dipper v12 805 games, 778595 moves, e=0.229, loss: 13.2, -, 39.6% elo% vs. simple_bot, avg. reward: -5.227, 2.439 sec/game, 21.3 min. total, 631.8 MB
streak_dipper v12 806 games, 779865 moves, e=0.228, loss: 12.8, -, 37.9% elo% vs. simple_bot, avg. reward: -5.226, 2.458 sec/game, 21.4 min. total, 631.9 MB
streak_dipper v12 807 games, 781193 moves, e=0.227, loss: 12.7, -, 36.3% elo% vs. simple_bot, avg. reward: -5.216, 2.532 sec/game, 21.4 min. total, 630.1 MB
streak_dipper v12 808 games, 782519 moves, e=0.225, loss: 12.8, -, 34.8% elo% vs. simple_bot, avg. reward: -5.201, 2.574 sec/game, 21.5 min. total, 631.4 MB
streak_dipper v12 809 games, 784023 moves, e=0.224, loss: 12.9, -, 33.3% elo% vs. simple_bot, avg. reward: -5.196, 2.745 sec/game, 21.6 min. total, 629.4 MB
streak_dipper v12 810 games, 785508 moves, e=0.222, loss: 12.7, -, 32.0% elo% vs. simple_bot, avg. reward: -5.188, 2.838 sec/game, 21.6 min. total, 631.4 MB
streak_dipper v12 811 games, 786928 moves, e=0.221, loss: 13.1, -, 30.7% elo% vs. simple_bot, avg. reward: -5.162, 2.921 sec/game, 21.7 min. total, 631.0 MB
streak_dipper v12 812 games, 788263 moves, e=0.220, loss: 13.5, -, 29.5% elo% vs. simple_bot, avg. reward: -5.155, 2.968 sec/game, 21.8 min. total, 631.0 MB
streak_dipper v12 813 games, 789548 moves, e=0.218, loss: 13.1, -, 28.4% elo% vs. simple_bot, avg. reward: -5.142, 3.002 sec/game, 21.8 min. total, 633.2 MB
streak_dipper v12 814 games, 791064 moves, e=0.217, loss: 12.8, -, 27.3% elo% vs. simple_bot, avg. reward: -5.130, 3.045 sec/game, 21.8 min. total, 633.0 MB
streak_dipper v12 815 games, 792374 moves, e=0.216, loss: 13.0, -, 26.4% elo% vs. simple_bot, avg. reward: -5.113, 3.067 sec/game, 21.9 min. total, 632.0 MB
streak_dipper v12 816 games, 793638 moves, e=0.214, loss: 13.3, -, 25.4% elo% vs. simple_bot, avg. reward: -5.101, 3.063 sec/game, 21.9 min. total, 633.0 MB
streak_dipper v12 817 games, 795039 moves, e=0.213, loss: 13.3, -, 24.5% elo% vs. simple_bot, avg. reward: -5.081, 3.045 sec/game, 22.0 min. total, 633.9 MB
streak_dipper v12 818 games, 796554 moves, e=0.211, loss: 13.3, -, 23.7% elo% vs. simple_bot, avg. reward: -5.062, 3.034 sec/game, 22.0 min. total, 634.8 MB
streak_dipper v12 819 games, 797719 moves, e=0.210, loss: 12.6, -, 22.9% elo% vs. simple_bot, avg. reward: -5.067, 2.982 sec/game, 22.0 min. total, 634.9 MB
streak_dipper v12 820 games, 799190 moves, e=0.209, loss: 13.1, -, 22.2% elo% vs. simple_bot, avg. reward: -5.057, 2.990 sec/game, 22.1 min. total, 633.6 MB
streak_dipper v12 821 games, 800556 moves, e=0.207, loss: 13.3, -, 21.5% elo% vs. simple_bot, avg. reward: -5.057, 2.962 sec/game, 22.1 min. total, 634.7 MB
streak_dipper v12 822 games, 802012 moves, e=0.206, loss: 13.2, -, 20.8% elo% vs. simple_bot, avg. reward: -5.026, 2.946 sec/game, 22.2 min. total, 637.0 MB
streak_dipper v12 823 games, 803281 moves, e=0.205, loss: 13.0, -, 20.2% elo% vs. simple_bot, avg. reward: -5.016, 2.929 sec/game, 22.2 min. total, 635.2 MB
streak_dipper v12 824 games, 804864 moves, e=0.203, loss: 12.9, -, 19.6% elo% vs. simple_bot, avg. reward: -5.005, 2.962 sec/game, 22.3 min. total, 636.9 MB
streak_dipper v12 825 games, 806360 moves, e=0.202, loss: 12.9, -, 19.1% elo% vs. simple_bot, avg. reward: -4.988, 2.946 sec/game, 22.3 min. total, 637.1 MB
streak_dipper v12 826 games, 807715 moves, e=0.200, loss: 12.7, -, 18.5% elo% vs. simple_bot, avg. reward: -4.984, 2.951 sec/game, 22.3 min. total, 637.7 MB
streak_dipper v12 827 games, 808967 moves, e=0.199, loss: 13.4, -, 18.0% elo% vs. simple_bot, avg. reward: -4.964, 2.859 sec/game, 22.4 min. total, 637.8 MB
streak_dipper v12 828 games, 810539 moves, e=0.198, loss: 13.0, -, 17.5% elo% vs. simple_bot, avg. reward: -4.936, 2.824 sec/game, 22.4 min. total, 637.8 MB
streak_dipper v12 829 games, 811942 moves, e=0.196, loss: 12.9, -, 17.1% elo% vs. simple_bot, avg. reward: -4.927, 2.655 sec/game, 22.5 min. total, 636.2 MB
streak_dipper v12 830 games, 813444 moves, e=0.195, loss: 12.0, -, 16.6% elo% vs. simple_bot, avg. reward: -4.921, 2.600 sec/game, 22.5 min. total, 637.8 MB
streak_dipper v12 831 games, 814769 moves, e=0.193, loss: 12.4, -, 16.2% elo% vs. simple_bot, avg. reward: -4.890, 2.531 sec/game, 22.5 min. total, 638.3 MB
streak_dipper v12 832 games, 816188 moves, e=0.192, loss: 12.2, -, 15.8% elo% vs. simple_bot, avg. reward: -4.867, 2.497 sec/game, 22.6 min. total, 636.9 MB
streak_dipper v12 833 games, 817364 moves, e=0.191, loss: 12.6, -, 15.4% elo% vs. simple_bot, avg. reward: -4.870, 2.457 sec/game, 22.6 min. total, 638.9 MB
streak_dipper v12 834 games, 818679 moves, e=0.190, loss: 12.6, -, 15.1% elo% vs. simple_bot, avg. reward: -4.864, 2.435 sec/game, 22.7 min. total, 638.2 MB
streak_dipper v12 835 games, 820088 moves, e=0.188, loss: 13.3, -, 14.7% elo% vs. simple_bot, avg. reward: -4.853, 2.434 sec/game, 22.7 min. total, 640.7 MB
streak_dipper v12 836 games, 821363 moves, e=0.187, loss: 14.2, -, 14.4% elo% vs. simple_bot, avg. reward: -4.838, 2.437 sec/game, 22.7 min. total, 641.9 MB
streak_dipper v12 837 games, 822615 moves, e=0.186, loss: 13.5, -, 14.0% elo% vs. simple_bot, avg. reward: -4.831, 2.417 sec/game, 22.8 min. total, 640.6 MB
streak_dipper v12 838 games, 824195 moves, e=0.184, loss: 13.6, -, 13.7% elo% vs. simple_bot, avg. reward: -4.810, 2.418 sec/game, 22.8 min. total, 640.6 MB
streak_dipper v12 839 games, 825589 moves, e=0.183, loss: 13.7, -, 13.4% elo% vs. simple_bot, avg. reward: -4.790, 2.410 sec/game, 22.8 min. total, 639.8 MB
streak_dipper v12 840 games, 826801 moves, e=0.181, loss: 14.0, -, 13.1% elo% vs. simple_bot, avg. reward: -4.786, 2.392 sec/game, 22.9 min. total, 640.6 MB
streak_dipper v12 841 games, 828291 moves, e=0.180, loss: 12.9, -, 12.9% elo% vs. simple_bot, avg. reward: -4.766, 2.387 sec/game, 22.9 min. total, 640.9 MB
streak_dipper v12 842 games, 829720 moves, e=0.179, loss: 12.8, -, 12.6% elo% vs. simple_bot, avg. reward: -4.752, 2.376 sec/game, 23.0 min. total, 641.0 MB
streak_dipper v12 843 games, 831237 moves, e=0.177, loss: 12.3, -, 12.4% elo% vs. simple_bot, avg. reward: -4.733, 2.381 sec/game, 23.0 min. total, 640.3 MB
streak_dipper v12 844 games, 832589 moves, e=0.176, loss: 12.4, -, 12.1% elo% vs. simple_bot, avg. reward: -4.721, 2.346 sec/game, 23.0 min. total, 642.7 MB
streak_dipper v12 845 games, 834138 moves, e=0.174, loss: 11.5, -, 11.9% elo% vs. simple_bot, avg. reward: -4.700, 2.343 sec/game, 23.1 min. total, 642.3 MB
streak_dipper v12 846 games, 835455 moves, e=0.173, loss: 12.6, -, 11.7% elo% vs. simple_bot, avg. reward: -4.687, 2.320 sec/game, 23.1 min. total, 642.0 MB
streak_dipper v12 847 games, 836850 moves, e=0.172, loss: 12.1, -, 11.4% elo% vs. simple_bot, avg. reward: -4.660, 2.326 sec/game, 23.1 min. total, 643.4 MB
streak_dipper v12 848 games, 838473 moves, e=0.170, loss: 11.6, -, 11.2% elo% vs. simple_bot, avg. reward: -4.641, 2.329 sec/game, 23.2 min. total, 643.1 MB
streak_dipper v12 849 games, 839996 moves, e=0.168, loss: 11.9, -, 11.0% elo% vs. simple_bot, avg. reward: -4.620, 2.334 sec/game, 23.2 min. total, 646.0 MB
streak_dipper v12 850 games, 841241 moves, e=0.167, loss: 12.1, -, 10.8% elo% vs. simple_bot, avg. reward: -4.592, 2.294 sec/game, 23.3 min. total, 644.7 MB
streak_dipper v12 851 games, 842673 moves, e=0.166, loss: 12.2, -, 10.6% elo% vs. simple_bot, avg. reward: -4.594, 2.296 sec/game, 23.3 min. total, 645.3 MB
streak_dipper v12 852 games, 844019 moves, e=0.164, loss: 12.9, -, 10.4% elo% vs. simple_bot, avg. reward: -4.593, 2.275 sec/game, 23.3 min. total, 643.6 MB
streak_dipper v12 853 games, 845346 moves, e=0.163, loss: 12.7, -, 10.3% elo% vs. simple_bot, avg. reward: -4.570, 2.325 sec/game, 23.4 min. total, 646.6 MB
streak_dipper v12 854 games, 846669 moves, e=0.162, loss: 13.6, -, 10.1% elo% vs. simple_bot, avg. reward: -4.571, 2.343 sec/game, 23.4 min. total, 646.7 MB
streak_dipper v12 855 games, 848202 moves, e=0.160, loss: 14.5, -, 9.9% elo% vs. simple_bot, avg. reward: -4.553, 2.362 sec/game, 23.5 min. total, 646.0 MB
streak_dipper v12 856 games, 849714 moves, e=0.159, loss: 14.9, -, 9.8% elo% vs. simple_bot, avg. reward: -4.528, 2.380 sec/game, 23.5 min. total, 643.9 MB
streak_dipper v12 857 games, 851269 moves, e=0.157, loss: 14.6, -, 9.6% elo% vs. simple_bot, avg. reward: -4.520, 2.400 sec/game, 23.6 min. total, 644.6 MB
streak_dipper v12 858 games, 852952 moves, e=0.156, loss: 14.3, -, 9.5% elo% vs. simple_bot, avg. reward: -4.493, 2.432 sec/game, 23.6 min. total, 646.6 MB
streak_dipper v12 859 games, 854335 moves, e=0.154, loss: 13.8, -, 9.3% elo% vs. simple_bot, avg. reward: -4.487, 2.449 sec/game, 23.7 min. total, 645.8 MB
streak_dipper v12 860 games, 855837 moves, e=0.153, loss: 13.6, -, 9.2% elo% vs. simple_bot, avg. reward: -4.464, 2.469 sec/game, 23.7 min. total, 647.1 MB
streak_dipper v12 861 games, 857212 moves, e=0.151, loss: 13.4, -, 9.0% elo% vs. simple_bot, avg. reward: -4.455, 2.456 sec/game, 23.7 min. total, 646.7 MB
streak_dipper v12 862 games, 858565 moves, e=0.150, loss: 14.5, -, 8.9% elo% vs. simple_bot, avg. reward: -4.450, 2.484 sec/game, 23.8 min. total, 648.5 MB
streak_dipper v12 863 games, 859963 moves, e=0.149, loss: 15.0, -, 8.8% elo% vs. simple_bot, avg. reward: -4.442, 2.487 sec/game, 23.8 min. total, 649.2 MB
streak_dipper v12 864 games, 861571 moves, e=0.147, loss: 15.0, -, 8.6% elo% vs. simple_bot, avg. reward: -4.433, 2.513 sec/game, 23.9 min. total, 648.6 MB
streak_dipper v12 865 games, 862988 moves, e=0.146, loss: 15.2, -, 8.5% elo% vs. simple_bot, avg. reward: -4.430, 2.506 sec/game, 23.9 min. total, 649.6 MB
streak_dipper v12 866 games, 864356 moves, e=0.144, loss: 14.9, -, 8.4% elo% vs. simple_bot, avg. reward: -4.417, 2.519 sec/game, 23.9 min. total, 647.6 MB
streak_dipper v12 867 games, 865835 moves, e=0.143, loss: 15.1, -, 8.3% elo% vs. simple_bot, avg. reward: -4.400, 2.534 sec/game, 24.0 min. total, 648.4 MB
streak_dipper v12 868 games, 867210 moves, e=0.141, loss: 14.5, -, 8.1% elo% vs. simple_bot, avg. reward: -4.390, 2.515 sec/game, 24.0 min. total, 649.3 MB
streak_dipper v12 869 games, 868498 moves, e=0.140, loss: 14.8, -, 8.0% elo% vs. simple_bot, avg. reward: -4.380, 2.497 sec/game, 24.1 min. total, 649.0 MB
streak_dipper v12 870 games, 869976 moves, e=0.139, loss: 14.2, -, 7.9% elo% vs. simple_bot, avg. reward: -4.358, 2.500 sec/game, 24.1 min. total, 650.4 MB
streak_dipper v12 871 games, 871498 moves, e=0.137, loss: 13.5, -, 7.8% elo% vs. simple_bot, avg. reward: -4.335, 2.512 sec/game, 24.1 min. total, 649.8 MB
streak_dipper v12 872 games, 873007 moves, e=0.136, loss: 13.2, -, 7.7% elo% vs. simple_bot, avg. reward: -4.316, 2.529 sec/game, 24.2 min. total, 651.9 MB
streak_dipper v12 873 games, 874607 moves, e=0.134, loss: 12.5, -, 7.6% elo% vs. simple_bot, avg. reward: -4.290, 2.503 sec/game, 24.2 min. total, 650.6 MB
streak_dipper v12 874 games, 875891 moves, e=0.133, loss: 13.4, -, 7.5% elo% vs. simple_bot, avg. reward: -4.278, 2.486 sec/game, 24.3 min. total, 650.6 MB
streak_dipper v12 875 games, 877297 moves, e=0.131, loss: 13.1, -, 7.4% elo% vs. simple_bot, avg. reward: -4.269, 2.467 sec/game, 24.3 min. total, 654.2 MB
streak_dipper v12 876 games, 878776 moves, e=0.130, loss: 13.3, -, 7.3% elo% vs. simple_bot, avg. reward: -4.257, 2.469 sec/game, 24.3 min. total, 653.1 MB
streak_dipper v12 877 games, 880389 moves, e=0.128, loss: 13.6, -, 7.2% elo% vs. simple_bot, avg. reward: -4.236, 2.473 sec/game, 24.4 min. total, 653.8 MB
streak_dipper v12 878 games, 881899 moves, e=0.127, loss: 12.7, -, 7.2% elo% vs. simple_bot, avg. reward: -4.221, 2.426 sec/game, 24.4 min. total, 652.5 MB
streak_dipper v12 879 games, 883624 moves, e=0.125, loss: 12.9, -, 7.1% elo% vs. simple_bot, avg. reward: -4.197, 2.448 sec/game, 24.5 min. total, 653.5 MB
streak_dipper v12 880 games, 885388 moves, e=0.123, loss: 12.0, -, 7.0% elo% vs. simple_bot, avg. reward: -4.167, 2.461 sec/game, 24.5 min. total, 653.4 MB
streak_dipper v12 881 games, 886745 moves, e=0.122, loss: 11.6, -, 6.9% elo% vs. simple_bot, avg. reward: -4.154, 2.461 sec/game, 24.6 min. total, 653.9 MB
streak_dipper v12 882 games, 888340 moves, e=0.121, loss: 11.4, -, 6.8% elo% vs. simple_bot, avg. reward: -4.136, 2.456 sec/game, 24.6 min. total, 653.7 MB
streak_dipper v12 883 games, 889869 moves, e=0.119, loss: 11.6, -, 6.7% elo% vs. simple_bot, avg. reward: -4.116, 2.456 sec/game, 24.6 min. total, 653.3 MB
streak_dipper v12 884 games, 891468 moves, e=0.117, loss: 10.9, -, 6.7% elo% vs. simple_bot, avg. reward: -4.097, 2.448 sec/game, 24.7 min. total, 654.7 MB
streak_dipper v12 885 games, 892965 moves, e=0.116, loss: 11.2, -, 6.6% elo% vs. simple_bot, avg. reward: -4.075, 2.458 sec/game, 24.7 min. total, 655.6 MB
streak_dipper v12 886 games, 894457 moves, e=0.114, loss: 12.0, -, 6.5% elo% vs. simple_bot, avg. reward: -4.051, 2.455 sec/game, 24.8 min. total, 654.4 MB
streak_dipper v12 887 games, 896079 moves, e=0.113, loss: 12.0, -, 6.4% elo% vs. simple_bot, avg. reward: -4.036, 2.459 sec/game, 24.8 min. total, 654.7 MB
streak_dipper v12 888 games, 897967 moves, e=0.111, loss: 10.4, -, 6.4% elo% vs. simple_bot, avg. reward: -3.988, 2.501 sec/game, 24.9 min. total, 656.2 MB
streak_dipper v12 889 games, 899775 moves, e=0.109, loss: 9.9, -, 6.3% elo% vs. simple_bot, avg. reward: -3.968, 2.534 sec/game, 24.9 min. total, 656.3 MB
streak_dipper v12 890 games, 901374 moves, e=0.108, loss: 10.7, -, 6.2% elo% vs. simple_bot, avg. reward: -3.947, 2.543 sec/game, 25.0 min. total, 657.3 MB
streak_dipper v12 891 games, 902975 moves, e=0.106, loss: 10.3, -, 6.2% elo% vs. simple_bot, avg. reward: -3.927, 2.548 sec/game, 25.0 min. total, 658.0 MB
streak_dipper v12 892 games, 904492 moves, e=0.105, loss: 10.9, -, 6.1% elo% vs. simple_bot, avg. reward: -3.923, 2.548 sec/game, 25.0 min. total, 657.5 MB
streak_dipper v12 893 games, 906249 moves, e=0.103, loss: 10.6, -, 6.0% elo% vs. simple_bot, avg. reward: -3.905, 2.564 sec/game, 25.1 min. total, 659.3 MB
streak_dipper v12 894 games, 908146 moves, e=0.101, loss: 11.3, -, 6.0% elo% vs. simple_bot, avg. reward: -3.873, 2.600 sec/game, 25.1 min. total, 659.6 MB
streak_dipper v12 895 games, 909522 moves, e=0.100, loss: 11.2, -, 5.9% elo% vs. simple_bot, avg. reward: -3.858, 2.596 sec/game, 25.2 min. total, 658.2 MB
streak_dipper v12 896 games, 911613 moves, e=0.098, loss: 12.4, -, 5.8% elo% vs. simple_bot, avg. reward: -3.831, 2.624 sec/game, 25.2 min. total, 659.6 MB
streak_dipper v12 897 games, 913188 moves, e=0.096, loss: 12.0, -, 5.8% elo% vs. simple_bot, avg. reward: -3.828, 2.622 sec/game, 25.3 min. total, 660.9 MB
streak_dipper v12 898 games, 914541 moves, e=0.095, loss: 12.4, -, 5.7% elo% vs. simple_bot, avg. reward: -3.819, 2.613 sec/game, 25.3 min. total, 661.3 MB
streak_dipper v12 899 games, 915922 moves, e=0.093, loss: 13.0, -, 5.7% elo% vs. simple_bot, avg. reward: -3.822, 2.582 sec/game, 25.3 min. total, 661.2 MB
streak_dipper v12 900 games, 917315 moves, e=0.092, loss: 13.4, -, 5.6% elo% vs. simple_bot, avg. reward: -3.813, 2.557 sec/game, 25.4 min. total, 659.9 MB
streak_dipper v13 901 games, 918911 moves, e=0.090, loss: 13.7, -, 47.7% elo% vs. simple_bot, avg. reward: -3.814, 2.575 sec/game, 25.4 min. total, 661.0 MB
