transpire_herself v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
transpire_herself v23 1625 games, 4086972 moves, e=0.010, loss: 1095.2, -, 2.6% elo% vs. supershibe, avg. reward: -1.335, 4.579 sec/game, 96.0 min. total, 880.8 MB
transpire_herself v23 1626 games, 4089204 moves, e=0.010, loss: 1173.1, -, 2.6% elo% vs. supershibe, avg. reward: -1.343, 4.570 sec/game, 96.1 min. total, 885.8 MB
transpire_herself v23 1627 games, 4091501 moves, e=0.010, loss: 1127.6, -, 2.5% elo% vs. supershibe, avg. reward: -1.351, 4.565 sec/game, 96.2 min. total, 881.4 MB
transpire_herself v23 1628 games, 4093750 moves, e=0.010, loss: 1121.0, -, 2.5% elo% vs. supershibe, avg. reward: -1.358, 4.553 sec/game, 96.2 min. total, 881.1 MB
transpire_herself v23 1629 games, 4096098 moves, e=0.010, loss: 1079.4, -, 2.5% elo% vs. supershibe, avg. reward: -1.366, 4.556 sec/game, 96.3 min. total, 883.1 MB
transpire_herself v23 1630 games, 4098384 moves, e=0.010, loss: 1168.8, -, 2.5% elo% vs. supershibe, avg. reward: -1.373, 4.556 sec/game, 96.4 min. total, 885.3 MB
transpire_herself v23 1631 games, 4100737 moves, e=0.010, loss: 1261.3, -, 2.5% elo% vs. supershibe, avg. reward: -1.381, 4.559 sec/game, 96.5 min. total, 889.4 MB
transpire_herself v23 1632 games, 4103047 moves, e=0.010, loss: 1313.8, -, 2.5% elo% vs. supershibe, avg. reward: -1.389, 4.551 sec/game, 96.5 min. total, 885.1 MB
transpire_herself v23 1633 games, 4105401 moves, e=0.010, loss: 1324.9, -, 2.5% elo% vs. supershibe, avg. reward: -1.398, 4.543 sec/game, 96.6 min. total, 889.2 MB
transpire_herself v23 1634 games, 4107656 moves, e=0.010, loss: 1355.4, -, 2.5% elo% vs. supershibe, avg. reward: -1.408, 4.526 sec/game, 96.7 min. total, 885.1 MB
transpire_herself v23 1635 games, 4109865 moves, e=0.010, loss: 1422.1, -, 2.5% elo% vs. supershibe, avg. reward: -1.416, 4.522 sec/game, 96.8 min. total, 891.1 MB
transpire_herself v23 1636 games, 4112172 moves, e=0.010, loss: 1476.6, -, 2.4% elo% vs. supershibe, avg. reward: -1.423, 4.515 sec/game, 96.8 min. total, 887.7 MB
transpire_herself v23 1637 games, 4114442 moves, e=0.010, loss: 1533.9, -, 2.4% elo% vs. supershibe, avg. reward: -1.429, 4.513 sec/game, 96.9 min. total, 887.9 MB
transpire_herself v23 1638 games, 4116823 moves, e=0.010, loss: 1420.7, -, 2.4% elo% vs. supershibe, avg. reward: -1.433, 4.509 sec/game, 97.0 min. total, 888.5 MB
transpire_herself v23 1639 games, 4119129 moves, e=0.010, loss: 1505.4, -, 2.4% elo% vs. supershibe, avg. reward: -1.436, 4.507 sec/game, 97.1 min. total, 888.7 MB
transpire_herself v23 1640 games, 4121530 moves, e=0.010, loss: 1451.6, -, 2.4% elo% vs. supershibe, avg. reward: -1.440, 4.532 sec/game, 97.2 min. total, 888.3 MB
transpire_herself v23 1641 games, 4123858 moves, e=0.010, loss: 1572.6, -, 2.4% elo% vs. supershibe, avg. reward: -1.443, 4.531 sec/game, 97.2 min. total, 892.3 MB
transpire_herself v23 1642 games, 4126077 moves, e=0.010, loss: 1718.8, -, 2.4% elo% vs. supershibe, avg. reward: -1.448, 4.544 sec/game, 97.3 min. total, 887.1 MB
transpire_herself v23 1643 games, 4128362 moves, e=0.010, loss: 1888.7, -, 2.4% elo% vs. supershibe, avg. reward: -1.451, 4.555 sec/game, 97.4 min. total, 866.5 MB
transpire_herself v23 1644 games, 4130673 moves, e=0.010, loss: 1895.2, -, 2.4% elo% vs. supershibe, avg. reward: -1.456, 4.560 sec/game, 97.5 min. total, 867.2 MB
transpire_herself v23 1645 games, 4132983 moves, e=0.010, loss: 2089.2, -, 2.4% elo% vs. supershibe, avg. reward: -1.458, 4.576 sec/game, 97.5 min. total, 865.4 MB
transpire_herself v23 1646 games, 4135360 moves, e=0.010, loss: 2076.2, -, 2.3% elo% vs. supershibe, avg. reward: -1.461, 4.599 sec/game, 97.6 min. total, 867.9 MB
transpire_herself v23 1647 games, 4137587 moves, e=0.010, loss: 2186.6, -, 2.3% elo% vs. supershibe, avg. reward: -1.466, 4.592 sec/game, 97.7 min. total, 868.3 MB
transpire_herself v23 1648 games, 4139932 moves, e=0.010, loss: 1977.3, -, 2.3% elo% vs. supershibe, avg. reward: -1.469, 4.612 sec/game, 97.8 min. total, 868.7 MB
transpire_herself v23 1649 games, 4142349 moves, e=0.010, loss: 1883.2, -, 2.3% elo% vs. supershibe, avg. reward: -1.471, 4.623 sec/game, 97.9 min. total, 871.6 MB
transpire_herself v23 1650 games, 4144720 moves, e=0.010, loss: 1757.1, -, 2.3% elo% vs. supershibe, avg. reward: -1.475, 4.627 sec/game, 97.9 min. total, 872.5 MB
transpire_herself v23 1651 games, 4147170 moves, e=0.010, loss: 1947.5, -, 2.3% elo% vs. supershibe, avg. reward: -1.478, 4.642 sec/game, 98.0 min. total, 873.3 MB
transpire_herself v23 1652 games, 4149588 moves, e=0.010, loss: 1815.8, -, 2.3% elo% vs. supershibe, avg. reward: -1.484, 4.661 sec/game, 98.1 min. total, 875.9 MB
transpire_herself v23 1653 games, 4152036 moves, e=0.010, loss: 1865.5, -, 2.3% elo% vs. supershibe, avg. reward: -1.487, 4.675 sec/game, 98.2 min. total, 878.6 MB
transpire_herself v23 1654 games, 4154342 moves, e=0.010, loss: 1921.8, -, 2.3% elo% vs. supershibe, avg. reward: -1.493, 4.687 sec/game, 98.3 min. total, 877.7 MB
transpire_herself v23 1655 games, 4156760 moves, e=0.010, loss: 2032.7, -, 2.3% elo% vs. supershibe, avg. reward: -1.498, 4.705 sec/game, 98.3 min. total, 876.7 MB
transpire_herself v23 1656 games, 4159072 moves, e=0.010, loss: 2286.6, -, 2.2% elo% vs. supershibe, avg. reward: -1.500, 4.703 sec/game, 98.4 min. total, 876.1 MB
transpire_herself v23 1657 games, 4161420 moves, e=0.010, loss: 2451.5, -, 2.2% elo% vs. supershibe, avg. reward: -1.506, 4.711 sec/game, 98.5 min. total, 875.3 MB
transpire_herself v23 1658 games, 4163644 moves, e=0.010, loss: 2735.8, -, 2.2% elo% vs. supershibe, avg. reward: -1.513, 4.700 sec/game, 98.6 min. total, 875.8 MB
transpire_herself v23 1659 games, 4165951 moves, e=0.010, loss: 2903.6, -, 2.2% elo% vs. supershibe, avg. reward: -1.512, 4.710 sec/game, 98.6 min. total, 875.1 MB
transpire_herself v23 1660 games, 4168344 moves, e=0.010, loss: 2983.2, -, 2.2% elo% vs. supershibe, avg. reward: -1.518, 4.694 sec/game, 98.7 min. total, 875.0 MB
transpire_herself v23 1661 games, 4170691 moves, e=0.010, loss: 3100.7, -, 2.2% elo% vs. supershibe, avg. reward: -1.523, 4.694 sec/game, 98.8 min. total, 873.4 MB
transpire_herself v23 1662 games, 4173174 moves, e=0.010, loss: 2665.4, -, 2.2% elo% vs. supershibe, avg. reward: -1.523, 4.717 sec/game, 98.9 min. total, 875.3 MB
transpire_herself v23 1663 games, 4175504 moves, e=0.010, loss: 2889.7, -, 2.2% elo% vs. supershibe, avg. reward: -1.531, 4.714 sec/game, 99.0 min. total, 877.2 MB
transpire_herself v23 1664 games, 4177935 moves, e=0.010, loss: 3195.7, -, 2.2% elo% vs. supershibe, avg. reward: -1.533, 4.716 sec/game, 99.0 min. total, 877.5 MB
transpire_herself v23 1665 games, 4180320 moves, e=0.010, loss: 3351.7, -, 2.2% elo% vs. supershibe, avg. reward: -1.537, 4.714 sec/game, 99.1 min. total, 879.8 MB
transpire_herself v23 1666 games, 4182681 moves, e=0.010, loss: 3609.7, -, 2.2% elo% vs. supershibe, avg. reward: -1.539, 4.719 sec/game, 99.2 min. total, 881.1 MB
transpire_herself v23 1667 games, 4185122 moves, e=0.010, loss: 3785.6, -, 2.2% elo% vs. supershibe, avg. reward: -1.538, 4.740 sec/game, 99.3 min. total, 881.6 MB
transpire_herself v23 1668 games, 4187543 moves, e=0.010, loss: 3345.9, -, 2.1% elo% vs. supershibe, avg. reward: -1.538, 4.732 sec/game, 99.4 min. total, 882.2 MB
transpire_herself v23 1669 games, 4189955 moves, e=0.010, loss: 3133.3, -, 2.1% elo% vs. supershibe, avg. reward: -1.540, 4.721 sec/game, 99.4 min. total, 882.4 MB
transpire_herself v23 1670 games, 4192393 moves, e=0.010, loss: 3153.0, -, 2.1% elo% vs. supershibe, avg. reward: -1.541, 4.727 sec/game, 99.5 min. total, 883.8 MB
transpire_herself v23 1671 games, 4194709 moves, e=0.010, loss: 3631.5, -, 2.1% elo% vs. supershibe, avg. reward: -1.547, 4.702 sec/game, 99.6 min. total, 885.0 MB
transpire_herself v23 1672 games, 4196952 moves, e=0.010, loss: 3760.9, -, 2.1% elo% vs. supershibe, avg. reward: -1.554, 4.670 sec/game, 99.7 min. total, 883.5 MB
transpire_herself v23 1673 games, 4199329 moves, e=0.010, loss: 3738.1, -, 2.1% elo% vs. supershibe, avg. reward: -1.556, 4.669 sec/game, 99.7 min. total, 882.3 MB
transpire_herself v23 1674 games, 4201715 moves, e=0.010, loss: 3468.4, -, 2.1% elo% vs. supershibe, avg. reward: -1.558, 4.658 sec/game, 99.8 min. total, 881.5 MB
transpire_herself v23 1675 games, 4204054 moves, e=0.010, loss: 3565.9, -, 2.1% elo% vs. supershibe, avg. reward: -1.560, 4.659 sec/game, 99.9 min. total, 881.1 MB
transpire_herself v23 1676 games, 4206266 moves, e=0.010, loss: 3567.7, -, 2.1% elo% vs. supershibe, avg. reward: -1.568, 4.654 sec/game, 100.0 min. total, 881.4 MB
transpire_herself v23 1677 games, 4208645 moves, e=0.010, loss: 3606.5, -, 2.1% elo% vs. supershibe, avg. reward: -1.572, 4.650 sec/game, 100.0 min. total, 882.4 MB
transpire_herself v23 1678 games, 4210949 moves, e=0.010, loss: 3715.1, -, 2.1% elo% vs. supershibe, avg. reward: -1.577, 4.658 sec/game, 100.1 min. total, 883.4 MB
transpire_herself v23 1679 games, 4213259 moves, e=0.010, loss: 3784.4, -, 2.1% elo% vs. supershibe, avg. reward: -1.582, 4.647 sec/game, 100.2 min. total, 884.8 MB
transpire_herself v23 1680 games, 4215556 moves, e=0.010, loss: 4100.8, -, 2.0% elo% vs. supershibe, avg. reward: -1.589, 4.640 sec/game, 100.3 min. total, 886.7 MB
transpire_herself v23 1681 games, 4217878 moves, e=0.010, loss: 4265.8, -, 2.0% elo% vs. supershibe, avg. reward: -1.592, 4.646 sec/game, 100.3 min. total, 891.5 MB
transpire_herself v23 1682 games, 4220243 moves, e=0.010, loss: 4521.8, -, 2.0% elo% vs. supershibe, avg. reward: -1.597, 4.624 sec/game, 100.4 min. total, 887.0 MB
transpire_herself v23 1683 games, 4222539 moves, e=0.010, loss: 5085.1, -, 2.0% elo% vs. supershibe, avg. reward: -1.601, 4.618 sec/game, 100.5 min. total, 887.4 MB
transpire_herself v23 1684 games, 4225016 moves, e=0.010, loss: 5192.6, -, 2.0% elo% vs. supershibe, avg. reward: -1.600, 4.621 sec/game, 100.6 min. total, 888.2 MB
transpire_herself v23 1685 games, 4227411 moves, e=0.010, loss: 4909.9, -, 2.0% elo% vs. supershibe, avg. reward: -1.598, 4.637 sec/game, 100.7 min. total, 889.2 MB
transpire_herself v23 1686 games, 4229808 moves, e=0.010, loss: 5114.9, -, 2.0% elo% vs. supershibe, avg. reward: -1.601, 4.625 sec/game, 100.7 min. total, 890.2 MB
transpire_herself v23 1687 games, 4232178 moves, e=0.010, loss: 4912.6, -, 2.0% elo% vs. supershibe, avg. reward: -1.602, 4.607 sec/game, 100.8 min. total, 892.5 MB
transpire_herself v23 1688 games, 4234625 moves, e=0.010, loss: 4731.0, -, 2.0% elo% vs. supershibe, avg. reward: -1.606, 4.615 sec/game, 100.9 min. total, 897.4 MB
transpire_herself v23 1689 games, 4237043 moves, e=0.010, loss: 4964.5, -, 2.0% elo% vs. supershibe, avg. reward: -1.606, 4.608 sec/game, 101.0 min. total, 894.5 MB
transpire_herself v23 1690 games, 4239416 moves, e=0.010, loss: 4958.7, -, 2.0% elo% vs. supershibe, avg. reward: -1.608, 4.608 sec/game, 101.0 min. total, 894.9 MB
transpire_herself v23 1691 games, 4241766 moves, e=0.010, loss: 5230.9, -, 2.0% elo% vs. supershibe, avg. reward: -1.611, 4.608 sec/game, 101.1 min. total, 894.4 MB
transpire_herself v23 1692 games, 4244107 moves, e=0.010, loss: 5780.5, -, 2.0% elo% vs. supershibe, avg. reward: -1.614, 4.629 sec/game, 101.2 min. total, 895.0 MB
transpire_herself v23 1693 games, 4246555 moves, e=0.010, loss: 5857.6, -, 2.0% elo% vs. supershibe, avg. reward: -1.615, 4.624 sec/game, 101.3 min. total, 897.7 MB
transpire_herself v23 1694 games, 4248922 moves, e=0.010, loss: 5777.9, -, 1.9% elo% vs. supershibe, avg. reward: -1.618, 4.630 sec/game, 101.4 min. total, 896.8 MB
transpire_herself v23 1695 games, 4251292 moves, e=0.010, loss: 6989.4, -, 1.9% elo% vs. supershibe, avg. reward: -1.618, 4.631 sec/game, 101.4 min. total, 898.2 MB
transpire_herself v23 1696 games, 4253624 moves, e=0.010, loss: 7357.0, -, 1.9% elo% vs. supershibe, avg. reward: -1.619, 4.650 sec/game, 101.5 min. total, 896.9 MB
transpire_herself v23 1697 games, 4256004 moves, e=0.010, loss: 7219.1, -, 1.9% elo% vs. supershibe, avg. reward: -1.623, 4.654 sec/game, 101.6 min. total, 896.3 MB
transpire_herself v23 1698 games, 4258429 moves, e=0.010, loss: 7091.2, -, 1.9% elo% vs. supershibe, avg. reward: -1.621, 4.661 sec/game, 101.7 min. total, 900.0 MB
transpire_herself v23 1699 games, 4260851 moves, e=0.010, loss: 6608.7, -, 1.9% elo% vs. supershibe, avg. reward: -1.623, 4.681 sec/game, 101.7 min. total, 899.5 MB
transpire_herself v23 1700 games, 4263082 moves, e=0.010, loss: 7116.0, -, 1.9% elo% vs. supershibe, avg. reward: -1.627, 4.680 sec/game, 101.8 min. total, 900.9 MB
transpire_herself v23 1701 games, 4265307 moves, e=0.010, loss: 7038.2, -, 1.9% elo% vs. supershibe, avg. reward: -1.631, 4.669 sec/game, 101.9 min. total, 900.7 MB
transpire_herself v23 1702 games, 4267639 moves, e=0.010, loss: 7953.9, -, 1.9% elo% vs. supershibe, avg. reward: -1.632, 4.676 sec/game, 102.0 min. total, 899.4 MB
transpire_herself v23 1703 games, 4270009 moves, e=0.010, loss: 9311.4, -, 1.9% elo% vs. supershibe, avg. reward: -1.634, 4.682 sec/game, 102.1 min. total, 899.1 MB
transpire_herself v23 1704 games, 4272388 moves, e=0.010, loss: 9635.2, -, 1.9% elo% vs. supershibe, avg. reward: -1.636, 4.684 sec/game, 102.1 min. total, 904.2 MB
transpire_herself v23 1705 games, 4274716 moves, e=0.010, loss: 8600.1, -, 1.9% elo% vs. supershibe, avg. reward: -1.639, 4.672 sec/game, 102.2 min. total, 899.0 MB
transpire_herself v23 1706 games, 4277004 moves, e=0.010, loss: 8356.3, -, 1.9% elo% vs. supershibe, avg. reward: -1.641, 4.666 sec/game, 102.3 min. total, 898.7 MB
transpire_herself v23 1707 games, 4279442 moves, e=0.010, loss: 8259.0, -, 1.9% elo% vs. supershibe, avg. reward: -1.642, 4.683 sec/game, 102.4 min. total, 900.2 MB
transpire_herself v23 1708 games, 4281709 moves, e=0.010, loss: 9017.2, -, 1.9% elo% vs. supershibe, avg. reward: -1.644, 4.654 sec/game, 102.4 min. total, 900.0 MB
transpire_herself v23 1709 games, 4284002 moves, e=0.010, loss: 9323.6, -, 1.9% elo% vs. supershibe, avg. reward: -1.648, 4.656 sec/game, 102.5 min. total, 899.7 MB
transpire_herself v23 1710 games, 4286213 moves, e=0.010, loss: 9224.7, -, 1.8% elo% vs. supershibe, avg. reward: -1.654, 4.642 sec/game, 102.6 min. total, 900.6 MB
transpire_herself v23 1711 games, 4288546 moves, e=0.010, loss: 8819.4, -, 1.8% elo% vs. supershibe, avg. reward: -1.657, 4.641 sec/game, 102.7 min. total, 899.5 MB
transpire_herself v23 1712 games, 4290892 moves, e=0.010, loss: 9294.2, -, 1.8% elo% vs. supershibe, avg. reward: -1.657, 4.632 sec/game, 102.7 min. total, 906.2 MB
transpire_herself v23 1713 games, 4293207 moves, e=0.010, loss: 9421.7, -, 1.8% elo% vs. supershibe, avg. reward: -1.658, 4.626 sec/game, 102.8 min. total, 901.9 MB
transpire_herself v23 1714 games, 4295446 moves, e=0.010, loss: 10258.5, -, 1.8% elo% vs. supershibe, avg. reward: -1.662, 4.617 sec/game, 102.9 min. total, 902.6 MB
transpire_herself v23 1715 games, 4297690 moves, e=0.010, loss: 10396.9, -, 1.8% elo% vs. supershibe, avg. reward: -1.664, 4.594 sec/game, 103.0 min. total, 901.9 MB
transpire_herself v23 1716 games, 4300111 moves, e=0.010, loss: 10594.9, -, 1.8% elo% vs. supershibe, avg. reward: -1.664, 4.594 sec/game, 103.0 min. total, 902.2 MB
transpire_herself v23 1717 games, 4302383 moves, e=0.010, loss: 10463.7, -, 1.8% elo% vs. supershibe, avg. reward: -1.668, 4.581 sec/game, 103.1 min. total, 902.9 MB
transpire_herself v23 1718 games, 4304700 moves, e=0.010, loss: 9948.3, -, 1.8% elo% vs. supershibe, avg. reward: -1.671, 4.584 sec/game, 103.2 min. total, 905.3 MB
transpire_herself v23 1719 games, 4307021 moves, e=0.010, loss: 10016.8, -, 1.8% elo% vs. supershibe, avg. reward: -1.671, 4.568 sec/game, 103.3 min. total, 912.6 MB
transpire_herself v23 1720 games, 4309370 moves, e=0.010, loss: 10599.6, -, 1.8% elo% vs. supershibe, avg. reward: -1.672, 4.568 sec/game, 103.3 min. total, 907.1 MB
transpire_herself v23 1721 games, 4311800 moves, e=0.010, loss: 10634.0, -, 1.8% elo% vs. supershibe, avg. reward: -1.672, 4.589 sec/game, 103.4 min. total, 908.1 MB
transpire_herself v23 1722 games, 4314229 moves, e=0.010, loss: 10700.5, -, 1.8% elo% vs. supershibe, avg. reward: -1.667, 4.596 sec/game, 103.5 min. total, 909.5 MB
transpire_herself v23 1723 games, 4316682 moves, e=0.010, loss: 12011.3, -, 1.8% elo% vs. supershibe, avg. reward: -1.666, 4.613 sec/game, 103.6 min. total, 910.5 MB
transpire_herself v23 1724 games, 4319062 moves, e=0.010, loss: 11681.7, -, 1.8% elo% vs. supershibe, avg. reward: -1.665, 4.598 sec/game, 103.7 min. total, 909.9 MB
transpire_herself v23 1725 games, 4321464 moves, e=0.010, loss: 11179.0, -, 1.8% elo% vs. supershibe, avg. reward: -1.663, 4.608 sec/game, 103.7 min. total, 910.8 MB
transpire_herself v23 1726 games, 4323964 moves, e=0.010, loss: 10715.6, -, 1.8% elo% vs. supershibe, avg. reward: -1.660, 4.617 sec/game, 103.8 min. total, 911.4 MB
transpire_herself v23 1727 games, 4326333 moves, e=0.010, loss: 11449.4, -, 1.7% elo% vs. supershibe, avg. reward: -1.658, 4.614 sec/game, 103.9 min. total, 909.6 MB
transpire_herself v23 1728 games, 4328658 moves, e=0.010, loss: 12563.3, -, 1.7% elo% vs. supershibe, avg. reward: -1.656, 4.631 sec/game, 104.0 min. total, 909.9 MB
transpire_herself v23 1729 games, 4330966 moves, e=0.010, loss: 13667.4, -, 1.7% elo% vs. supershibe, avg. reward: -1.654, 4.630 sec/game, 104.1 min. total, 914.2 MB
transpire_herself v23 1730 games, 4333337 moves, e=0.010, loss: 14119.7, -, 1.7% elo% vs. supershibe, avg. reward: -1.654, 4.644 sec/game, 104.1 min. total, 909.3 MB
transpire_herself v23 1731 games, 4335703 moves, e=0.010, loss: 13167.5, -, 1.7% elo% vs. supershibe, avg. reward: -1.653, 4.642 sec/game, 104.2 min. total, 909.3 MB
transpire_herself v23 1732 games, 4338054 moves, e=0.010, loss: 13467.3, -, 1.7% elo% vs. supershibe, avg. reward: -1.653, 4.651 sec/game, 104.3 min. total, 911.3 MB
transpire_herself v23 1733 games, 4340384 moves, e=0.010, loss: 12128.8, -, 1.7% elo% vs. supershibe, avg. reward: -1.653, 4.649 sec/game, 104.4 min. total, 912.7 MB
transpire_herself v23 1734 games, 4342726 moves, e=0.010, loss: 12326.3, -, 1.7% elo% vs. supershibe, avg. reward: -1.651, 4.650 sec/game, 104.4 min. total, 913.2 MB
transpire_herself v23 1735 games, 4345029 moves, e=0.010, loss: 14288.0, -, 1.7% elo% vs. supershibe, avg. reward: -1.650, 4.660 sec/game, 104.5 min. total, 913.6 MB
transpire_herself v23 1736 games, 4347421 moves, e=0.010, loss: 14455.0, -, 1.7% elo% vs. supershibe, avg. reward: -1.650, 4.658 sec/game, 104.6 min. total, 914.6 MB
transpire_herself v23 1737 games, 4349728 moves, e=0.010, loss: 15077.8, -, 1.7% elo% vs. supershibe, avg. reward: -1.650, 4.657 sec/game, 104.7 min. total, 915.4 MB
transpire_herself v23 1738 games, 4351958 moves, e=0.010, loss: 16186.2, -, 1.7% elo% vs. supershibe, avg. reward: -1.652, 4.644 sec/game, 104.7 min. total, 918.5 MB
transpire_herself v23 1739 games, 4354224 moves, e=0.010, loss: 15761.7, -, 1.7% elo% vs. supershibe, avg. reward: -1.654, 4.638 sec/game, 104.8 min. total, 913.1 MB
transpire_herself v23 1740 games, 4356537 moves, e=0.010, loss: 15408.9, -, 1.7% elo% vs. supershibe, avg. reward: -1.657, 4.637 sec/game, 104.9 min. total, 912.6 MB
transpire_herself v23 1741 games, 4358779 moves, e=0.010, loss: 18238.9, -, 1.7% elo% vs. supershibe, avg. reward: -1.659, 4.623 sec/game, 105.0 min. total, 912.8 MB
transpire_herself v23 1742 games, 4361134 moves, e=0.010, loss: 18501.3, -, 1.7% elo% vs. supershibe, avg. reward: -1.658, 4.635 sec/game, 105.1 min. total, 913.3 MB
transpire_herself v23 1743 games, 4363452 moves, e=0.010, loss: 18280.5, -, 1.7% elo% vs. supershibe, avg. reward: -1.658, 4.614 sec/game, 105.1 min. total, 919.4 MB
transpire_herself v23 1744 games, 4365797 moves, e=0.010, loss: 20486.0, -, 1.7% elo% vs. supershibe, avg. reward: -1.659, 4.612 sec/game, 105.2 min. total, 915.0 MB
transpire_herself v23 1745 games, 4368215 moves, e=0.010, loss: 18755.3, -, 1.7% elo% vs. supershibe, avg. reward: -1.659, 4.609 sec/game, 105.3 min. total, 918.0 MB
transpire_herself v23 1746 games, 4370593 moves, e=0.010, loss: 17427.2, -, 1.6% elo% vs. supershibe, avg. reward: -1.659, 4.613 sec/game, 105.4 min. total, 918.3 MB
transpire_herself v23 1747 games, 4372968 moves, e=0.010, loss: 17909.6, -, 1.6% elo% vs. supershibe, avg. reward: -1.656, 4.602 sec/game, 105.4 min. total, 917.1 MB
transpire_herself v23 1748 games, 4375367 moves, e=0.010, loss: 17882.7, -, 1.6% elo% vs. supershibe, avg. reward: -1.657, 4.612 sec/game, 105.5 min. total, 918.5 MB
transpire_herself v23 1749 games, 4377652 moves, e=0.010, loss: 19209.8, -, 1.6% elo% vs. supershibe, avg. reward: -1.659, 4.612 sec/game, 105.6 min. total, 917.6 MB
