slashed_kooky v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 305.0 MB
slashed_kooky v10 757 games, 695188 moves, e=0.312, loss: 6.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: -5.508, 3.088 sec/game, 28.9 min. total, 653.3 MB
slashed_kooky v10 758 games, 696648 moves, e=0.310, loss: 6.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: -5.489, 3.103 sec/game, 29.0 min. total, 653.4 MB
slashed_kooky v10 759 games, 697920 moves, e=0.309, loss: 7.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: -5.482, 3.134 sec/game, 29.0 min. total, 654.0 MB
slashed_kooky v10 760 games, 699079 moves, e=0.308, loss: 7.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -5.474, 3.135 sec/game, 29.1 min. total, 654.2 MB
slashed_kooky v10 761 games, 700278 moves, e=0.307, loss: 6.8, -, 9.0% elo% vs. random_no_suicide, avg. reward: -5.464, 3.107 sec/game, 29.1 min. total, 656.0 MB
slashed_kooky v10 762 games, 701583 moves, e=0.305, loss: 6.7, -, 8.9% elo% vs. random_no_suicide, avg. reward: -5.453, 3.111 sec/game, 29.2 min. total, 656.4 MB
slashed_kooky v10 763 games, 702755 moves, e=0.304, loss: 6.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: -5.443, 3.124 sec/game, 29.2 min. total, 656.7 MB
slashed_kooky v10 764 games, 703977 moves, e=0.303, loss: 6.3, -, 8.6% elo% vs. random_no_suicide, avg. reward: -5.438, 3.129 sec/game, 29.3 min. total, 657.0 MB
slashed_kooky v10 765 games, 705304 moves, e=0.302, loss: 6.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -5.430, 3.144 sec/game, 29.3 min. total, 657.0 MB
slashed_kooky v10 766 games, 706287 moves, e=0.301, loss: 6.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -5.432, 3.112 sec/game, 29.4 min. total, 657.1 MB
slashed_kooky v10 767 games, 707654 moves, e=0.299, loss: 6.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: -5.420, 3.155 sec/game, 29.4 min. total, 657.0 MB
slashed_kooky v10 768 games, 708901 moves, e=0.298, loss: 6.8, -, 8.1% elo% vs. random_no_suicide, avg. reward: -5.420, 3.172 sec/game, 29.5 min. total, 657.1 MB
slashed_kooky v10 769 games, 710170 moves, e=0.297, loss: 6.5, -, 8.0% elo% vs. random_no_suicide, avg. reward: -5.405, 3.185 sec/game, 29.6 min. total, 658.1 MB
slashed_kooky v10 770 games, 711234 moves, e=0.296, loss: 6.5, -, 7.9% elo% vs. random_no_suicide, avg. reward: -5.409, 3.155 sec/game, 29.6 min. total, 659.5 MB
slashed_kooky v10 771 games, 712421 moves, e=0.295, loss: 6.5, -, 7.8% elo% vs. random_no_suicide, avg. reward: -5.398, 3.146 sec/game, 29.7 min. total, 659.2 MB
slashed_kooky v10 772 games, 713603 moves, e=0.294, loss: 6.7, -, 7.7% elo% vs. random_no_suicide, avg. reward: -5.390, 3.150 sec/game, 29.7 min. total, 659.5 MB
slashed_kooky v10 773 games, 714978 moves, e=0.292, loss: 6.3, -, 7.6% elo% vs. random_no_suicide, avg. reward: -5.378, 3.163 sec/game, 29.8 min. total, 659.4 MB
slashed_kooky v10 774 games, 716138 moves, e=0.291, loss: 6.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: -5.376, 3.148 sec/game, 29.8 min. total, 659.1 MB
slashed_kooky v10 775 games, 717464 moves, e=0.290, loss: 6.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: -5.367, 3.172 sec/game, 29.9 min. total, 659.8 MB
slashed_kooky v10 776 games, 718566 moves, e=0.289, loss: 6.3, -, 7.3% elo% vs. random_no_suicide, avg. reward: -5.357, 3.161 sec/game, 29.9 min. total, 659.4 MB
slashed_kooky v10 777 games, 719954 moves, e=0.287, loss: 6.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.345, 3.198 sec/game, 30.0 min. total, 661.8 MB
slashed_kooky v10 778 games, 721131 moves, e=0.286, loss: 6.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.345, 3.175 sec/game, 30.0 min. total, 659.7 MB
slashed_kooky v10 779 games, 722264 moves, e=0.285, loss: 6.3, -, 7.1% elo% vs. random_no_suicide, avg. reward: -5.337, 3.158 sec/game, 30.1 min. total, 661.7 MB
slashed_kooky v10 780 games, 723531 moves, e=0.284, loss: 6.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -5.326, 3.173 sec/game, 30.1 min. total, 662.3 MB
slashed_kooky v10 781 games, 724773 moves, e=0.282, loss: 6.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: -5.316, 3.184 sec/game, 30.2 min. total, 662.2 MB
slashed_kooky v10 782 games, 725999 moves, e=0.281, loss: 6.4, -, 6.8% elo% vs. random_no_suicide, avg. reward: -5.313, 3.156 sec/game, 30.2 min. total, 662.2 MB
slashed_kooky v10 783 games, 727442 moves, e=0.280, loss: 6.3, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.308, 3.198 sec/game, 30.3 min. total, 662.5 MB
slashed_kooky v10 784 games, 728559 moves, e=0.279, loss: 6.2, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.312, 3.179 sec/game, 30.3 min. total, 664.1 MB
slashed_kooky v10 785 games, 729794 moves, e=0.278, loss: 6.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: -5.312, 3.172 sec/game, 30.4 min. total, 665.7 MB
slashed_kooky v10 786 games, 730985 moves, e=0.276, loss: 6.6, -, 6.5% elo% vs. random_no_suicide, avg. reward: -5.307, 3.205 sec/game, 30.5 min. total, 665.0 MB
slashed_kooky v10 787 games, 732224 moves, e=0.275, loss: 6.5, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.302, 3.192 sec/game, 30.5 min. total, 665.0 MB
slashed_kooky v10 788 games, 733455 moves, e=0.274, loss: 7.0, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.294, 3.193 sec/game, 30.6 min. total, 664.9 MB
slashed_kooky v10 789 games, 734754 moves, e=0.273, loss: 6.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: -5.278, 3.196 sec/game, 30.6 min. total, 665.0 MB
slashed_kooky v10 790 games, 736025 moves, e=0.271, loss: 6.6, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.267, 3.228 sec/game, 30.7 min. total, 665.3 MB
slashed_kooky v10 791 games, 737197 moves, e=0.270, loss: 6.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.262, 3.220 sec/game, 30.7 min. total, 665.3 MB
slashed_kooky v10 792 games, 738400 moves, e=0.269, loss: 6.9, -, 6.1% elo% vs. random_no_suicide, avg. reward: -5.256, 3.215 sec/game, 30.8 min. total, 666.5 MB
slashed_kooky v10 793 games, 739655 moves, e=0.268, loss: 6.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.237, 3.218 sec/game, 30.8 min. total, 668.2 MB
slashed_kooky v10 794 games, 740822 moves, e=0.267, loss: 6.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.235, 3.221 sec/game, 30.9 min. total, 669.2 MB
slashed_kooky v10 795 games, 741864 moves, e=0.266, loss: 7.1, -, 5.9% elo% vs. random_no_suicide, avg. reward: -5.240, 3.185 sec/game, 30.9 min. total, 668.3 MB
slashed_kooky v10 796 games, 743166 moves, e=0.264, loss: 6.8, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.229, 3.211 sec/game, 31.0 min. total, 668.4 MB
slashed_kooky v10 797 games, 744506 moves, e=0.263, loss: 7.3, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.225, 3.204 sec/game, 31.0 min. total, 668.3 MB
slashed_kooky v10 798 games, 745811 moves, e=0.262, loss: 7.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.219, 3.211 sec/game, 31.1 min. total, 668.4 MB
slashed_kooky v10 799 games, 747062 moves, e=0.260, loss: 6.9, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.213, 3.226 sec/game, 31.2 min. total, 668.6 MB
slashed_kooky v10 800 games, 748365 moves, e=0.259, loss: 6.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: -5.217, 3.226 sec/game, 31.2 min. total, 669.5 MB
slashed_kooky v11 801 games, 750201 moves, e=0.257, loss: 6.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: -5.191, 3.284 sec/game, 31.3 min. total, 670.8 MB
slashed_kooky v11 802 games, 751598 moves, e=0.256, loss: 6.5, -, 45.5% elo% vs. random_no_suicide, avg. reward: -5.182, 3.317 sec/game, 31.3 min. total, 671.6 MB
slashed_kooky v11 803 games, 752753 moves, e=0.255, loss: 6.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: -5.172, 3.273 sec/game, 31.4 min. total, 670.5 MB
slashed_kooky v11 804 games, 753977 moves, e=0.254, loss: 6.4, -, 41.5% elo% vs. random_no_suicide, avg. reward: -5.150, 3.303 sec/game, 31.4 min. total, 670.8 MB
slashed_kooky v11 805 games, 755347 moves, e=0.252, loss: 6.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: -5.133, 3.312 sec/game, 31.5 min. total, 671.7 MB
slashed_kooky v11 806 games, 756700 moves, e=0.251, loss: 6.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: -5.118, 3.322 sec/game, 31.6 min. total, 671.5 MB
slashed_kooky v11 807 games, 757811 moves, e=0.250, loss: 6.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: -5.131, 3.308 sec/game, 31.6 min. total, 671.8 MB
slashed_kooky v11 808 games, 759157 moves, e=0.248, loss: 6.1, -, 34.8% elo% vs. random_no_suicide, avg. reward: -5.115, 3.310 sec/game, 31.7 min. total, 672.5 MB
slashed_kooky v11 809 games, 760342 moves, e=0.247, loss: 6.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: -5.119, 3.310 sec/game, 31.7 min. total, 672.1 MB
slashed_kooky v11 810 games, 761515 moves, e=0.246, loss: 6.7, -, 32.0% elo% vs. random_no_suicide, avg. reward: -5.118, 3.295 sec/game, 31.8 min. total, 675.2 MB
slashed_kooky v11 811 games, 762526 moves, e=0.245, loss: 6.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: -5.120, 3.302 sec/game, 31.8 min. total, 674.3 MB
slashed_kooky v11 812 games, 763785 moves, e=0.244, loss: 7.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: -5.111, 3.316 sec/game, 31.9 min. total, 674.3 MB
slashed_kooky v11 813 games, 764892 moves, e=0.243, loss: 7.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: -5.107, 3.295 sec/game, 31.9 min. total, 675.2 MB
slashed_kooky v11 814 games, 766141 moves, e=0.242, loss: 7.4, -, 27.3% elo% vs. random_no_suicide, avg. reward: -5.111, 3.309 sec/game, 32.0 min. total, 674.5 MB
slashed_kooky v11 815 games, 767234 moves, e=0.240, loss: 7.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: -5.109, 3.321 sec/game, 32.0 min. total, 675.6 MB
slashed_kooky v11 816 games, 768365 moves, e=0.239, loss: 7.9, -, 25.4% elo% vs. random_no_suicide, avg. reward: -5.103, 3.293 sec/game, 32.1 min. total, 676.4 MB
slashed_kooky v11 817 games, 769508 moves, e=0.238, loss: 8.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: -5.110, 3.268 sec/game, 32.1 min. total, 678.0 MB
slashed_kooky v11 818 games, 770938 moves, e=0.237, loss: 7.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -5.097, 3.290 sec/game, 32.2 min. total, 677.4 MB
slashed_kooky v11 819 games, 772169 moves, e=0.236, loss: 7.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: -5.096, 3.291 sec/game, 32.3 min. total, 677.4 MB
slashed_kooky v11 820 games, 773828 moves, e=0.234, loss: 7.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: -5.079, 3.334 sec/game, 32.3 min. total, 677.5 MB
slashed_kooky v11 821 games, 775135 moves, e=0.233, loss: 6.8, -, 21.5% elo% vs. random_no_suicide, avg. reward: -5.078, 3.276 sec/game, 32.4 min. total, 678.1 MB
slashed_kooky v11 822 games, 776609 moves, e=0.231, loss: 6.8, -, 20.8% elo% vs. random_no_suicide, avg. reward: -5.065, 3.283 sec/game, 32.4 min. total, 678.6 MB
slashed_kooky v11 823 games, 778216 moves, e=0.230, loss: 6.4, -, 20.2% elo% vs. random_no_suicide, avg. reward: -5.027, 3.330 sec/game, 32.5 min. total, 679.0 MB
slashed_kooky v11 824 games, 779606 moves, e=0.228, loss: 6.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: -5.013, 3.342 sec/game, 32.6 min. total, 678.9 MB
slashed_kooky v11 825 games, 781001 moves, e=0.227, loss: 6.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: -4.998, 3.353 sec/game, 32.6 min. total, 679.2 MB
slashed_kooky v11 826 games, 782489 moves, e=0.225, loss: 5.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: -4.981, 3.376 sec/game, 32.7 min. total, 679.7 MB
slashed_kooky v11 827 games, 783769 moves, e=0.224, loss: 5.9, -, 18.0% elo% vs. random_no_suicide, avg. reward: -4.967, 3.388 sec/game, 32.7 min. total, 679.9 MB
slashed_kooky v11 828 games, 785037 moves, e=0.223, loss: 6.4, -, 17.5% elo% vs. random_no_suicide, avg. reward: -4.954, 3.383 sec/game, 32.8 min. total, 680.3 MB
slashed_kooky v11 829 games, 786281 moves, e=0.222, loss: 6.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: -4.950, 3.367 sec/game, 32.8 min. total, 680.7 MB
slashed_kooky v11 830 games, 787711 moves, e=0.220, loss: 6.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: -4.955, 3.394 sec/game, 32.9 min. total, 681.2 MB
slashed_kooky v11 831 games, 789042 moves, e=0.219, loss: 6.9, -, 16.2% elo% vs. random_no_suicide, avg. reward: -4.943, 3.413 sec/game, 33.0 min. total, 683.9 MB
slashed_kooky v11 832 games, 790382 moves, e=0.218, loss: 7.1, -, 15.8% elo% vs. random_no_suicide, avg. reward: -4.941, 3.408 sec/game, 33.0 min. total, 681.4 MB
slashed_kooky v11 833 games, 791608 moves, e=0.216, loss: 7.2, -, 15.4% elo% vs. random_no_suicide, avg. reward: -4.935, 3.426 sec/game, 33.1 min. total, 683.3 MB
slashed_kooky v11 834 games, 792854 moves, e=0.215, loss: 7.3, -, 15.1% elo% vs. random_no_suicide, avg. reward: -4.933, 3.421 sec/game, 33.1 min. total, 683.5 MB
slashed_kooky v11 835 games, 794325 moves, e=0.214, loss: 7.3, -, 14.7% elo% vs. random_no_suicide, avg. reward: -4.917, 3.448 sec/game, 33.2 min. total, 682.8 MB
slashed_kooky v11 836 games, 795460 moves, e=0.212, loss: 7.3, -, 14.4% elo% vs. random_no_suicide, avg. reward: -4.916, 3.461 sec/game, 33.2 min. total, 683.6 MB
slashed_kooky v11 837 games, 796629 moves, e=0.211, loss: 7.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: -4.917, 3.455 sec/game, 33.3 min. total, 684.5 MB
slashed_kooky v11 838 games, 797988 moves, e=0.210, loss: 7.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: -4.908, 3.449 sec/game, 33.3 min. total, 684.8 MB
slashed_kooky v11 839 games, 799439 moves, e=0.209, loss: 7.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: -4.889, 3.458 sec/game, 33.4 min. total, 685.8 MB
slashed_kooky v11 840 games, 800791 moves, e=0.207, loss: 7.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: -4.878, 3.432 sec/game, 33.5 min. total, 684.7 MB
slashed_kooky v11 841 games, 801904 moves, e=0.206, loss: 7.1, -, 12.9% elo% vs. random_no_suicide, avg. reward: -4.895, 3.413 sec/game, 33.5 min. total, 686.6 MB
slashed_kooky v11 842 games, 803367 moves, e=0.205, loss: 6.8, -, 12.6% elo% vs. random_no_suicide, avg. reward: -4.886, 3.415 sec/game, 33.6 min. total, 687.8 MB
slashed_kooky v11 843 games, 804632 moves, e=0.203, loss: 7.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: -4.876, 3.382 sec/game, 33.6 min. total, 686.7 MB
slashed_kooky v11 844 games, 805866 moves, e=0.202, loss: 6.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: -4.867, 3.358 sec/game, 33.7 min. total, 686.3 MB
slashed_kooky v11 845 games, 807165 moves, e=0.201, loss: 6.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: -4.861, 3.334 sec/game, 33.7 min. total, 687.3 MB
slashed_kooky v11 846 games, 808610 moves, e=0.199, loss: 6.2, -, 11.7% elo% vs. random_no_suicide, avg. reward: -4.854, 3.338 sec/game, 33.8 min. total, 687.6 MB
slashed_kooky v11 847 games, 809804 moves, e=0.198, loss: 6.4, -, 11.4% elo% vs. random_no_suicide, avg. reward: -4.841, 3.325 sec/game, 33.9 min. total, 688.7 MB
slashed_kooky v11 848 games, 811025 moves, e=0.197, loss: 6.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: -4.827, 3.332 sec/game, 33.9 min. total, 688.2 MB
slashed_kooky v11 849 games, 812311 moves, e=0.196, loss: 6.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -4.825, 3.348 sec/game, 34.0 min. total, 689.0 MB
slashed_kooky v11 850 games, 813563 moves, e=0.195, loss: 6.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -4.824, 3.317 sec/game, 34.0 min. total, 688.5 MB
slashed_kooky v11 851 games, 814619 moves, e=0.194, loss: 6.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: -4.835, 3.290 sec/game, 34.1 min. total, 688.6 MB
slashed_kooky v11 852 games, 815903 moves, e=0.192, loss: 6.8, -, 10.4% elo% vs. random_no_suicide, avg. reward: -4.832, 3.287 sec/game, 34.1 min. total, 689.4 MB
slashed_kooky v11 853 games, 817034 moves, e=0.191, loss: 7.0, -, 10.3% elo% vs. random_no_suicide, avg. reward: -4.834, 3.276 sec/game, 34.2 min. total, 690.7 MB
slashed_kooky v11 854 games, 818185 moves, e=0.190, loss: 7.0, -, 10.1% elo% vs. random_no_suicide, avg. reward: -4.836, 3.258 sec/game, 34.2 min. total, 689.7 MB
slashed_kooky v11 855 games, 819442 moves, e=0.189, loss: 7.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: -4.833, 3.238 sec/game, 34.3 min. total, 692.1 MB
slashed_kooky v11 856 games, 820872 moves, e=0.187, loss: 7.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: -4.811, 3.283 sec/game, 34.3 min. total, 691.5 MB
slashed_kooky v11 857 games, 822354 moves, e=0.186, loss: 6.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: -4.790, 3.317 sec/game, 34.4 min. total, 691.7 MB
slashed_kooky v11 858 games, 823622 moves, e=0.185, loss: 7.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: -4.787, 3.308 sec/game, 34.4 min. total, 691.9 MB
slashed_kooky v11 859 games, 825131 moves, e=0.183, loss: 7.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: -4.776, 3.322 sec/game, 34.5 min. total, 691.7 MB
slashed_kooky v11 860 games, 826565 moves, e=0.182, loss: 6.9, -, 9.2% elo% vs. random_no_suicide, avg. reward: -4.765, 3.322 sec/game, 34.6 min. total, 691.8 MB
slashed_kooky v11 861 games, 828185 moves, e=0.180, loss: 6.8, -, 9.0% elo% vs. random_no_suicide, avg. reward: -4.747, 3.385 sec/game, 34.6 min. total, 692.3 MB
slashed_kooky v11 862 games, 829702 moves, e=0.179, loss: 6.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: -4.740, 3.386 sec/game, 34.7 min. total, 695.0 MB
slashed_kooky v11 863 games, 831152 moves, e=0.177, loss: 6.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: -4.721, 3.408 sec/game, 34.8 min. total, 694.9 MB
slashed_kooky v11 864 games, 832698 moves, e=0.176, loss: 6.4, -, 8.6% elo% vs. random_no_suicide, avg. reward: -4.706, 3.445 sec/game, 34.8 min. total, 694.9 MB
slashed_kooky v11 865 games, 833893 moves, e=0.174, loss: 6.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: -4.714, 3.434 sec/game, 34.9 min. total, 694.9 MB
slashed_kooky v11 866 games, 835323 moves, e=0.173, loss: 6.7, -, 8.4% elo% vs. random_no_suicide, avg. reward: -4.692, 3.418 sec/game, 34.9 min. total, 694.9 MB
slashed_kooky v11 867 games, 836550 moves, e=0.172, loss: 6.7, -, 8.3% elo% vs. random_no_suicide, avg. reward: -4.694, 3.433 sec/game, 35.0 min. total, 694.5 MB
slashed_kooky v11 868 games, 837883 moves, e=0.170, loss: 6.9, -, 8.1% elo% vs. random_no_suicide, avg. reward: -4.681, 3.427 sec/game, 35.0 min. total, 695.6 MB
slashed_kooky v11 869 games, 839233 moves, e=0.169, loss: 7.0, -, 8.0% elo% vs. random_no_suicide, avg. reward: -4.674, 3.438 sec/game, 35.1 min. total, 696.5 MB
slashed_kooky v11 870 games, 840506 moves, e=0.168, loss: 7.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: -4.661, 3.455 sec/game, 35.2 min. total, 698.1 MB
slashed_kooky v11 871 games, 841710 moves, e=0.167, loss: 7.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: -4.656, 3.467 sec/game, 35.2 min. total, 697.8 MB
slashed_kooky v11 872 games, 842778 moves, e=0.166, loss: 8.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: -4.663, 3.454 sec/game, 35.3 min. total, 697.8 MB
slashed_kooky v11 873 games, 843959 moves, e=0.164, loss: 8.0, -, 7.6% elo% vs. random_no_suicide, avg. reward: -4.674, 3.454 sec/game, 35.3 min. total, 698.0 MB
slashed_kooky v11 874 games, 845106 moves, e=0.163, loss: 8.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: -4.670, 3.455 sec/game, 35.4 min. total, 698.8 MB
slashed_kooky v11 875 games, 846738 moves, e=0.162, loss: 8.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: -4.658, 3.504 sec/game, 35.4 min. total, 699.0 MB
slashed_kooky v11 876 games, 848232 moves, e=0.160, loss: 7.8, -, 7.3% elo% vs. random_no_suicide, avg. reward: -4.641, 3.484 sec/game, 35.5 min. total, 699.3 MB
slashed_kooky v11 877 games, 849429 moves, e=0.159, loss: 8.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -4.643, 3.465 sec/game, 35.5 min. total, 700.0 MB
slashed_kooky v11 878 games, 850872 moves, e=0.158, loss: 7.5, -, 7.2% elo% vs. random_no_suicide, avg. reward: -4.625, 3.472 sec/game, 35.6 min. total, 698.9 MB
slashed_kooky v11 879 games, 852138 moves, e=0.156, loss: 7.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: -4.618, 3.446 sec/game, 35.7 min. total, 701.0 MB
slashed_kooky v11 880 games, 853337 moves, e=0.155, loss: 7.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -4.620, 3.418 sec/game, 35.7 min. total, 701.4 MB
slashed_kooky v11 881 games, 854751 moves, e=0.154, loss: 6.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: -4.612, 3.387 sec/game, 35.8 min. total, 700.9 MB
slashed_kooky v11 882 games, 856204 moves, e=0.152, loss: 7.2, -, 6.8% elo% vs. random_no_suicide, avg. reward: -4.603, 3.386 sec/game, 35.8 min. total, 702.3 MB
slashed_kooky v11 883 games, 857707 moves, e=0.151, loss: 7.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: -4.597, 3.379 sec/game, 35.9 min. total, 701.5 MB
slashed_kooky v11 884 games, 859160 moves, e=0.149, loss: 6.8, -, 6.7% elo% vs. random_no_suicide, avg. reward: -4.579, 3.380 sec/game, 36.0 min. total, 702.1 MB
slashed_kooky v11 885 games, 860465 moves, e=0.148, loss: 6.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: -4.573, 3.391 sec/game, 36.0 min. total, 702.3 MB
slashed_kooky v11 886 games, 861816 moves, e=0.147, loss: 6.6, -, 6.5% elo% vs. random_no_suicide, avg. reward: -4.567, 3.381 sec/game, 36.1 min. total, 703.3 MB
