sinless_impurity v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.5 MB
sinless_impurity v12 971 games, 1038132 moves, e=0.010, loss: 83962.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: 54.006, 4.950 sec/game, 50.3 min. total, 795.9 MB
sinless_impurity v12 972 games, 1039585 moves, e=0.010, loss: 73608.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: 54.002, 4.924 sec/game, 50.4 min. total, 795.2 MB
sinless_impurity v12 973 games, 1041107 moves, e=0.010, loss: 80660.9, -, 10.6% elo% vs. random_no_suicide, avg. reward: 54.270, 4.903 sec/game, 50.5 min. total, 795.1 MB
sinless_impurity v12 974 games, 1042755 moves, e=0.010, loss: 81129.5, +, 12.2% elo% vs. random_no_suicide, avg. reward: 54.242, 4.935 sec/game, 50.5 min. total, 794.8 MB
sinless_impurity v12 975 games, 1044271 moves, e=0.010, loss: 82185.6, -, 12.0% elo% vs. random_no_suicide, avg. reward: 54.416, 4.938 sec/game, 50.6 min. total, 795.1 MB
sinless_impurity v12 976 games, 1045739 moves, e=0.010, loss: 89076.1, -, 11.8% elo% vs. random_no_suicide, avg. reward: 54.341, 4.896 sec/game, 50.7 min. total, 794.2 MB
sinless_impurity v12 977 games, 1047171 moves, e=0.010, loss: 82608.9, -, 11.5% elo% vs. random_no_suicide, avg. reward: 54.345, 4.875 sec/game, 50.8 min. total, 795.9 MB
sinless_impurity v12 978 games, 1048529 moves, e=0.010, loss: 79568.9, -, 11.3% elo% vs. random_no_suicide, avg. reward: 54.593, 4.829 sec/game, 50.8 min. total, 797.2 MB
sinless_impurity v12 979 games, 1050099 moves, e=0.010, loss: 73760.1, +, 13.1% elo% vs. random_no_suicide, avg. reward: 53.961, 4.799 sec/game, 50.9 min. total, 797.4 MB
sinless_impurity v12 980 games, 1051687 moves, e=0.010, loss: 68477.6, -, 12.8% elo% vs. random_no_suicide, avg. reward: 53.797, 4.805 sec/game, 51.0 min. total, 797.4 MB
sinless_impurity v12 981 games, 1053369 moves, e=0.010, loss: 61419.1, -, 12.5% elo% vs. random_no_suicide, avg. reward: 53.885, 4.794 sec/game, 51.1 min. total, 798.4 MB
sinless_impurity v12 982 games, 1055436 moves, e=0.010, loss: 64250.5, -, 12.3% elo% vs. random_no_suicide, avg. reward: 54.127, 4.820 sec/game, 51.2 min. total, 801.9 MB
sinless_impurity v12 983 games, 1057655 moves, e=0.010, loss: 58078.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: 54.817, 4.900 sec/game, 51.3 min. total, 804.6 MB
sinless_impurity v12 984 games, 1060437 moves, e=0.010, loss: 60857.2, +, 13.9% elo% vs. random_no_suicide, avg. reward: 54.611, 5.052 sec/game, 51.4 min. total, 813.3 MB
sinless_impurity v12 985 games, 1062475 moves, e=0.010, loss: 65371.1, -, 13.6% elo% vs. random_no_suicide, avg. reward: 55.309, 5.080 sec/game, 51.5 min. total, 816.1 MB
sinless_impurity v12 986 games, 1064058 moves, e=0.010, loss: 69601.0, -, 13.3% elo% vs. random_no_suicide, avg. reward: 55.300, 5.049 sec/game, 51.6 min. total, 815.5 MB
sinless_impurity v12 987 games, 1065937 moves, e=0.010, loss: 66316.9, -, 13.0% elo% vs. random_no_suicide, avg. reward: 54.742, 5.094 sec/game, 51.7 min. total, 812.7 MB
sinless_impurity v12 988 games, 1067918 moves, e=0.010, loss: 52743.8, -, 12.7% elo% vs. random_no_suicide, avg. reward: 54.778, 5.134 sec/game, 51.8 min. total, 812.1 MB
sinless_impurity v12 989 games, 1069829 moves, e=0.010, loss: 53062.6, +, 14.6% elo% vs. random_no_suicide, avg. reward: 54.983, 5.153 sec/game, 51.9 min. total, 809.1 MB
sinless_impurity v12 990 games, 1072288 moves, e=0.010, loss: 60867.1, -, 14.3% elo% vs. random_no_suicide, avg. reward: 54.970, 5.252 sec/game, 52.0 min. total, 808.6 MB
sinless_impurity v12 991 games, 1075131 moves, e=0.010, loss: 57835.8, -, 14.0% elo% vs. random_no_suicide, avg. reward: 55.143, 5.403 sec/game, 52.1 min. total, 815.5 MB
sinless_impurity v12 992 games, 1077184 moves, e=0.010, loss: 59773.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 55.001, 5.477 sec/game, 52.2 min. total, 817.0 MB
sinless_impurity v12 993 games, 1078580 moves, e=0.010, loss: 66761.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: 55.651, 5.458 sec/game, 52.3 min. total, 815.9 MB
sinless_impurity v12 994 games, 1079780 moves, e=0.010, loss: 76182.8, -, 13.1% elo% vs. random_no_suicide, avg. reward: 55.161, 5.396 sec/game, 52.3 min. total, 815.9 MB
sinless_impurity v12 995 games, 1080762 moves, e=0.010, loss: 71068.2, -, 12.8% elo% vs. random_no_suicide, avg. reward: 55.754, 5.330 sec/game, 52.4 min. total, 815.8 MB
sinless_impurity v12 996 games, 1083249 moves, e=0.010, loss: 64412.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 55.859, 5.473 sec/game, 52.5 min. total, 816.8 MB
sinless_impurity v12 997 games, 1085069 moves, e=0.010, loss: 67601.7, -, 12.3% elo% vs. random_no_suicide, avg. reward: 55.880, 5.536 sec/game, 52.6 min. total, 811.7 MB
sinless_impurity v12 998 games, 1086945 moves, e=0.010, loss: 62666.2, +, 14.2% elo% vs. random_no_suicide, avg. reward: 56.025, 5.599 sec/game, 52.7 min. total, 809.3 MB
sinless_impurity v12 999 games, 1089631 moves, e=0.010, loss: 51028.9, -, 13.8% elo% vs. random_no_suicide, avg. reward: 56.047, 5.750 sec/game, 52.8 min. total, 815.0 MB
sinless_impurity v12 1000 games, 1091771 moves, e=0.010, loss: 49737.4, -, 13.5% elo% vs. random_no_suicide, avg. reward: 56.072, 5.822 sec/game, 52.9 min. total, 817.3 MB
sinless_impurity v13 1001 games, 1093051 moves, e=0.010, loss: 65607.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 55.626, 5.779 sec/game, 53.0 min. total, 815.4 MB
sinless_impurity v13 1002 games, 1094473 moves, e=0.010, loss: 58669.9, -, 45.5% elo% vs. random_no_suicide, avg. reward: 55.608, 5.709 sec/game, 53.1 min. total, 816.5 MB
sinless_impurity v13 1003 games, 1095610 moves, e=0.010, loss: 58522.1, -, 43.4% elo% vs. random_no_suicide, avg. reward: 55.499, 5.579 sec/game, 53.1 min. total, 816.6 MB
sinless_impurity v13 1004 games, 1096926 moves, e=0.010, loss: 69177.4, -, 41.5% elo% vs. random_no_suicide, avg. reward: 55.488, 5.383 sec/game, 53.2 min. total, 816.4 MB
sinless_impurity v13 1005 games, 1098907 moves, e=0.010, loss: 60638.7, +, 44.1% elo% vs. random_no_suicide, avg. reward: 56.205, 5.376 sec/game, 53.3 min. total, 814.2 MB
sinless_impurity v13 1006 games, 1100431 moves, e=0.010, loss: 62658.7, ., 44.4% elo% vs. random_no_suicide, avg. reward: 56.259, 5.377 sec/game, 53.4 min. total, 811.9 MB
sinless_impurity v13 1007 games, 1102500 moves, e=0.010, loss: 59813.3, +, 46.9% elo% vs. random_no_suicide, avg. reward: 57.040, 5.399 sec/game, 53.5 min. total, 811.8 MB
sinless_impurity v13 1008 games, 1104804 moves, e=0.010, loss: 56274.3, -, 44.8% elo% vs. random_no_suicide, avg. reward: 57.269, 5.493 sec/game, 53.6 min. total, 815.6 MB
sinless_impurity v13 1009 games, 1106629 moves, e=0.010, loss: 67853.0, -, 42.8% elo% vs. random_no_suicide, avg. reward: 57.189, 5.488 sec/game, 53.7 min. total, 816.4 MB
sinless_impurity v13 1010 games, 1108002 moves, e=0.010, loss: 78511.7, -, 40.8% elo% vs. random_no_suicide, avg. reward: 57.062, 5.362 sec/game, 53.8 min. total, 815.8 MB
sinless_impurity v13 1011 games, 1109273 moves, e=0.010, loss: 84329.1, -, 39.0% elo% vs. random_no_suicide, avg. reward: 57.192, 5.156 sec/game, 53.8 min. total, 815.2 MB
sinless_impurity v13 1012 games, 1110438 moves, e=0.010, loss: 76404.1, -, 37.3% elo% vs. random_no_suicide, avg. reward: 57.004, 5.026 sec/game, 53.9 min. total, 814.9 MB
sinless_impurity v13 1013 games, 1112969 moves, e=0.010, loss: 66239.9, +, 40.1% elo% vs. random_no_suicide, avg. reward: 56.987, 5.135 sec/game, 54.0 min. total, 818.3 MB
sinless_impurity v13 1014 games, 1115481 moves, e=0.010, loss: 58326.9, ., 40.5% elo% vs. random_no_suicide, avg. reward: 57.109, 5.252 sec/game, 54.1 min. total, 821.8 MB
sinless_impurity v13 1015 games, 1118079 moves, e=0.010, loss: 57459.8, -, 38.7% elo% vs. random_no_suicide, avg. reward: 57.256, 5.413 sec/game, 54.2 min. total, 828.3 MB
sinless_impurity v13 1016 games, 1120331 moves, e=0.010, loss: 62585.5, -, 37.1% elo% vs. random_no_suicide, avg. reward: 57.198, 5.349 sec/game, 54.3 min. total, 831.2 MB
sinless_impurity v13 1017 games, 1121701 moves, e=0.010, loss: 64045.7, -, 35.5% elo% vs. random_no_suicide, avg. reward: 57.170, 5.250 sec/game, 54.4 min. total, 830.0 MB
sinless_impurity v13 1018 games, 1122969 moves, e=0.010, loss: 66152.8, -, 34.0% elo% vs. random_no_suicide, avg. reward: 56.498, 5.161 sec/game, 54.4 min. total, 826.5 MB
sinless_impurity v13 1019 games, 1124486 moves, e=0.010, loss: 58821.5, -, 32.6% elo% vs. random_no_suicide, avg. reward: 56.589, 4.983 sec/game, 54.5 min. total, 825.3 MB
sinless_impurity v13 1020 games, 1126069 moves, e=0.010, loss: 58149.7, -, 31.3% elo% vs. random_no_suicide, avg. reward: 56.004, 4.871 sec/game, 54.6 min. total, 822.4 MB
sinless_impurity v13 1021 games, 1128315 moves, e=0.010, loss: 49242.6, -, 30.1% elo% vs. random_no_suicide, avg. reward: 56.139, 4.944 sec/game, 54.6 min. total, 821.5 MB
sinless_impurity v13 1022 games, 1130824 moves, e=0.010, loss: 48343.7, +, 32.8% elo% vs. random_no_suicide, avg. reward: 56.352, 5.040 sec/game, 54.7 min. total, 824.9 MB
sinless_impurity v13 1023 games, 1133081 moves, e=0.010, loss: 42770.5, +, 35.6% elo% vs. random_no_suicide, avg. reward: 56.381, 5.146 sec/game, 54.8 min. total, 828.1 MB
sinless_impurity v13 1024 games, 1134685 moves, e=0.010, loss: 53793.9, -, 34.1% elo% vs. random_no_suicide, avg. reward: 56.369, 5.150 sec/game, 54.9 min. total, 828.2 MB
sinless_impurity v13 1025 games, 1136060 moves, e=0.010, loss: 59118.3, -, 32.7% elo% vs. random_no_suicide, avg. reward: 56.324, 5.043 sec/game, 55.0 min. total, 828.1 MB
sinless_impurity v13 1026 games, 1137653 moves, e=0.010, loss: 65634.9, -, 31.4% elo% vs. random_no_suicide, avg. reward: 56.308, 5.013 sec/game, 55.0 min. total, 826.3 MB
sinless_impurity v13 1027 games, 1139842 moves, e=0.010, loss: 65491.7, -, 30.2% elo% vs. random_no_suicide, avg. reward: 56.189, 4.996 sec/game, 55.1 min. total, 827.7 MB
sinless_impurity v13 1028 games, 1141569 moves, e=0.010, loss: 72157.4, -, 29.0% elo% vs. random_no_suicide, avg. reward: 55.921, 4.820 sec/game, 55.2 min. total, 824.7 MB
sinless_impurity v13 1029 games, 1143540 moves, e=0.010, loss: 69903.1, -, 27.9% elo% vs. random_no_suicide, avg. reward: 55.484, 4.792 sec/game, 55.3 min. total, 821.9 MB
sinless_impurity v13 1030 games, 1145846 moves, e=0.010, loss: 47012.0, -, 26.9% elo% vs. random_no_suicide, avg. reward: 56.102, 4.861 sec/game, 55.4 min. total, 825.0 MB
sinless_impurity v13 1031 games, 1148346 moves, e=0.010, loss: 42940.0, -, 26.0% elo% vs. random_no_suicide, avg. reward: 56.075, 4.987 sec/game, 55.5 min. total, 830.4 MB
sinless_impurity v13 1032 games, 1150776 moves, e=0.010, loss: 44948.5, -, 25.0% elo% vs. random_no_suicide, avg. reward: 55.481, 5.125 sec/game, 55.6 min. total, 834.9 MB
sinless_impurity v13 1033 games, 1153063 moves, e=0.010, loss: 35906.0, -, 24.2% elo% vs. random_no_suicide, avg. reward: 55.280, 5.100 sec/game, 55.7 min. total, 837.8 MB
sinless_impurity v13 1034 games, 1155516 moves, e=0.010, loss: 47043.6, -, 23.4% elo% vs. random_no_suicide, avg. reward: 55.172, 5.101 sec/game, 55.8 min. total, 838.7 MB
sinless_impurity v13 1035 games, 1158145 moves, e=0.010, loss: 44565.5, +, 26.0% elo% vs. random_no_suicide, avg. reward: 55.825, 5.106 sec/game, 55.9 min. total, 839.3 MB
sinless_impurity v13 1036 games, 1160265 moves, e=0.010, loss: 48187.3, +, 28.7% elo% vs. random_no_suicide, avg. reward: 55.695, 5.075 sec/game, 56.0 min. total, 836.5 MB
sinless_impurity v13 1037 games, 1162452 moves, e=0.010, loss: 51950.2, -, 27.6% elo% vs. random_no_suicide, avg. reward: 55.563, 5.158 sec/game, 56.1 min. total, 835.9 MB
sinless_impurity v13 1038 games, 1164645 moves, e=0.010, loss: 58192.8, -, 26.6% elo% vs. random_no_suicide, avg. reward: 55.408, 5.268 sec/game, 56.2 min. total, 835.5 MB
sinless_impurity v13 1039 games, 1166278 moves, e=0.010, loss: 57862.1, -, 25.7% elo% vs. random_no_suicide, avg. reward: 54.742, 5.284 sec/game, 56.2 min. total, 833.7 MB
sinless_impurity v13 1040 games, 1168337 moves, e=0.010, loss: 58408.2, -, 24.8% elo% vs. random_no_suicide, avg. reward: 54.701, 5.344 sec/game, 56.3 min. total, 829.2 MB
sinless_impurity v13 1041 games, 1170400 moves, e=0.010, loss: 48574.2, ., 25.7% elo% vs. random_no_suicide, avg. reward: 54.736, 5.339 sec/game, 56.4 min. total, 830.0 MB
sinless_impurity v13 1042 games, 1172185 moves, e=0.010, loss: 56527.8, -, 24.8% elo% vs. random_no_suicide, avg. reward: 54.032, 5.253 sec/game, 56.5 min. total, 828.2 MB
sinless_impurity v13 1043 games, 1173750 moves, e=0.010, loss: 46837.6, +, 27.5% elo% vs. random_no_suicide, avg. reward: 53.728, 5.168 sec/game, 56.6 min. total, 829.4 MB
sinless_impurity v13 1044 games, 1176335 moves, e=0.010, loss: 37526.4, +, 30.2% elo% vs. random_no_suicide, avg. reward: 53.050, 5.299 sec/game, 56.7 min. total, 834.4 MB
sinless_impurity v13 1045 games, 1178884 moves, e=0.010, loss: 34553.3, +, 33.0% elo% vs. random_no_suicide, avg. reward: 52.917, 5.428 sec/game, 56.8 min. total, 839.0 MB
sinless_impurity v13 1046 games, 1181500 moves, e=0.010, loss: 31305.5, +, 35.8% elo% vs. random_no_suicide, avg. reward: 52.833, 5.542 sec/game, 56.9 min. total, 843.4 MB
sinless_impurity v13 1047 games, 1183947 moves, e=0.010, loss: 40253.7, -, 34.3% elo% vs. random_no_suicide, avg. reward: 52.846, 5.557 sec/game, 57.0 min. total, 848.5 MB
sinless_impurity v13 1048 games, 1185629 moves, e=0.010, loss: 45910.8, -, 32.8% elo% vs. random_no_suicide, avg. reward: 52.593, 5.558 sec/game, 57.1 min. total, 846.3 MB
sinless_impurity v13 1049 games, 1187350 moves, e=0.010, loss: 59153.4, -, 31.5% elo% vs. random_no_suicide, avg. reward: 53.167, 5.543 sec/game, 57.1 min. total, 843.7 MB
sinless_impurity v13 1050 games, 1189155 moves, e=0.010, loss: 57948.0, -, 30.3% elo% vs. random_no_suicide, avg. reward: 53.126, 5.489 sec/game, 57.2 min. total, 839.4 MB
sinless_impurity v13 1051 games, 1191579 moves, e=0.010, loss: 66571.5, -, 29.1% elo% vs. random_no_suicide, avg. reward: 53.133, 5.515 sec/game, 57.3 min. total, 839.2 MB
sinless_impurity v13 1052 games, 1193850 moves, e=0.010, loss: 52476.5, +, 31.9% elo% vs. random_no_suicide, avg. reward: 53.045, 5.508 sec/game, 57.4 min. total, 837.0 MB
sinless_impurity v13 1053 games, 1195669 moves, e=0.010, loss: 47817.3, ., 32.6% elo% vs. random_no_suicide, avg. reward: 53.709, 5.480 sec/game, 57.5 min. total, 837.5 MB
sinless_impurity v13 1054 games, 1197841 moves, e=0.010, loss: 47532.9, +, 35.4% elo% vs. random_no_suicide, avg. reward: 53.664, 5.483 sec/game, 57.6 min. total, 840.2 MB
sinless_impurity v13 1055 games, 1200121 moves, e=0.010, loss: 45655.4, -, 33.9% elo% vs. random_no_suicide, avg. reward: 53.577, 5.456 sec/game, 57.7 min. total, 841.6 MB
sinless_impurity v13 1056 games, 1202171 moves, e=0.010, loss: 56984.4, -, 32.5% elo% vs. random_no_suicide, avg. reward: 54.120, 5.485 sec/game, 57.8 min. total, 839.3 MB
sinless_impurity v13 1057 games, 1204385 moves, e=0.010, loss: 64527.5, -, 31.2% elo% vs. random_no_suicide, avg. reward: 53.907, 5.527 sec/game, 57.9 min. total, 839.9 MB
sinless_impurity v13 1058 games, 1206716 moves, e=0.010, loss: 69863.1, +, 34.0% elo% vs. random_no_suicide, avg. reward: 53.871, 5.567 sec/game, 58.0 min. total, 842.6 MB
sinless_impurity v13 1059 games, 1209076 moves, e=0.010, loss: 66882.6, +, 36.8% elo% vs. random_no_suicide, avg. reward: 53.133, 5.660 sec/game, 58.1 min. total, 845.9 MB
sinless_impurity v13 1060 games, 1211142 moves, e=0.010, loss: 50981.4, -, 35.2% elo% vs. random_no_suicide, avg. reward: 53.825, 5.682 sec/game, 58.2 min. total, 844.5 MB
sinless_impurity v13 1061 games, 1214092 moves, e=0.010, loss: 53888.1, -, 33.8% elo% vs. random_no_suicide, avg. reward: 53.843, 5.771 sec/game, 58.3 min. total, 848.0 MB
sinless_impurity v13 1062 games, 1216464 moves, e=0.010, loss: 65821.2, -, 32.4% elo% vs. random_no_suicide, avg. reward: 53.660, 5.833 sec/game, 58.4 min. total, 849.8 MB
sinless_impurity v13 1063 games, 1219019 moves, e=0.010, loss: 54107.2, -, 31.1% elo% vs. random_no_suicide, avg. reward: 52.929, 5.950 sec/game, 58.6 min. total, 851.2 MB
sinless_impurity v13 1064 games, 1221229 moves, e=0.010, loss: 51989.2, -, 29.9% elo% vs. random_no_suicide, avg. reward: 52.877, 5.894 sec/game, 58.6 min. total, 852.7 MB
sinless_impurity v13 1065 games, 1223663 moves, e=0.010, loss: 53700.0, -, 28.7% elo% vs. random_no_suicide, avg. reward: 52.947, 5.883 sec/game, 58.7 min. total, 851.6 MB
sinless_impurity v13 1066 games, 1225467 moves, e=0.010, loss: 51383.2, -, 27.7% elo% vs. random_no_suicide, avg. reward: 52.159, 5.798 sec/game, 58.8 min. total, 848.7 MB
sinless_impurity v13 1067 games, 1227643 moves, e=0.010, loss: 42117.7, -, 26.7% elo% vs. random_no_suicide, avg. reward: 52.287, 5.774 sec/game, 58.9 min. total, 848.0 MB
sinless_impurity v13 1068 games, 1230280 moves, e=0.010, loss: 55754.8, -, 25.7% elo% vs. random_no_suicide, avg. reward: 52.351, 5.888 sec/game, 59.0 min. total, 849.6 MB
sinless_impurity v13 1069 games, 1232402 moves, e=0.010, loss: 69065.5, +, 28.4% elo% vs. random_no_suicide, avg. reward: 52.078, 5.927 sec/game, 59.1 min. total, 849.9 MB
sinless_impurity v13 1070 games, 1234420 moves, e=0.010, loss: 70694.7, -, 27.4% elo% vs. random_no_suicide, avg. reward: 52.035, 5.940 sec/game, 59.2 min. total, 847.6 MB
sinless_impurity v13 1071 games, 1236704 moves, e=0.010, loss: 81762.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 52.008, 5.889 sec/game, 59.3 min. total, 850.6 MB
sinless_impurity v13 1072 games, 1238784 moves, e=0.010, loss: 73201.4, -, 25.4% elo% vs. random_no_suicide, avg. reward: 52.026, 5.868 sec/game, 59.4 min. total, 848.4 MB
sinless_impurity v13 1073 games, 1240907 moves, e=0.010, loss: 78240.9, +, 28.1% elo% vs. random_no_suicide, avg. reward: 51.955, 5.861 sec/game, 59.5 min. total, 847.4 MB
sinless_impurity v13 1074 games, 1243263 moves, e=0.010, loss: 71830.3, ., 29.0% elo% vs. random_no_suicide, avg. reward: 51.935, 5.846 sec/game, 59.6 min. total, 852.6 MB
sinless_impurity v13 1075 games, 1245584 moves, e=0.010, loss: 68591.2, ., 29.8% elo% vs. random_no_suicide, avg. reward: 51.932, 5.851 sec/game, 59.7 min. total, 854.1 MB
sinless_impurity v13 1076 games, 1248383 moves, e=0.010, loss: 71004.7, -, 28.6% elo% vs. random_no_suicide, avg. reward: 52.059, 5.951 sec/game, 59.8 min. total, 857.7 MB
sinless_impurity v13 1077 games, 1250593 moves, e=0.010, loss: 84930.1, -, 27.6% elo% vs. random_no_suicide, avg. reward: 52.079, 5.969 sec/game, 59.9 min. total, 858.9 MB
sinless_impurity v13 1078 games, 1252662 moves, e=0.010, loss: 81384.2, -, 26.6% elo% vs. random_no_suicide, avg. reward: 51.960, 5.964 sec/game, 60.0 min. total, 856.9 MB
sinless_impurity v13 1079 games, 1254992 moves, e=0.010, loss: 79827.1, -, 25.6% elo% vs. random_no_suicide, avg. reward: 52.399, 5.991 sec/game, 60.1 min. total, 856.7 MB
sinless_impurity v13 1080 games, 1257278 moves, e=0.010, loss: 67769.2, +, 28.3% elo% vs. random_no_suicide, avg. reward: 52.376, 6.018 sec/game, 60.2 min. total, 856.5 MB
sinless_impurity v13 1081 games, 1259390 moves, e=0.010, loss: 70493.4, -, 27.3% elo% vs. random_no_suicide, avg. reward: 52.088, 5.943 sec/game, 60.3 min. total, 854.8 MB
sinless_impurity v13 1082 games, 1261992 moves, e=0.010, loss: 66121.1, +, 30.0% elo% vs. random_no_suicide, avg. reward: 51.933, 5.984 sec/game, 60.4 min. total, 857.6 MB
sinless_impurity v13 1083 games, 1264096 moves, e=0.010, loss: 77335.7, +, 32.8% elo% vs. random_no_suicide, avg. reward: 51.873, 5.945 sec/game, 60.5 min. total, 856.0 MB
sinless_impurity v13 1084 games, 1266240 moves, e=0.010, loss: 76311.8, -, 31.5% elo% vs. random_no_suicide, avg. reward: 51.922, 6.000 sec/game, 60.6 min. total, 856.5 MB
sinless_impurity v13 1085 games, 1268610 moves, e=0.010, loss: 78879.9, -, 30.2% elo% vs. random_no_suicide, avg. reward: 51.788, 6.026 sec/game, 60.8 min. total, 859.2 MB
sinless_impurity v13 1086 games, 1270839 moves, e=0.010, loss: 69439.4, -, 29.1% elo% vs. random_no_suicide, avg. reward: 51.951, 6.112 sec/game, 60.9 min. total, 859.7 MB
sinless_impurity v13 1087 games, 1272903 moves, e=0.010, loss: 69014.1, -, 28.0% elo% vs. random_no_suicide, avg. reward: 52.891, 6.112 sec/game, 61.0 min. total, 858.4 MB
sinless_impurity v13 1088 games, 1275031 moves, e=0.010, loss: 82515.2, +, 30.7% elo% vs. random_no_suicide, avg. reward: 52.747, 6.071 sec/game, 61.0 min. total, 860.0 MB
