grappling_amnesty v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.4 MB
grappling_amnesty v12 891 games, 909494 moves, e=0.100, loss: 3.0, -, 6.2% elo% vs. simple_bot, avg. reward: -1.512, 2.320 sec/game, 34.4 min. total, 649.3 MB
grappling_amnesty v12 892 games, 910806 moves, e=0.098, loss: 2.8, -, 6.1% elo% vs. simple_bot, avg. reward: -1.505, 2.285 sec/game, 34.4 min. total, 649.2 MB
grappling_amnesty v12 893 games, 912185 moves, e=0.097, loss: 2.9, -, 6.0% elo% vs. simple_bot, avg. reward: -1.493, 2.277 sec/game, 34.5 min. total, 649.3 MB
grappling_amnesty v12 894 games, 913596 moves, e=0.096, loss: 3.2, -, 6.0% elo% vs. simple_bot, avg. reward: -1.489, 2.276 sec/game, 34.5 min. total, 650.3 MB
grappling_amnesty v12 895 games, 915715 moves, e=0.093, loss: 3.0, -, 5.9% elo% vs. simple_bot, avg. reward: -1.471, 2.310 sec/game, 34.6 min. total, 650.4 MB
grappling_amnesty v12 896 games, 917322 moves, e=0.092, loss: 3.1, -, 5.8% elo% vs. simple_bot, avg. reward: -1.465, 2.320 sec/game, 34.6 min. total, 651.3 MB
grappling_amnesty v12 897 games, 918693 moves, e=0.090, loss: 3.5, -, 5.8% elo% vs. simple_bot, avg. reward: -1.456, 2.306 sec/game, 34.6 min. total, 650.9 MB
grappling_amnesty v12 898 games, 920355 moves, e=0.089, loss: 3.1, -, 5.7% elo% vs. simple_bot, avg. reward: -1.446, 2.332 sec/game, 34.7 min. total, 649.5 MB
grappling_amnesty v12 899 games, 921664 moves, e=0.088, loss: 3.1, -, 5.7% elo% vs. simple_bot, avg. reward: -1.445, 2.334 sec/game, 34.7 min. total, 651.4 MB
grappling_amnesty v12 900 games, 923192 moves, e=0.086, loss: 3.0, -, 5.6% elo% vs. simple_bot, avg. reward: -1.428, 2.318 sec/game, 34.8 min. total, 652.6 MB
grappling_amnesty v13 901 games, 924650 moves, e=0.085, loss: 3.2, -, 47.7% elo% vs. simple_bot, avg. reward: -1.423, 2.298 sec/game, 34.8 min. total, 653.4 MB
grappling_amnesty v13 902 games, 926261 moves, e=0.083, loss: 3.5, -, 45.5% elo% vs. simple_bot, avg. reward: -1.414, 2.313 sec/game, 34.8 min. total, 653.8 MB
grappling_amnesty v13 903 games, 927695 moves, e=0.082, loss: 3.3, -, 43.4% elo% vs. simple_bot, avg. reward: -1.404, 2.314 sec/game, 34.9 min. total, 652.0 MB
grappling_amnesty v13 904 games, 929204 moves, e=0.080, loss: 3.1, -, 41.5% elo% vs. simple_bot, avg. reward: -1.399, 2.306 sec/game, 34.9 min. total, 653.9 MB
grappling_amnesty v13 905 games, 930912 moves, e=0.078, loss: 3.1, -, 39.6% elo% vs. simple_bot, avg. reward: -1.393, 2.304 sec/game, 34.9 min. total, 654.7 MB
grappling_amnesty v13 906 games, 932658 moves, e=0.077, loss: 3.2, -, 37.9% elo% vs. simple_bot, avg. reward: -1.386, 2.337 sec/game, 35.0 min. total, 657.0 MB
grappling_amnesty v13 907 games, 934010 moves, e=0.075, loss: 3.0, -, 36.3% elo% vs. simple_bot, avg. reward: -1.385, 2.329 sec/game, 35.0 min. total, 655.9 MB
grappling_amnesty v13 908 games, 935805 moves, e=0.074, loss: 2.7, -, 34.8% elo% vs. simple_bot, avg. reward: -1.379, 2.346 sec/game, 35.1 min. total, 656.9 MB
grappling_amnesty v13 909 games, 937289 moves, e=0.072, loss: 3.0, -, 33.3% elo% vs. simple_bot, avg. reward: -1.370, 2.324 sec/game, 35.1 min. total, 655.1 MB
grappling_amnesty v13 910 games, 938647 moves, e=0.071, loss: 3.1, -, 32.0% elo% vs. simple_bot, avg. reward: -1.367, 2.308 sec/game, 35.1 min. total, 656.0 MB
grappling_amnesty v13 911 games, 940028 moves, e=0.069, loss: 3.1, -, 30.7% elo% vs. simple_bot, avg. reward: -1.363, 2.283 sec/game, 35.2 min. total, 655.6 MB
grappling_amnesty v13 912 games, 941539 moves, e=0.068, loss: 3.3, -, 29.5% elo% vs. simple_bot, avg. reward: -1.359, 2.299 sec/game, 35.2 min. total, 655.9 MB
grappling_amnesty v13 913 games, 943458 moves, e=0.066, loss: 3.1, -, 28.4% elo% vs. simple_bot, avg. reward: -1.353, 2.333 sec/game, 35.3 min. total, 655.2 MB
grappling_amnesty v13 914 games, 945147 moves, e=0.064, loss: 2.9, -, 27.3% elo% vs. simple_bot, avg. reward: -1.347, 2.351 sec/game, 35.3 min. total, 655.5 MB
grappling_amnesty v13 915 games, 947123 moves, e=0.062, loss: 2.8, -, 26.4% elo% vs. simple_bot, avg. reward: -1.343, 2.339 sec/game, 35.4 min. total, 657.3 MB
grappling_amnesty v13 916 games, 948550 moves, e=0.061, loss: 2.8, -, 25.4% elo% vs. simple_bot, avg. reward: -1.339, 2.329 sec/game, 35.4 min. total, 656.0 MB
grappling_amnesty v13 917 games, 950126 moves, e=0.059, loss: 2.9, -, 24.5% elo% vs. simple_bot, avg. reward: -1.341, 2.337 sec/game, 35.4 min. total, 656.1 MB
grappling_amnesty v13 918 games, 952331 moves, e=0.057, loss: 3.2, -, 23.7% elo% vs. simple_bot, avg. reward: -1.331, 2.375 sec/game, 35.5 min. total, 657.0 MB
grappling_amnesty v13 919 games, 953817 moves, e=0.056, loss: 3.1, -, 22.9% elo% vs. simple_bot, avg. reward: -1.331, 2.384 sec/game, 35.5 min. total, 659.0 MB
grappling_amnesty v13 920 games, 955550 moves, e=0.054, loss: 3.0, -, 22.2% elo% vs. simple_bot, avg. reward: -1.321, 2.405 sec/game, 35.6 min. total, 659.9 MB
grappling_amnesty v13 921 games, 957431 moves, e=0.052, loss: 2.9, -, 21.5% elo% vs. simple_bot, avg. reward: -1.317, 2.422 sec/game, 35.6 min. total, 660.2 MB
grappling_amnesty v13 922 games, 959433 moves, e=0.050, loss: 2.9, -, 20.8% elo% vs. simple_bot, avg. reward: -1.310, 2.448 sec/game, 35.7 min. total, 660.7 MB
grappling_amnesty v13 923 games, 960983 moves, e=0.049, loss: 2.6, -, 20.2% elo% vs. simple_bot, avg. reward: -1.304, 2.455 sec/game, 35.7 min. total, 660.8 MB
grappling_amnesty v13 924 games, 963035 moves, e=0.047, loss: 2.5, -, 19.6% elo% vs. simple_bot, avg. reward: -1.296, 2.488 sec/game, 35.7 min. total, 662.2 MB
grappling_amnesty v13 925 games, 964515 moves, e=0.045, loss: 2.7, -, 19.1% elo% vs. simple_bot, avg. reward: -1.290, 2.479 sec/game, 35.8 min. total, 660.3 MB
grappling_amnesty v13 926 games, 966221 moves, e=0.043, loss: 2.9, -, 18.5% elo% vs. simple_bot, avg. reward: -1.283, 2.470 sec/game, 35.8 min. total, 662.4 MB
grappling_amnesty v13 927 games, 968322 moves, e=0.041, loss: 2.7, -, 18.0% elo% vs. simple_bot, avg. reward: -1.277, 2.519 sec/game, 35.9 min. total, 662.4 MB
grappling_amnesty v13 928 games, 970186 moves, e=0.040, loss: 2.4, -, 17.5% elo% vs. simple_bot, avg. reward: -1.266, 2.522 sec/game, 35.9 min. total, 662.4 MB
grappling_amnesty v13 929 games, 971991 moves, e=0.038, loss: 2.3, -, 17.1% elo% vs. simple_bot, avg. reward: -1.258, 2.540 sec/game, 36.0 min. total, 661.6 MB
grappling_amnesty v13 930 games, 973670 moves, e=0.036, loss: 2.3, -, 16.6% elo% vs. simple_bot, avg. reward: -1.250, 2.556 sec/game, 36.0 min. total, 662.4 MB
grappling_amnesty v13 931 games, 975316 moves, e=0.034, loss: 2.6, -, 16.2% elo% vs. simple_bot, avg. reward: -1.238, 2.581 sec/game, 36.0 min. total, 663.7 MB
grappling_amnesty v13 932 games, 976873 moves, e=0.033, loss: 2.6, -, 15.8% elo% vs. simple_bot, avg. reward: -1.225, 2.582 sec/game, 36.1 min. total, 664.7 MB
grappling_amnesty v13 933 games, 978637 moves, e=0.031, loss: 2.5, -, 15.4% elo% vs. simple_bot, avg. reward: -1.214, 2.572 sec/game, 36.1 min. total, 664.3 MB
grappling_amnesty v13 934 games, 980126 moves, e=0.030, loss: 2.5, -, 15.1% elo% vs. simple_bot, avg. reward: -1.206, 2.563 sec/game, 36.2 min. total, 665.3 MB
grappling_amnesty v13 935 games, 981395 moves, e=0.028, loss: 2.6, ., 15.9% elo% vs. simple_bot, avg. reward: -1.198, 2.515 sec/game, 36.2 min. total, 664.9 MB
grappling_amnesty v13 936 games, 982934 moves, e=0.027, loss: 3.0, -, 15.5% elo% vs. simple_bot, avg. reward: -1.191, 2.523 sec/game, 36.2 min. total, 666.3 MB
grappling_amnesty v13 937 games, 984348 moves, e=0.025, loss: 2.8, -, 15.1% elo% vs. simple_bot, avg. reward: -1.182, 2.514 sec/game, 36.3 min. total, 666.6 MB
grappling_amnesty v13 938 games, 985838 moves, e=0.024, loss: 2.9, -, 14.8% elo% vs. simple_bot, avg. reward: -1.177, 2.458 sec/game, 36.3 min. total, 664.6 MB
grappling_amnesty v13 939 games, 987597 moves, e=0.022, loss: 3.1, -, 14.4% elo% vs. simple_bot, avg. reward: -1.167, 2.481 sec/game, 36.3 min. total, 665.1 MB
grappling_amnesty v13 940 games, 989054 moves, e=0.021, loss: 2.8, -, 14.1% elo% vs. simple_bot, avg. reward: -1.161, 2.455 sec/game, 36.4 min. total, 667.1 MB
grappling_amnesty v13 941 games, 990495 moves, e=0.019, loss: 3.1, -, 13.8% elo% vs. simple_bot, avg. reward: -1.153, 2.435 sec/game, 36.4 min. total, 664.8 MB
grappling_amnesty v13 942 games, 991875 moves, e=0.018, loss: 3.2, -, 13.5% elo% vs. simple_bot, avg. reward: -1.143, 2.396 sec/game, 36.5 min. total, 665.3 MB
grappling_amnesty v13 943 games, 993149 moves, e=0.017, loss: 3.1, -, 13.2% elo% vs. simple_bot, avg. reward: -1.135, 2.374 sec/game, 36.5 min. total, 664.8 MB
grappling_amnesty v13 944 games, 994643 moves, e=0.015, loss: 3.1, -, 12.9% elo% vs. simple_bot, avg. reward: -1.126, 2.341 sec/game, 36.5 min. total, 668.8 MB
grappling_amnesty v13 945 games, 996180 moves, e=0.014, loss: 2.8, -, 12.7% elo% vs. simple_bot, avg. reward: -1.118, 2.342 sec/game, 36.6 min. total, 667.2 MB
grappling_amnesty v13 946 games, 997507 moves, e=0.012, loss: 3.1, -, 12.4% elo% vs. simple_bot, avg. reward: -1.111, 2.325 sec/game, 36.6 min. total, 667.7 MB
grappling_amnesty v13 947 games, 999047 moves, e=0.011, loss: 3.1, -, 12.2% elo% vs. simple_bot, avg. reward: -1.104, 2.285 sec/game, 36.6 min. total, 668.6 MB
grappling_amnesty v13 948 games, 1000453 moves, e=0.010, loss: 2.9, +, 14.0% elo% vs. simple_bot, avg. reward: -1.105, 2.257 sec/game, 36.7 min. total, 667.9 MB
grappling_amnesty v13 949 games, 1001882 moves, e=0.010, loss: 3.1, -, 13.7% elo% vs. simple_bot, avg. reward: -1.097, 2.242 sec/game, 36.7 min. total, 670.6 MB
grappling_amnesty v13 950 games, 1003677 moves, e=0.010, loss: 3.2, -, 13.4% elo% vs. simple_bot, avg. reward: -1.083, 2.260 sec/game, 36.7 min. total, 669.7 MB
grappling_amnesty v13 951 games, 1005585 moves, e=0.010, loss: 3.2, -, 13.1% elo% vs. simple_bot, avg. reward: -1.076, 2.295 sec/game, 36.8 min. total, 668.6 MB
grappling_amnesty v13 952 games, 1007006 moves, e=0.010, loss: 3.2, -, 12.8% elo% vs. simple_bot, avg. reward: -1.070, 2.301 sec/game, 36.8 min. total, 670.5 MB
grappling_amnesty v13 953 games, 1008628 moves, e=0.010, loss: 3.0, -, 12.6% elo% vs. simple_bot, avg. reward: -1.065, 2.312 sec/game, 36.9 min. total, 669.7 MB
grappling_amnesty v13 954 games, 1010239 moves, e=0.010, loss: 2.7, -, 12.3% elo% vs. simple_bot, avg. reward: -1.052, 2.327 sec/game, 36.9 min. total, 671.8 MB
grappling_amnesty v13 955 games, 1012044 moves, e=0.010, loss: 2.5, -, 12.1% elo% vs. simple_bot, avg. reward: -1.044, 2.369 sec/game, 37.0 min. total, 672.2 MB
grappling_amnesty v13 956 games, 1013453 moves, e=0.010, loss: 2.4, -, 11.9% elo% vs. simple_bot, avg. reward: -1.039, 2.375 sec/game, 37.0 min. total, 671.7 MB
grappling_amnesty v13 957 games, 1015039 moves, e=0.010, loss: 2.2, -, 11.6% elo% vs. simple_bot, avg. reward: -1.032, 2.409 sec/game, 37.1 min. total, 670.7 MB
grappling_amnesty v13 958 games, 1016349 moves, e=0.010, loss: 2.4, -, 11.4% elo% vs. simple_bot, avg. reward: -1.030, 2.425 sec/game, 37.1 min. total, 672.6 MB
grappling_amnesty v13 959 games, 1017697 moves, e=0.010, loss: 2.3, -, 11.2% elo% vs. simple_bot, avg. reward: -1.022, 2.415 sec/game, 37.1 min. total, 672.8 MB
grappling_amnesty v13 960 games, 1019285 moves, e=0.010, loss: 2.5, -, 11.0% elo% vs. simple_bot, avg. reward: -1.014, 2.449 sec/game, 37.2 min. total, 672.8 MB
grappling_amnesty v13 961 games, 1020907 moves, e=0.010, loss: 2.4, -, 10.8% elo% vs. simple_bot, avg. reward: -1.007, 2.462 sec/game, 37.2 min. total, 671.5 MB
grappling_amnesty v13 962 games, 1022231 moves, e=0.010, loss: 2.7, -, 10.6% elo% vs. simple_bot, avg. reward: -1.003, 2.476 sec/game, 37.3 min. total, 674.5 MB
grappling_amnesty v13 963 games, 1024068 moves, e=0.010, loss: 2.6, -, 10.4% elo% vs. simple_bot, avg. reward: -0.994, 2.535 sec/game, 37.3 min. total, 673.7 MB
grappling_amnesty v13 964 games, 1025545 moves, e=0.010, loss: 2.8, -, 10.2% elo% vs. simple_bot, avg. reward: -0.989, 2.570 sec/game, 37.4 min. total, 674.6 MB
grappling_amnesty v13 965 games, 1026705 moves, e=0.010, loss: 2.4, -, 10.1% elo% vs. simple_bot, avg. reward: -0.979, 2.554 sec/game, 37.4 min. total, 675.1 MB
grappling_amnesty v13 966 games, 1028097 moves, e=0.010, loss: 2.4, -, 9.9% elo% vs. simple_bot, avg. reward: -0.979, 2.568 sec/game, 37.4 min. total, 674.4 MB
grappling_amnesty v13 967 games, 1029679 moves, e=0.010, loss: 2.7, +, 11.5% elo% vs. simple_bot, avg. reward: -0.974, 2.574 sec/game, 37.5 min. total, 675.1 MB
grappling_amnesty v13 968 games, 1031630 moves, e=0.010, loss: 2.7, -, 11.3% elo% vs. simple_bot, avg. reward: -0.962, 2.630 sec/game, 37.5 min. total, 677.3 MB
grappling_amnesty v13 969 games, 1033197 moves, e=0.010, loss: 2.8, -, 11.1% elo% vs. simple_bot, avg. reward: -0.957, 2.673 sec/game, 37.6 min. total, 675.1 MB
grappling_amnesty v13 970 games, 1034765 moves, e=0.010, loss: 2.9, -, 10.9% elo% vs. simple_bot, avg. reward: -0.950, 2.675 sec/game, 37.6 min. total, 677.5 MB
grappling_amnesty v13 971 games, 1035940 moves, e=0.010, loss: 2.6, -, 10.7% elo% vs. simple_bot, avg. reward: -0.948, 2.622 sec/game, 37.7 min. total, 676.6 MB
grappling_amnesty v13 972 games, 1037733 moves, e=0.010, loss: 3.1, -, 10.5% elo% vs. simple_bot, avg. reward: -0.949, 2.650 sec/game, 37.7 min. total, 675.9 MB
grappling_amnesty v13 973 games, 1039201 moves, e=0.010, loss: 3.3, -, 10.3% elo% vs. simple_bot, avg. reward: -0.950, 2.634 sec/game, 37.8 min. total, 677.3 MB
grappling_amnesty v13 974 games, 1041625 moves, e=0.010, loss: 3.1, -, 10.1% elo% vs. simple_bot, avg. reward: -0.946, 2.689 sec/game, 37.8 min. total, 676.0 MB
grappling_amnesty v13 975 games, 1043100 moves, e=0.010, loss: 3.4, -, 10.0% elo% vs. simple_bot, avg. reward: -0.947, 2.672 sec/game, 37.9 min. total, 678.6 MB
grappling_amnesty v13 976 games, 1044761 moves, e=0.010, loss: 3.6, -, 9.8% elo% vs. simple_bot, avg. reward: -0.946, 2.689 sec/game, 37.9 min. total, 678.9 MB
grappling_amnesty v13 977 games, 1045932 moves, e=0.010, loss: 3.6, -, 9.6% elo% vs. simple_bot, avg. reward: -0.945, 2.650 sec/game, 37.9 min. total, 679.8 MB
grappling_amnesty v13 978 games, 1047918 moves, e=0.010, loss: 3.4, -, 9.5% elo% vs. simple_bot, avg. reward: -0.937, 2.685 sec/game, 38.0 min. total, 680.7 MB
grappling_amnesty v13 979 games, 1049664 moves, e=0.010, loss: 3.1, -, 9.3% elo% vs. simple_bot, avg. reward: -0.933, 2.712 sec/game, 38.1 min. total, 679.8 MB
grappling_amnesty v13 980 games, 1051247 moves, e=0.010, loss: 3.0, -, 9.2% elo% vs. simple_bot, avg. reward: -0.931, 2.706 sec/game, 38.1 min. total, 680.3 MB
grappling_amnesty v13 981 games, 1053808 moves, e=0.010, loss: 2.8, -, 9.1% elo% vs. simple_bot, avg. reward: -0.925, 2.782 sec/game, 38.2 min. total, 680.9 MB
grappling_amnesty v13 982 games, 1055243 moves, e=0.010, loss: 2.7, -, 8.9% elo% vs. simple_bot, avg. reward: -0.921, 2.799 sec/game, 38.2 min. total, 679.4 MB
grappling_amnesty v13 983 games, 1056840 moves, e=0.010, loss: 2.5, -, 8.8% elo% vs. simple_bot, avg. reward: -0.916, 2.774 sec/game, 38.3 min. total, 682.2 MB
grappling_amnesty v13 984 games, 1058833 moves, e=0.010, loss: 2.5, -, 8.7% elo% vs. simple_bot, avg. reward: -0.914, 2.773 sec/game, 38.3 min. total, 681.0 MB
grappling_amnesty v13 985 games, 1060615 moves, e=0.010, loss: 2.5, -, 8.5% elo% vs. simple_bot, avg. reward: -0.916, 2.808 sec/game, 38.3 min. total, 681.9 MB
grappling_amnesty v13 986 games, 1062748 moves, e=0.010, loss: 2.5, -, 8.4% elo% vs. simple_bot, avg. reward: -0.905, 2.838 sec/game, 38.4 min. total, 681.9 MB
grappling_amnesty v13 987 games, 1064478 moves, e=0.010, loss: 2.5, -, 8.3% elo% vs. simple_bot, avg. reward: -0.902, 2.848 sec/game, 38.4 min. total, 682.3 MB
grappling_amnesty v13 988 games, 1065780 moves, e=0.010, loss: 2.4, -, 8.2% elo% vs. simple_bot, avg. reward: -0.904, 2.785 sec/game, 38.5 min. total, 681.6 MB
grappling_amnesty v13 989 games, 1067397 moves, e=0.010, loss: 2.7, -, 8.1% elo% vs. simple_bot, avg. reward: -0.908, 2.750 sec/game, 38.5 min. total, 682.7 MB
grappling_amnesty v13 990 games, 1069205 moves, e=0.010, loss: 2.7, -, 8.0% elo% vs. simple_bot, avg. reward: -0.909, 2.739 sec/game, 38.6 min. total, 683.7 MB
grappling_amnesty v13 991 games, 1070913 moves, e=0.010, loss: 3.0, -, 7.9% elo% vs. simple_bot, avg. reward: -0.907, 2.758 sec/game, 38.6 min. total, 682.8 MB
grappling_amnesty v13 992 games, 1073111 moves, e=0.010, loss: 3.2, -, 7.7% elo% vs. simple_bot, avg. reward: -0.903, 2.766 sec/game, 38.6 min. total, 681.9 MB
grappling_amnesty v13 993 games, 1074949 moves, e=0.010, loss: 3.3, -, 7.6% elo% vs. simple_bot, avg. reward: -0.902, 2.781 sec/game, 38.7 min. total, 685.1 MB
grappling_amnesty v13 994 games, 1076278 moves, e=0.010, loss: 3.3, -, 7.5% elo% vs. simple_bot, avg. reward: -0.908, 2.695 sec/game, 38.7 min. total, 683.8 MB
grappling_amnesty v13 995 games, 1079041 moves, e=0.010, loss: 3.1, -, 7.4% elo% vs. simple_bot, avg. reward: -0.904, 2.770 sec/game, 38.8 min. total, 686.8 MB
grappling_amnesty v13 996 games, 1080497 moves, e=0.010, loss: 2.9, -, 7.4% elo% vs. simple_bot, avg. reward: -0.904, 2.740 sec/game, 38.8 min. total, 686.0 MB
grappling_amnesty v13 997 games, 1082172 moves, e=0.010, loss: 3.0, -, 7.3% elo% vs. simple_bot, avg. reward: -0.898, 2.764 sec/game, 38.9 min. total, 686.8 MB
grappling_amnesty v13 998 games, 1083744 moves, e=0.010, loss: 3.2, -, 7.2% elo% vs. simple_bot, avg. reward: -0.898, 2.725 sec/game, 38.9 min. total, 686.7 MB
grappling_amnesty v13 999 games, 1086278 moves, e=0.010, loss: 3.0, -, 7.1% elo% vs. simple_bot, avg. reward: -0.892, 2.764 sec/game, 39.0 min. total, 688.4 MB
grappling_amnesty v13 1000 games, 1088449 moves, e=0.010, loss: 2.7, -, 7.0% elo% vs. simple_bot, avg. reward: -0.887, 2.790 sec/game, 39.0 min. total, 687.7 MB
grappling_amnesty v14 1001 games, 1089766 moves, e=0.010, loss: 2.6, -, 47.7% elo% vs. simple_bot, avg. reward: -0.891, 2.693 sec/game, 39.1 min. total, 687.5 MB
grappling_amnesty v14 1002 games, 1092041 moves, e=0.010, loss: 2.6, -, 45.5% elo% vs. simple_bot, avg. reward: -0.887, 2.719 sec/game, 39.1 min. total, 686.6 MB
grappling_amnesty v14 1003 games, 1093464 moves, e=0.010, loss: 2.7, -, 43.4% elo% vs. simple_bot, avg. reward: -0.888, 2.699 sec/game, 39.2 min. total, 687.6 MB
grappling_amnesty v14 1004 games, 1095012 moves, e=0.010, loss: 2.7, -, 41.5% elo% vs. simple_bot, avg. reward: -0.892, 2.666 sec/game, 39.2 min. total, 688.1 MB
grappling_amnesty v14 1005 games, 1096801 moves, e=0.010, loss: 3.3, -, 39.6% elo% vs. simple_bot, avg. reward: -0.895, 2.664 sec/game, 39.2 min. total, 686.2 MB
grappling_amnesty v14 1006 games, 1098660 moves, e=0.010, loss: 3.5, -, 37.9% elo% vs. simple_bot, avg. reward: -0.897, 2.653 sec/game, 39.3 min. total, 687.4 MB
grappling_amnesty v14 1007 games, 1100328 moves, e=0.010, loss: 3.2, -, 36.3% elo% vs. simple_bot, avg. reward: -0.895, 2.648 sec/game, 39.3 min. total, 687.4 MB
grappling_amnesty v14 1008 games, 1101712 moves, e=0.010, loss: 3.6, -, 34.8% elo% vs. simple_bot, avg. reward: -0.900, 2.654 sec/game, 39.4 min. total, 687.6 MB
grappling_amnesty v14 1009 games, 1103048 moves, e=0.010, loss: 3.7, -, 33.3% elo% vs. simple_bot, avg. reward: -0.905, 2.630 sec/game, 39.4 min. total, 689.1 MB
grappling_amnesty v14 1010 games, 1104434 moves, e=0.010, loss: 4.0, -, 32.0% elo% vs. simple_bot, avg. reward: -0.912, 2.605 sec/game, 39.4 min. total, 690.5 MB
grappling_amnesty v14 1011 games, 1105948 moves, e=0.010, loss: 4.0, -, 30.7% elo% vs. simple_bot, avg. reward: -0.911, 2.596 sec/game, 39.5 min. total, 690.3 MB
grappling_amnesty v14 1012 games, 1108124 moves, e=0.010, loss: 3.9, -, 29.5% elo% vs. simple_bot, avg. reward: -0.907, 2.599 sec/game, 39.5 min. total, 691.4 MB
grappling_amnesty v14 1013 games, 1109650 moves, e=0.010, loss: 3.8, -, 28.4% elo% vs. simple_bot, avg. reward: -0.913, 2.571 sec/game, 39.6 min. total, 692.0 MB
grappling_amnesty v14 1014 games, 1111915 moves, e=0.010, loss: 3.6, -, 27.3% elo% vs. simple_bot, avg. reward: -0.909, 2.632 sec/game, 39.6 min. total, 692.0 MB
grappling_amnesty v14 1015 games, 1113484 moves, e=0.010, loss: 3.4, -, 26.4% elo% vs. simple_bot, avg. reward: -0.909, 2.557 sec/game, 39.6 min. total, 691.5 MB
grappling_amnesty v14 1016 games, 1114994 moves, e=0.010, loss: 3.2, -, 25.4% elo% vs. simple_bot, avg. reward: -0.911, 2.558 sec/game, 39.7 min. total, 692.3 MB
grappling_amnesty v14 1017 games, 1116435 moves, e=0.010, loss: 3.1, -, 24.5% elo% vs. simple_bot, avg. reward: -0.908, 2.547 sec/game, 39.7 min. total, 691.2 MB
grappling_amnesty v14 1018 games, 1118223 moves, e=0.010, loss: 3.0, -, 23.7% elo% vs. simple_bot, avg. reward: -0.911, 2.560 sec/game, 39.8 min. total, 693.8 MB
grappling_amnesty v14 1019 games, 1119634 moves, e=0.010, loss: 3.0, -, 22.9% elo% vs. simple_bot, avg. reward: -0.910, 2.483 sec/game, 39.8 min. total, 693.3 MB
grappling_amnesty v14 1020 games, 1120987 moves, e=0.010, loss: 3.0, -, 22.2% elo% vs. simple_bot, avg. reward: -0.909, 2.421 sec/game, 39.8 min. total, 691.9 MB
grappling_amnesty v14 1021 games, 1122667 moves, e=0.010, loss: 3.1, -, 21.5% elo% vs. simple_bot, avg. reward: -0.906, 2.438 sec/game, 39.9 min. total, 693.7 MB
grappling_amnesty v14 1022 games, 1124242 moves, e=0.010, loss: 2.9, -, 20.8% elo% vs. simple_bot, avg. reward: -0.906, 2.396 sec/game, 39.9 min. total, 692.3 MB
grappling_amnesty v14 1023 games, 1125965 moves, e=0.010, loss: 3.0, -, 20.2% elo% vs. simple_bot, avg. reward: -0.905, 2.414 sec/game, 40.0 min. total, 694.9 MB
grappling_amnesty v14 1024 games, 1127411 moves, e=0.010, loss: 2.8, -, 19.6% elo% vs. simple_bot, avg. reward: -0.906, 2.407 sec/game, 40.0 min. total, 697.1 MB
grappling_amnesty v14 1025 games, 1129054 moves, e=0.010, loss: 2.7, -, 19.1% elo% vs. simple_bot, avg. reward: -0.898, 2.398 sec/game, 40.0 min. total, 697.1 MB
grappling_amnesty v14 1026 games, 1130666 moves, e=0.010, loss: 2.7, -, 18.5% elo% vs. simple_bot, avg. reward: -0.899, 2.382 sec/game, 40.1 min. total, 697.1 MB
grappling_amnesty v14 1027 games, 1132353 moves, e=0.010, loss: 3.0, -, 18.0% elo% vs. simple_bot, avg. reward: -0.900, 2.381 sec/game, 40.1 min. total, 697.5 MB
grappling_amnesty v14 1028 games, 1134036 moves, e=0.010, loss: 3.0, -, 17.5% elo% vs. simple_bot, avg. reward: -0.900, 2.399 sec/game, 40.2 min. total, 699.0 MB
grappling_amnesty v14 1029 games, 1135778 moves, e=0.010, loss: 2.8, -, 17.1% elo% vs. simple_bot, avg. reward: -0.896, 2.431 sec/game, 40.2 min. total, 697.5 MB
grappling_amnesty v14 1030 games, 1137198 moves, e=0.010, loss: 2.8, -, 16.6% elo% vs. simple_bot, avg. reward: -0.900, 2.432 sec/game, 40.2 min. total, 698.2 MB
grappling_amnesty v14 1031 games, 1138678 moves, e=0.010, loss: 3.1, -, 16.2% elo% vs. simple_bot, avg. reward: -0.901, 2.433 sec/game, 40.3 min. total, 697.5 MB
grappling_amnesty v14 1032 games, 1140205 moves, e=0.010, loss: 3.1, -, 15.8% elo% vs. simple_bot, avg. reward: -0.901, 2.387 sec/game, 40.3 min. total, 697.6 MB
grappling_amnesty v14 1033 games, 1142054 moves, e=0.010, loss: 2.8, -, 15.4% elo% vs. simple_bot, avg. reward: -0.898, 2.412 sec/game, 40.4 min. total, 697.2 MB
grappling_amnesty v14 1034 games, 1143694 moves, e=0.010, loss: 2.7, -, 15.1% elo% vs. simple_bot, avg. reward: -0.898, 2.376 sec/game, 40.4 min. total, 698.9 MB
grappling_amnesty v14 1035 games, 1145105 moves, e=0.010, loss: 3.0, -, 14.7% elo% vs. simple_bot, avg. reward: -0.901, 2.360 sec/game, 40.4 min. total, 700.0 MB
grappling_amnesty v14 1036 games, 1146595 moves, e=0.010, loss: 3.0, -, 14.4% elo% vs. simple_bot, avg. reward: -0.901, 2.359 sec/game, 40.5 min. total, 697.4 MB
grappling_amnesty v14 1037 games, 1148123 moves, e=0.010, loss: 2.9, -, 14.0% elo% vs. simple_bot, avg. reward: -0.903, 2.361 sec/game, 40.5 min. total, 700.3 MB
grappling_amnesty v14 1038 games, 1149648 moves, e=0.010, loss: 2.9, -, 13.7% elo% vs. simple_bot, avg. reward: -0.899, 2.346 sec/game, 40.5 min. total, 700.7 MB
