subarctic_cranberry v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.5 MB
subarctic_cranberry v9 486 games, 442298 moves, e=0.562, loss: 5.0, -, 52.3% elo% vs. v7, avg. reward: -5.671, 2.881 sec/game, 16.6 min. total, 585.0 MB
subarctic_cranberry v9 487 games, 443537 moves, e=0.561, loss: 4.5, -, 49.9% elo% vs. v7, avg. reward: -5.670, 2.881 sec/game, 16.7 min. total, 586.3 MB
subarctic_cranberry v9 488 games, 444797 moves, e=0.560, loss: 4.4, -, 47.6% elo% vs. v7, avg. reward: -5.661, 2.882 sec/game, 16.7 min. total, 585.0 MB
subarctic_cranberry v9 489 games, 446007 moves, e=0.558, loss: 4.6, -, 45.4% elo% vs. v7, avg. reward: -5.647, 2.900 sec/game, 16.8 min. total, 584.8 MB
subarctic_cranberry v9 490 games, 447228 moves, e=0.557, loss: 4.7, -, 43.3% elo% vs. v7, avg. reward: -5.627, 2.889 sec/game, 16.8 min. total, 585.0 MB
subarctic_cranberry v9 491 games, 448510 moves, e=0.556, loss: 4.8, +, 45.9% elo% vs. v7, avg. reward: -5.621, 2.909 sec/game, 16.9 min. total, 585.3 MB
subarctic_cranberry v9 492 games, 449744 moves, e=0.555, loss: 4.4, -, 43.8% elo% vs. v7, avg. reward: -5.611, 2.914 sec/game, 16.9 min. total, 585.2 MB
subarctic_cranberry v9 493 games, 451024 moves, e=0.553, loss: 4.3, +, 46.4% elo% vs. v7, avg. reward: -5.608, 2.915 sec/game, 17.0 min. total, 590.0 MB
subarctic_cranberry v9 494 games, 452396 moves, e=0.552, loss: 4.1, +, 48.8% elo% vs. v7, avg. reward: -5.599, 2.939 sec/game, 17.0 min. total, 588.6 MB
subarctic_cranberry v9 495 games, 453618 moves, e=0.551, loss: 4.3, -, 46.6% elo% vs. v7, avg. reward: -5.589, 2.925 sec/game, 17.1 min. total, 588.6 MB
subarctic_cranberry v9 496 games, 454664 moves, e=0.550, loss: 3.8, -, 44.5% elo% vs. v7, avg. reward: -5.594, 2.911 sec/game, 17.1 min. total, 588.7 MB
subarctic_cranberry v9 497 games, 455867 moves, e=0.549, loss: 4.2, +, 47.0% elo% vs. v7, avg. reward: -5.589, 2.928 sec/game, 17.2 min. total, 590.9 MB
subarctic_cranberry v9 498 games, 457195 moves, e=0.547, loss: 4.3, +, 49.4% elo% vs. v7, avg. reward: -5.582, 2.929 sec/game, 17.2 min. total, 591.3 MB
subarctic_cranberry v9 499 games, 458588 moves, e=0.546, loss: 4.3, +, 51.8% elo% vs. v7, avg. reward: -5.564, 2.958 sec/game, 17.3 min. total, 592.5 MB
subarctic_cranberry v9 500 games, 459770 moves, e=0.545, loss: 4.0, +, 54.0% elo% vs. v7, avg. reward: -5.548, 2.956 sec/game, 17.3 min. total, 591.7 MB
subarctic_cranberry v10 501 games, 461010 moves, e=0.544, loss: 3.6, +, 52.3% elo% vs. v7, avg. reward: -5.536, 2.956 sec/game, 17.4 min. total, 591.7 MB
subarctic_cranberry v10 502 games, 462274 moves, e=0.542, loss: 3.9, +, 54.5% elo% vs. v7, avg. reward: -5.524, 2.955 sec/game, 17.4 min. total, 591.8 MB
subarctic_cranberry v10 503 games, 463731 moves, e=0.541, loss: 4.7, +, 56.6% elo% vs. v7, avg. reward: -5.523, 2.981 sec/game, 17.5 min. total, 594.0 MB
subarctic_cranberry v10 504 games, 465192 moves, e=0.539, loss: 4.2, +, 58.5% elo% vs. v7, avg. reward: -5.501, 3.026 sec/game, 17.5 min. total, 592.7 MB
subarctic_cranberry v10 505 games, 466663 moves, e=0.538, loss: 4.4, +, 60.4% elo% vs. v7, avg. reward: -5.482, 3.041 sec/game, 17.6 min. total, 595.7 MB
subarctic_cranberry v10 506 games, 468042 moves, e=0.537, loss: 4.6, +, 62.1% elo% vs. v7, avg. reward: -5.461, 3.056 sec/game, 17.6 min. total, 596.5 MB
subarctic_cranberry v10 507 games, 469505 moves, e=0.535, loss: 4.4, +, 63.7% elo% vs. v7, avg. reward: -5.453, 3.082 sec/game, 17.7 min. total, 596.4 MB
subarctic_cranberry v10 508 games, 470915 moves, e=0.534, loss: 4.4, +, 65.2% elo% vs. v7, avg. reward: -5.448, 3.106 sec/game, 17.8 min. total, 596.4 MB
subarctic_cranberry v10 509 games, 471994 moves, e=0.533, loss: 4.0, +, 66.7% elo% vs. v7, avg. reward: -5.439, 3.077 sec/game, 17.8 min. total, 596.5 MB
subarctic_cranberry v10 510 games, 473620 moves, e=0.531, loss: 4.1, ., 66.0% elo% vs. v7, avg. reward: -5.414, 3.126 sec/game, 17.9 min. total, 594.6 MB
subarctic_cranberry v10 511 games, 474979 moves, e=0.530, loss: 4.1, +, 67.4% elo% vs. v7, avg. reward: -5.391, 3.127 sec/game, 17.9 min. total, 598.7 MB
subarctic_cranberry v10 512 games, 476207 moves, e=0.529, loss: 4.4, +, 68.7% elo% vs. v7, avg. reward: -5.382, 3.121 sec/game, 18.0 min. total, 597.4 MB
subarctic_cranberry v10 513 games, 477661 moves, e=0.527, loss: 5.1, +, 69.9% elo% vs. v7, avg. reward: -5.355, 3.131 sec/game, 18.0 min. total, 599.4 MB
subarctic_cranberry v10 514 games, 479091 moves, e=0.526, loss: 4.6, -, 67.1% elo% vs. v7, avg. reward: -5.330, 3.136 sec/game, 18.1 min. total, 597.6 MB
subarctic_cranberry v10 515 games, 480528 moves, e=0.524, loss: 4.6, +, 68.5% elo% vs. v7, avg. reward: -5.305, 3.170 sec/game, 18.1 min. total, 597.6 MB
subarctic_cranberry v10 516 games, 481901 moves, e=0.523, loss: 4.0, +, 69.7% elo% vs. v7, avg. reward: -5.286, 3.188 sec/game, 18.2 min. total, 598.1 MB
subarctic_cranberry v10 517 games, 483541 moves, e=0.521, loss: 4.2, +, 70.9% elo% vs. v7, avg. reward: -5.261, 3.243 sec/game, 18.3 min. total, 601.9 MB
subarctic_cranberry v11 518 games, 484888 moves, e=0.520, loss: 4.3, +, 52.3% elo% vs. v10, avg. reward: -5.254, 3.273 sec/game, 18.3 min. total, 603.8 MB
subarctic_cranberry v11 519 games, 486339 moves, e=0.519, loss: 4.5, -, 49.9% elo% vs. v10, avg. reward: -5.240, 3.284 sec/game, 18.4 min. total, 602.1 MB
subarctic_cranberry v11 520 games, 487899 moves, e=0.517, loss: 5.1, -, 47.6% elo% vs. v10, avg. reward: -5.219, 3.323 sec/game, 18.4 min. total, 602.4 MB
subarctic_cranberry v11 521 games, 489509 moves, e=0.515, loss: 5.0, -, 45.4% elo% vs. v10, avg. reward: -5.189, 3.356 sec/game, 18.5 min. total, 602.0 MB
subarctic_cranberry v11 522 games, 490908 moves, e=0.514, loss: 5.2, -, 43.4% elo% vs. v10, avg. reward: -5.179, 3.373 sec/game, 18.5 min. total, 604.1 MB
subarctic_cranberry v11 523 games, 492371 moves, e=0.513, loss: 5.5, +, 45.9% elo% vs. v10, avg. reward: -5.171, 3.374 sec/game, 18.6 min. total, 606.1 MB
subarctic_cranberry v11 524 games, 493875 moves, e=0.511, loss: 5.2, -, 43.8% elo% vs. v10, avg. reward: -5.160, 3.377 sec/game, 18.7 min. total, 606.2 MB
subarctic_cranberry v11 525 games, 495167 moves, e=0.510, loss: 5.0, -, 41.9% elo% vs. v10, avg. reward: -5.169, 3.365 sec/game, 18.7 min. total, 606.3 MB
subarctic_cranberry v11 526 games, 496562 moves, e=0.508, loss: 4.7, +, 44.5% elo% vs. v10, avg. reward: -5.148, 3.367 sec/game, 18.8 min. total, 606.4 MB
subarctic_cranberry v11 527 games, 497793 moves, e=0.507, loss: 4.8, -, 42.5% elo% vs. v10, avg. reward: -5.142, 3.340 sec/game, 18.8 min. total, 606.5 MB
subarctic_cranberry v11 528 games, 499253 moves, e=0.506, loss: 5.3, +, 45.1% elo% vs. v10, avg. reward: -5.134, 3.341 sec/game, 18.9 min. total, 608.6 MB
subarctic_cranberry v11 529 games, 500536 moves, e=0.504, loss: 5.1, -, 43.0% elo% vs. v10, avg. reward: -5.130, 3.368 sec/game, 18.9 min. total, 609.1 MB
subarctic_cranberry v11 530 games, 501909 moves, e=0.503, loss: 4.8, -, 41.1% elo% vs. v10, avg. reward: -5.112, 3.349 sec/game, 19.0 min. total, 609.5 MB
subarctic_cranberry v11 531 games, 503240 moves, e=0.502, loss: 5.5, -, 39.3% elo% vs. v10, avg. reward: -5.095, 3.346 sec/game, 19.0 min. total, 609.6 MB
subarctic_cranberry v11 532 games, 504629 moves, e=0.500, loss: 5.6, +, 42.0% elo% vs. v10, avg. reward: -5.067, 3.377 sec/game, 19.1 min. total, 607.7 MB
subarctic_cranberry v11 533 games, 505975 moves, e=0.499, loss: 5.7, +, 44.6% elo% vs. v10, avg. reward: -5.057, 3.383 sec/game, 19.1 min. total, 609.7 MB
subarctic_cranberry v11 534 games, 507296 moves, e=0.498, loss: 5.3, -, 42.6% elo% vs. v10, avg. reward: -5.038, 3.387 sec/game, 19.2 min. total, 611.4 MB
subarctic_cranberry v11 535 games, 508831 moves, e=0.496, loss: 5.8, +, 45.2% elo% vs. v10, avg. reward: -5.027, 3.405 sec/game, 19.3 min. total, 611.3 MB
subarctic_cranberry v11 536 games, 510050 moves, e=0.495, loss: 5.6, -, 43.1% elo% vs. v10, avg. reward: -5.026, 3.396 sec/game, 19.3 min. total, 611.2 MB
subarctic_cranberry v11 537 games, 511152 moves, e=0.494, loss: 5.7, -, 41.2% elo% vs. v10, avg. reward: -5.036, 3.337 sec/game, 19.4 min. total, 613.2 MB
subarctic_cranberry v11 538 games, 512378 moves, e=0.493, loss: 6.2, +, 43.8% elo% vs. v10, avg. reward: -5.046, 3.297 sec/game, 19.4 min. total, 609.5 MB
subarctic_cranberry v11 539 games, 513752 moves, e=0.491, loss: 5.7, -, 41.9% elo% vs. v10, avg. reward: -5.019, 3.292 sec/game, 19.5 min. total, 613.8 MB
subarctic_cranberry v11 540 games, 514829 moves, e=0.490, loss: 6.0, ., 42.2% elo% vs. v10, avg. reward: -5.026, 3.249 sec/game, 19.5 min. total, 613.5 MB
subarctic_cranberry v11 541 games, 516233 moves, e=0.489, loss: 5.7, -, 40.3% elo% vs. v10, avg. reward: -5.025, 3.226 sec/game, 19.6 min. total, 613.4 MB
subarctic_cranberry v11 542 games, 517514 moves, e=0.488, loss: 6.9, -, 38.6% elo% vs. v10, avg. reward: -5.017, 3.216 sec/game, 19.6 min. total, 616.8 MB
subarctic_cranberry v11 543 games, 518784 moves, e=0.486, loss: 7.8, -, 36.9% elo% vs. v10, avg. reward: -5.010, 3.203 sec/game, 19.7 min. total, 616.7 MB
subarctic_cranberry v11 544 games, 520236 moves, e=0.485, loss: 7.4, -, 35.3% elo% vs. v10, avg. reward: -4.996, 3.189 sec/game, 19.7 min. total, 616.8 MB
subarctic_cranberry v11 545 games, 521563 moves, e=0.484, loss: 7.3, +, 38.1% elo% vs. v10, avg. reward: -4.994, 3.192 sec/game, 19.8 min. total, 619.4 MB
subarctic_cranberry v11 546 games, 522951 moves, e=0.482, loss: 6.5, ., 38.6% elo% vs. v10, avg. reward: -4.989, 3.195 sec/game, 19.8 min. total, 620.3 MB
subarctic_cranberry v11 547 games, 524380 moves, e=0.481, loss: 6.7, ., 39.1% elo% vs. v10, avg. reward: -4.971, 3.210 sec/game, 19.9 min. total, 620.7 MB
subarctic_cranberry v11 548 games, 525645 moves, e=0.480, loss: 6.7, -, 37.4% elo% vs. v10, avg. reward: -4.978, 3.197 sec/game, 19.9 min. total, 621.0 MB
subarctic_cranberry v11 549 games, 526916 moves, e=0.478, loss: 6.4, -, 35.8% elo% vs. v10, avg. reward: -4.970, 3.195 sec/game, 20.0 min. total, 621.1 MB
subarctic_cranberry v11 550 games, 528157 moves, e=0.477, loss: 6.1, -, 34.3% elo% vs. v10, avg. reward: -4.973, 3.178 sec/game, 20.0 min. total, 621.0 MB
subarctic_cranberry v11 551 games, 529437 moves, e=0.476, loss: 5.0, -, 32.9% elo% vs. v10, avg. reward: -4.979, 3.176 sec/game, 20.1 min. total, 622.2 MB
subarctic_cranberry v11 552 games, 530938 moves, e=0.474, loss: 6.0, ., 33.6% elo% vs. v10, avg. reward: -4.955, 3.164 sec/game, 20.1 min. total, 622.4 MB
subarctic_cranberry v11 553 games, 532400 moves, e=0.473, loss: 5.2, -, 32.2% elo% vs. v10, avg. reward: -4.940, 3.171 sec/game, 20.2 min. total, 622.4 MB
subarctic_cranberry v11 554 games, 533897 moves, e=0.471, loss: 4.5, -, 31.0% elo% vs. v10, avg. reward: -4.930, 3.174 sec/game, 20.3 min. total, 622.5 MB
subarctic_cranberry v11 555 games, 535468 moves, e=0.470, loss: 4.2, -, 29.7% elo% vs. v10, avg. reward: -4.912, 3.160 sec/game, 20.3 min. total, 623.3 MB
subarctic_cranberry v11 556 games, 537028 moves, e=0.468, loss: 3.3, -, 28.6% elo% vs. v10, avg. reward: -4.889, 3.197 sec/game, 20.4 min. total, 622.2 MB
subarctic_cranberry v11 557 games, 538623 moves, e=0.467, loss: 3.5, -, 27.6% elo% vs. v10, avg. reward: -4.868, 3.248 sec/game, 20.4 min. total, 625.2 MB
subarctic_cranberry v11 558 games, 539887 moves, e=0.466, loss: 3.4, -, 26.5% elo% vs. v10, avg. reward: -4.859, 3.259 sec/game, 20.5 min. total, 625.3 MB
subarctic_cranberry v11 559 games, 541394 moves, e=0.464, loss: 3.6, -, 25.6% elo% vs. v10, avg. reward: -4.846, 3.263 sec/game, 20.6 min. total, 625.5 MB
subarctic_cranberry v11 560 games, 542744 moves, e=0.463, loss: 3.7, -, 24.7% elo% vs. v10, avg. reward: -4.841, 3.300 sec/game, 20.6 min. total, 625.5 MB
subarctic_cranberry v11 561 games, 544064 moves, e=0.461, loss: 4.2, +, 27.4% elo% vs. v10, avg. reward: -4.835, 3.289 sec/game, 20.7 min. total, 625.8 MB
subarctic_cranberry v11 562 games, 545486 moves, e=0.460, loss: 4.0, +, 30.1% elo% vs. v10, avg. reward: -4.825, 3.298 sec/game, 20.7 min. total, 627.5 MB
subarctic_cranberry v11 563 games, 546990 moves, e=0.458, loss: 4.2, +, 32.9% elo% vs. v10, avg. reward: -4.819, 3.334 sec/game, 20.8 min. total, 627.6 MB
subarctic_cranberry v11 564 games, 548589 moves, e=0.457, loss: 3.8, -, 31.6% elo% vs. v10, avg. reward: -4.800, 3.355 sec/game, 20.8 min. total, 629.5 MB
subarctic_cranberry v11 565 games, 549898 moves, e=0.456, loss: 3.6, -, 30.3% elo% vs. v10, avg. reward: -4.779, 3.363 sec/game, 20.9 min. total, 625.5 MB
subarctic_cranberry v11 566 games, 551285 moves, e=0.454, loss: 3.9, +, 33.1% elo% vs. v10, avg. reward: -4.773, 3.347 sec/game, 20.9 min. total, 627.6 MB
subarctic_cranberry v11 567 games, 552673 moves, e=0.453, loss: 4.5, -, 31.8% elo% vs. v10, avg. reward: -4.764, 3.352 sec/game, 21.0 min. total, 627.6 MB
subarctic_cranberry v11 568 games, 554059 moves, e=0.451, loss: 5.1, -, 30.5% elo% vs. v10, avg. reward: -4.759, 3.365 sec/game, 21.1 min. total, 630.0 MB
subarctic_cranberry v11 569 games, 555572 moves, e=0.450, loss: 5.4, -, 29.3% elo% vs. v10, avg. reward: -4.741, 3.403 sec/game, 21.1 min. total, 630.1 MB
subarctic_cranberry v11 570 games, 556983 moves, e=0.449, loss: 5.5, +, 32.1% elo% vs. v10, avg. reward: -4.729, 3.415 sec/game, 21.2 min. total, 630.3 MB
subarctic_cranberry v11 571 games, 558399 moves, e=0.447, loss: 5.6, -, 30.8% elo% vs. v10, avg. reward: -4.715, 3.431 sec/game, 21.2 min. total, 630.6 MB
subarctic_cranberry v11 572 games, 560097 moves, e=0.446, loss: 5.7, -, 29.6% elo% vs. v10, avg. reward: -4.700, 3.452 sec/game, 21.3 min. total, 630.8 MB
subarctic_cranberry v11 573 games, 561718 moves, e=0.444, loss: 5.6, -, 28.5% elo% vs. v10, avg. reward: -4.683, 3.476 sec/game, 21.4 min. total, 631.8 MB
subarctic_cranberry v11 574 games, 562960 moves, e=0.443, loss: 5.6, +, 31.3% elo% vs. v10, avg. reward: -4.680, 3.451 sec/game, 21.4 min. total, 633.8 MB
subarctic_cranberry v11 575 games, 564447 moves, e=0.441, loss: 5.7, -, 30.0% elo% vs. v10, avg. reward: -4.675, 3.441 sec/game, 21.5 min. total, 634.2 MB
subarctic_cranberry v11 576 games, 565882 moves, e=0.440, loss: 5.4, -, 28.9% elo% vs. v10, avg. reward: -4.668, 3.426 sec/game, 21.5 min. total, 634.5 MB
subarctic_cranberry v11 577 games, 567203 moves, e=0.438, loss: 5.3, -, 27.8% elo% vs. v10, avg. reward: -4.651, 3.401 sec/game, 21.6 min. total, 634.5 MB
subarctic_cranberry v11 578 games, 568834 moves, e=0.437, loss: 4.9, ., 28.6% elo% vs. v10, avg. reward: -4.637, 3.439 sec/game, 21.6 min. total, 635.3 MB
subarctic_cranberry v11 579 games, 570445 moves, e=0.435, loss: 4.9, -, 27.6% elo% vs. v10, avg. reward: -4.611, 3.442 sec/game, 21.7 min. total, 637.0 MB
subarctic_cranberry v11 580 games, 571871 moves, e=0.434, loss: 4.6, -, 26.6% elo% vs. v10, avg. reward: -4.604, 3.442 sec/game, 21.8 min. total, 636.5 MB
subarctic_cranberry v11 581 games, 573505 moves, e=0.432, loss: 3.9, +, 29.3% elo% vs. v10, avg. reward: -4.591, 3.488 sec/game, 21.8 min. total, 637.1 MB
subarctic_cranberry v11 582 games, 574981 moves, e=0.431, loss: 4.2, -, 28.2% elo% vs. v10, avg. reward: -4.590, 3.500 sec/game, 21.9 min. total, 637.1 MB
subarctic_cranberry v11 583 games, 576399 moves, e=0.429, loss: 4.4, -, 27.2% elo% vs. v10, avg. reward: -4.576, 3.477 sec/game, 21.9 min. total, 637.5 MB
subarctic_cranberry v11 584 games, 578094 moves, e=0.428, loss: 4.1, -, 26.2% elo% vs. v10, avg. reward: -4.556, 3.485 sec/game, 22.0 min. total, 639.5 MB
subarctic_cranberry v11 585 games, 579470 moves, e=0.426, loss: 3.7, +, 28.9% elo% vs. v10, avg. reward: -4.543, 3.490 sec/game, 22.1 min. total, 639.8 MB
subarctic_cranberry v11 586 games, 580907 moves, e=0.425, loss: 4.1, -, 27.8% elo% vs. v10, avg. reward: -4.534, 3.506 sec/game, 22.1 min. total, 640.3 MB
subarctic_cranberry v11 587 games, 582477 moves, e=0.423, loss: 4.3, -, 26.8% elo% vs. v10, avg. reward: -4.520, 3.523 sec/game, 22.2 min. total, 640.3 MB
subarctic_cranberry v11 588 games, 583953 moves, e=0.422, loss: 4.0, -, 25.8% elo% vs. v10, avg. reward: -4.513, 3.545 sec/game, 22.2 min. total, 640.1 MB
subarctic_cranberry v11 589 games, 585360 moves, e=0.420, loss: 3.6, -, 24.9% elo% vs. v10, avg. reward: -4.499, 3.521 sec/game, 22.3 min. total, 642.7 MB
subarctic_cranberry v11 590 games, 587004 moves, e=0.419, loss: 4.1, +, 27.6% elo% vs. v10, avg. reward: -4.486, 3.535 sec/game, 22.4 min. total, 640.4 MB
subarctic_cranberry v11 591 games, 588664 moves, e=0.417, loss: 4.1, -, 26.6% elo% vs. v10, avg. reward: -4.473, 3.562 sec/game, 22.4 min. total, 641.9 MB
subarctic_cranberry v11 592 games, 590050 moves, e=0.416, loss: 4.4, -, 25.7% elo% vs. v10, avg. reward: -4.468, 3.539 sec/game, 22.5 min. total, 642.3 MB
subarctic_cranberry v11 593 games, 591762 moves, e=0.414, loss: 4.6, +, 28.4% elo% vs. v10, avg. reward: -4.452, 3.549 sec/game, 22.5 min. total, 642.2 MB
subarctic_cranberry v11 594 games, 593547 moves, e=0.412, loss: 5.0, -, 27.3% elo% vs. v10, avg. reward: -4.436, 3.600 sec/game, 22.6 min. total, 642.5 MB
subarctic_cranberry v11 595 games, 594969 moves, e=0.411, loss: 5.1, -, 26.3% elo% vs. v10, avg. reward: -4.434, 3.603 sec/game, 22.7 min. total, 645.0 MB
subarctic_cranberry v11 596 games, 596340 moves, e=0.410, loss: 4.8, -, 25.4% elo% vs. v10, avg. reward: -4.419, 3.597 sec/game, 22.7 min. total, 645.2 MB
subarctic_cranberry v11 597 games, 597937 moves, e=0.408, loss: 4.8, -, 24.5% elo% vs. v10, avg. reward: -4.405, 3.628 sec/game, 22.8 min. total, 644.7 MB
subarctic_cranberry v11 598 games, 599350 moves, e=0.407, loss: 5.2, -, 23.7% elo% vs. v10, avg. reward: -4.404, 3.608 sec/game, 22.8 min. total, 644.6 MB
subarctic_cranberry v11 599 games, 600720 moves, e=0.405, loss: 5.0, -, 22.9% elo% vs. v10, avg. reward: -4.403, 3.594 sec/game, 22.9 min. total, 645.2 MB
subarctic_cranberry v11 600 games, 602427 moves, e=0.404, loss: 4.4, -, 22.2% elo% vs. v10, avg. reward: -4.383, 3.612 sec/game, 23.0 min. total, 645.5 MB
subarctic_cranberry v12 601 games, 603952 moves, e=0.402, loss: 4.4, +, 52.3% elo% vs. v10, avg. reward: -4.372, 3.595 sec/game, 23.0 min. total, 646.9 MB
subarctic_cranberry v12 602 games, 605653 moves, e=0.400, loss: 5.0, +, 54.5% elo% vs. v10, avg. reward: -4.358, 3.607 sec/game, 23.1 min. total, 647.2 MB
subarctic_cranberry v12 603 games, 607211 moves, e=0.399, loss: 4.9, +, 56.6% elo% vs. v10, avg. reward: -4.355, 3.622 sec/game, 23.1 min. total, 647.1 MB
subarctic_cranberry v12 604 games, 608672 moves, e=0.397, loss: 5.3, -, 54.0% elo% vs. v10, avg. reward: -4.356, 3.604 sec/game, 23.2 min. total, 647.5 MB
subarctic_cranberry v12 605 games, 610354 moves, e=0.396, loss: 4.7, +, 56.1% elo% vs. v10, avg. reward: -4.350, 3.639 sec/game, 23.3 min. total, 648.0 MB
subarctic_cranberry v12 606 games, 611833 moves, e=0.394, loss: 4.3, ., 55.8% elo% vs. v10, avg. reward: -4.347, 3.644 sec/game, 23.3 min. total, 648.2 MB
subarctic_cranberry v12 607 games, 613414 moves, e=0.393, loss: 4.7, ., 55.5% elo% vs. v10, avg. reward: -4.344, 3.649 sec/game, 23.4 min. total, 650.2 MB
subarctic_cranberry v12 608 games, 614807 moves, e=0.391, loss: 4.1, -, 53.0% elo% vs. v10, avg. reward: -4.344, 3.628 sec/game, 23.5 min. total, 650.2 MB
subarctic_cranberry v12 609 games, 616587 moves, e=0.390, loss: 3.8, -, 50.6% elo% vs. v10, avg. reward: -4.317, 3.671 sec/game, 23.5 min. total, 651.0 MB
subarctic_cranberry v12 610 games, 618448 moves, e=0.388, loss: 3.6, -, 48.2% elo% vs. v10, avg. reward: -4.315, 3.699 sec/game, 23.6 min. total, 651.1 MB
subarctic_cranberry v12 611 games, 620021 moves, e=0.386, loss: 4.1, +, 50.6% elo% vs. v10, avg. reward: -4.307, 3.683 sec/game, 23.6 min. total, 653.3 MB
subarctic_cranberry v12 612 games, 621688 moves, e=0.385, loss: 4.2, -, 48.3% elo% vs. v10, avg. reward: -4.289, 3.711 sec/game, 23.7 min. total, 653.2 MB
subarctic_cranberry v12 613 games, 623352 moves, e=0.383, loss: 3.9, +, 50.7% elo% vs. v10, avg. reward: -4.281, 3.696 sec/game, 23.8 min. total, 653.2 MB
subarctic_cranberry v12 614 games, 625130 moves, e=0.381, loss: 4.2, +, 52.9% elo% vs. v10, avg. reward: -4.270, 3.711 sec/game, 23.9 min. total, 653.7 MB
subarctic_cranberry v12 615 games, 626645 moves, e=0.380, loss: 4.3, -, 50.5% elo% vs. v10, avg. reward: -4.266, 3.724 sec/game, 23.9 min. total, 653.9 MB
subarctic_cranberry v12 616 games, 628572 moves, e=0.378, loss: 4.0, -, 48.2% elo% vs. v10, avg. reward: -4.252, 3.784 sec/game, 24.0 min. total, 654.8 MB
subarctic_cranberry v12 617 games, 630169 moves, e=0.376, loss: 3.4, -, 46.0% elo% vs. v10, avg. reward: -4.254, 3.777 sec/game, 24.0 min. total, 655.4 MB
subarctic_cranberry v12 618 games, 632107 moves, e=0.374, loss: 2.9, +, 48.4% elo% vs. v10, avg. reward: -4.235, 3.825 sec/game, 24.1 min. total, 656.3 MB
subarctic_cranberry v12 619 games, 633937 moves, e=0.372, loss: 2.8, +, 50.8% elo% vs. v10, avg. reward: -4.223, 3.864 sec/game, 24.2 min. total, 658.5 MB
subarctic_cranberry v12 620 games, 635716 moves, e=0.371, loss: 3.1, -, 48.5% elo% vs. v10, avg. reward: -4.215, 3.876 sec/game, 24.3 min. total, 657.2 MB
subarctic_cranberry v12 621 games, 637469 moves, e=0.369, loss: 3.0, -, 46.3% elo% vs. v10, avg. reward: -4.215, 3.898 sec/game, 24.3 min. total, 658.1 MB
subarctic_cranberry v12 622 games, 639402 moves, e=0.367, loss: 2.7, -, 44.1% elo% vs. v10, avg. reward: -4.203, 3.931 sec/game, 24.4 min. total, 658.4 MB
subarctic_cranberry v12 623 games, 641084 moves, e=0.365, loss: 2.7, -, 42.2% elo% vs. v10, avg. reward: -4.194, 3.940 sec/game, 24.5 min. total, 658.5 MB
subarctic_cranberry v12 624 games, 643065 moves, e=0.363, loss: 3.0, -, 40.3% elo% vs. v10, avg. reward: -4.182, 3.980 sec/game, 24.5 min. total, 659.6 MB
subarctic_cranberry v12 625 games, 644905 moves, e=0.362, loss: 3.1, ., 40.7% elo% vs. v10, avg. reward: -4.161, 3.994 sec/game, 24.6 min. total, 658.1 MB
subarctic_cranberry v12 626 games, 646776 moves, e=0.360, loss: 3.4, -, 38.9% elo% vs. v10, avg. reward: -4.149, 4.038 sec/game, 24.7 min. total, 661.6 MB
