magnetize_flanked v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.4 MB
magnetize_flanked v7 443 games, 357883 moves, e=0.646, loss: 4.4, -, 27.9% elo% vs. random_no_suicide, avg. reward: -6.501, 2.000 sec/game, 12.3 min. total, 577.8 MB
magnetize_flanked v7 444 games, 358752 moves, e=0.645, loss: 4.4, -, 26.8% elo% vs. random_no_suicide, avg. reward: -6.494, 2.012 sec/game, 12.3 min. total, 578.2 MB
magnetize_flanked v7 445 games, 359599 moves, e=0.644, loss: 4.4, -, 25.9% elo% vs. random_no_suicide, avg. reward: -6.493, 2.012 sec/game, 12.3 min. total, 580.9 MB
magnetize_flanked v7 446 games, 360600 moves, e=0.643, loss: 4.2, -, 25.0% elo% vs. random_no_suicide, avg. reward: -6.475, 2.020 sec/game, 12.4 min. total, 579.0 MB
magnetize_flanked v7 447 games, 361550 moves, e=0.642, loss: 4.1, -, 24.1% elo% vs. random_no_suicide, avg. reward: -6.465, 2.024 sec/game, 12.4 min. total, 579.1 MB
magnetize_flanked v7 448 games, 362525 moves, e=0.641, loss: 4.0, -, 23.3% elo% vs. random_no_suicide, avg. reward: -6.435, 2.035 sec/game, 12.4 min. total, 580.7 MB
magnetize_flanked v7 449 games, 363504 moves, e=0.640, loss: 4.3, +, 25.9% elo% vs. random_no_suicide, avg. reward: -6.429, 2.043 sec/game, 12.5 min. total, 579.9 MB
magnetize_flanked v7 450 games, 364360 moves, e=0.639, loss: 4.2, -, 25.0% elo% vs. random_no_suicide, avg. reward: -6.432, 2.035 sec/game, 12.5 min. total, 580.2 MB
magnetize_flanked v7 451 games, 365425 moves, e=0.638, loss: 4.4, -, 24.2% elo% vs. random_no_suicide, avg. reward: -6.415, 2.034 sec/game, 12.6 min. total, 580.3 MB
magnetize_flanked v7 452 games, 366383 moves, e=0.637, loss: 4.4, +, 26.8% elo% vs. random_no_suicide, avg. reward: -6.402, 2.054 sec/game, 12.6 min. total, 579.9 MB
magnetize_flanked v7 453 games, 367563 moves, e=0.636, loss: 4.6, +, 29.6% elo% vs. random_no_suicide, avg. reward: -6.397, 2.069 sec/game, 12.6 min. total, 580.5 MB
magnetize_flanked v7 454 games, 368530 moves, e=0.635, loss: 4.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: -6.390, 2.068 sec/game, 12.7 min. total, 580.5 MB
magnetize_flanked v7 455 games, 369530 moves, e=0.634, loss: 4.7, +, 31.2% elo% vs. random_no_suicide, avg. reward: -6.383, 2.066 sec/game, 12.7 min. total, 580.3 MB
magnetize_flanked v7 456 games, 370444 moves, e=0.633, loss: 4.6, -, 30.0% elo% vs. random_no_suicide, avg. reward: -6.372, 2.071 sec/game, 12.7 min. total, 581.3 MB
magnetize_flanked v7 457 games, 371344 moves, e=0.632, loss: 4.5, ., 30.8% elo% vs. random_no_suicide, avg. reward: -6.358, 2.043 sec/game, 12.8 min. total, 582.2 MB
magnetize_flanked v7 458 games, 372537 moves, e=0.631, loss: 4.2, -, 29.6% elo% vs. random_no_suicide, avg. reward: -6.340, 2.066 sec/game, 12.8 min. total, 583.3 MB
magnetize_flanked v7 459 games, 373427 moves, e=0.630, loss: 4.2, +, 32.3% elo% vs. random_no_suicide, avg. reward: -6.329, 2.055 sec/game, 12.8 min. total, 583.3 MB
magnetize_flanked v7 460 games, 374496 moves, e=0.629, loss: 3.9, +, 35.1% elo% vs. random_no_suicide, avg. reward: -6.301, 2.050 sec/game, 12.9 min. total, 583.5 MB
magnetize_flanked v7 461 games, 375454 moves, e=0.628, loss: 4.1, -, 33.7% elo% vs. random_no_suicide, avg. reward: -6.293, 2.066 sec/game, 12.9 min. total, 583.7 MB
magnetize_flanked v7 462 games, 376417 moves, e=0.627, loss: 4.3, -, 32.3% elo% vs. random_no_suicide, avg. reward: -6.287, 2.069 sec/game, 12.9 min. total, 586.0 MB
magnetize_flanked v7 463 games, 377417 moves, e=0.626, loss: 4.5, -, 31.0% elo% vs. random_no_suicide, avg. reward: -6.279, 2.094 sec/game, 13.0 min. total, 588.6 MB
magnetize_flanked v7 464 games, 378232 moves, e=0.626, loss: 4.5, -, 29.8% elo% vs. random_no_suicide, avg. reward: -6.286, 2.083 sec/game, 13.0 min. total, 588.9 MB
magnetize_flanked v7 465 games, 379105 moves, e=0.625, loss: 4.1, +, 32.6% elo% vs. random_no_suicide, avg. reward: -6.288, 2.083 sec/game, 13.0 min. total, 584.2 MB
magnetize_flanked v7 466 games, 380327 moves, e=0.623, loss: 4.2, -, 31.3% elo% vs. random_no_suicide, avg. reward: -6.260, 2.107 sec/game, 13.1 min. total, 585.8 MB
magnetize_flanked v7 467 games, 381291 moves, e=0.623, loss: 3.9, +, 34.0% elo% vs. random_no_suicide, avg. reward: -6.254, 2.106 sec/game, 13.1 min. total, 587.2 MB
magnetize_flanked v7 468 games, 382253 moves, e=0.622, loss: 4.2, -, 32.7% elo% vs. random_no_suicide, avg. reward: -6.237, 2.114 sec/game, 13.2 min. total, 588.7 MB
magnetize_flanked v7 469 games, 383117 moves, e=0.621, loss: 4.2, -, 31.3% elo% vs. random_no_suicide, avg. reward: -6.235, 2.106 sec/game, 13.2 min. total, 591.4 MB
magnetize_flanked v7 470 games, 384200 moves, e=0.620, loss: 4.4, -, 30.1% elo% vs. random_no_suicide, avg. reward: -6.220, 2.123 sec/game, 13.2 min. total, 588.9 MB
magnetize_flanked v7 471 games, 385208 moves, e=0.619, loss: 4.6, -, 29.0% elo% vs. random_no_suicide, avg. reward: -6.215, 2.121 sec/game, 13.3 min. total, 589.4 MB
magnetize_flanked v7 472 games, 386257 moves, e=0.618, loss: 4.8, +, 31.7% elo% vs. random_no_suicide, avg. reward: -6.196, 2.124 sec/game, 13.3 min. total, 587.0 MB
magnetize_flanked v7 473 games, 387239 moves, e=0.617, loss: 4.4, -, 30.5% elo% vs. random_no_suicide, avg. reward: -6.184, 2.110 sec/game, 13.3 min. total, 592.0 MB
magnetize_flanked v7 474 games, 388165 moves, e=0.616, loss: 4.5, -, 29.3% elo% vs. random_no_suicide, avg. reward: -6.169, 2.102 sec/game, 13.4 min. total, 592.4 MB
magnetize_flanked v7 475 games, 389017 moves, e=0.615, loss: 4.4, +, 32.1% elo% vs. random_no_suicide, avg. reward: -6.165, 2.103 sec/game, 13.4 min. total, 588.3 MB
magnetize_flanked v7 476 games, 389956 moves, e=0.614, loss: 4.2, -, 30.8% elo% vs. random_no_suicide, avg. reward: -6.163, 2.095 sec/game, 13.4 min. total, 588.8 MB
magnetize_flanked v7 477 games, 390953 moves, e=0.613, loss: 4.2, -, 29.6% elo% vs. random_no_suicide, avg. reward: -6.160, 2.108 sec/game, 13.5 min. total, 588.8 MB
magnetize_flanked v7 478 games, 391882 moves, e=0.612, loss: 4.4, +, 32.4% elo% vs. random_no_suicide, avg. reward: -6.155, 2.089 sec/game, 13.5 min. total, 588.5 MB
magnetize_flanked v7 479 games, 392918 moves, e=0.611, loss: 4.5, +, 35.2% elo% vs. random_no_suicide, avg. reward: -6.145, 2.098 sec/game, 13.5 min. total, 588.9 MB
magnetize_flanked v7 480 games, 393809 moves, e=0.610, loss: 4.5, +, 37.9% elo% vs. random_no_suicide, avg. reward: -6.150, 2.090 sec/game, 13.6 min. total, 588.9 MB
magnetize_flanked v7 481 games, 394798 moves, e=0.609, loss: 4.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: -6.127, 2.088 sec/game, 13.6 min. total, 589.3 MB
magnetize_flanked v7 482 games, 395732 moves, e=0.608, loss: 4.2, +, 39.0% elo% vs. random_no_suicide, avg. reward: -6.109, 2.090 sec/game, 13.6 min. total, 589.2 MB
magnetize_flanked v7 483 games, 396664 moves, e=0.607, loss: 4.4, +, 41.7% elo% vs. random_no_suicide, avg. reward: -6.092, 2.079 sec/game, 13.7 min. total, 589.5 MB
magnetize_flanked v7 484 games, 397686 moves, e=0.606, loss: 4.5, +, 44.4% elo% vs. random_no_suicide, avg. reward: -6.077, 2.105 sec/game, 13.7 min. total, 590.8 MB
magnetize_flanked v7 485 games, 398676 moves, e=0.605, loss: 4.7, +, 46.9% elo% vs. random_no_suicide, avg. reward: -6.076, 2.121 sec/game, 13.7 min. total, 593.2 MB
magnetize_flanked v7 486 games, 399727 moves, e=0.604, loss: 4.9, -, 44.8% elo% vs. random_no_suicide, avg. reward: -6.071, 2.098 sec/game, 13.8 min. total, 592.8 MB
magnetize_flanked v7 487 games, 400765 moves, e=0.603, loss: 4.8, -, 42.7% elo% vs. random_no_suicide, avg. reward: -6.045, 2.108 sec/game, 13.8 min. total, 593.2 MB
magnetize_flanked v7 488 games, 401672 moves, e=0.602, loss: 4.6, ., 43.1% elo% vs. random_no_suicide, avg. reward: -6.046, 2.101 sec/game, 13.9 min. total, 592.9 MB
magnetize_flanked v7 489 games, 402803 moves, e=0.601, loss: 4.5, -, 41.1% elo% vs. random_no_suicide, avg. reward: -6.047, 2.115 sec/game, 13.9 min. total, 593.3 MB
magnetize_flanked v7 490 games, 403683 moves, e=0.600, loss: 4.4, +, 43.8% elo% vs. random_no_suicide, avg. reward: -6.043, 2.096 sec/game, 13.9 min. total, 593.1 MB
magnetize_flanked v7 491 games, 404793 moves, e=0.599, loss: 4.2, ., 44.1% elo% vs. random_no_suicide, avg. reward: -6.035, 2.112 sec/game, 14.0 min. total, 593.2 MB
magnetize_flanked v7 492 games, 405906 moves, e=0.598, loss: 4.3, +, 46.6% elo% vs. random_no_suicide, avg. reward: -6.019, 2.127 sec/game, 14.0 min. total, 593.2 MB
magnetize_flanked v7 493 games, 407069 moves, e=0.597, loss: 4.2, +, 49.1% elo% vs. random_no_suicide, avg. reward: -5.986, 2.142 sec/game, 14.0 min. total, 594.9 MB
magnetize_flanked v7 494 games, 408065 moves, e=0.596, loss: 3.9, +, 51.4% elo% vs. random_no_suicide, avg. reward: -5.967, 2.154 sec/game, 14.1 min. total, 597.0 MB
magnetize_flanked v7 495 games, 409165 moves, e=0.595, loss: 4.2, +, 53.7% elo% vs. random_no_suicide, avg. reward: -5.953, 2.173 sec/game, 14.1 min. total, 596.8 MB
magnetize_flanked v7 496 games, 410152 moves, e=0.594, loss: 4.2, -, 51.2% elo% vs. random_no_suicide, avg. reward: -5.943, 2.184 sec/game, 14.2 min. total, 597.0 MB
magnetize_flanked v7 497 games, 411127 moves, e=0.593, loss: 4.4, -, 48.8% elo% vs. random_no_suicide, avg. reward: -5.924, 2.177 sec/game, 14.2 min. total, 601.8 MB
magnetize_flanked v7 498 games, 411924 moves, e=0.592, loss: 4.3, +, 51.2% elo% vs. random_no_suicide, avg. reward: -5.933, 2.171 sec/game, 14.2 min. total, 596.6 MB
magnetize_flanked v7 499 games, 412854 moves, e=0.591, loss: 4.7, ., 51.1% elo% vs. random_no_suicide, avg. reward: -5.922, 2.161 sec/game, 14.3 min. total, 596.8 MB
magnetize_flanked v7 500 games, 413812 moves, e=0.590, loss: 5.0, +, 53.4% elo% vs. random_no_suicide, avg. reward: -5.922, 2.158 sec/game, 14.3 min. total, 597.1 MB
magnetize_flanked v8 501 games, 414854 moves, e=0.589, loss: 5.1, +, 52.3% elo% vs. random_no_suicide, avg. reward: -5.917, 2.168 sec/game, 14.3 min. total, 596.9 MB
magnetize_flanked v8 502 games, 415823 moves, e=0.588, loss: 4.8, +, 54.5% elo% vs. random_no_suicide, avg. reward: -5.902, 2.166 sec/game, 14.4 min. total, 597.5 MB
magnetize_flanked v8 503 games, 416902 moves, e=0.587, loss: 4.9, -, 52.0% elo% vs. random_no_suicide, avg. reward: -5.883, 2.194 sec/game, 14.4 min. total, 597.4 MB
magnetize_flanked v8 504 games, 417802 moves, e=0.586, loss: 5.0, -, 49.6% elo% vs. random_no_suicide, avg. reward: -5.882, 2.182 sec/game, 14.4 min. total, 597.5 MB
magnetize_flanked v8 505 games, 418771 moves, e=0.585, loss: 4.9, -, 47.3% elo% vs. random_no_suicide, avg. reward: -5.875, 2.171 sec/game, 14.5 min. total, 599.9 MB
magnetize_flanked v8 506 games, 419705 moves, e=0.584, loss: 4.9, +, 49.7% elo% vs. random_no_suicide, avg. reward: -5.864, 2.161 sec/game, 14.5 min. total, 597.8 MB
magnetize_flanked v8 507 games, 420689 moves, e=0.584, loss: 4.8, +, 52.1% elo% vs. random_no_suicide, avg. reward: -5.846, 2.163 sec/game, 14.5 min. total, 598.0 MB
magnetize_flanked v8 508 games, 421724 moves, e=0.582, loss: 4.9, +, 54.3% elo% vs. random_no_suicide, avg. reward: -5.841, 2.165 sec/game, 14.6 min. total, 598.4 MB
magnetize_flanked v8 509 games, 422681 moves, e=0.582, loss: 4.9, -, 51.8% elo% vs. random_no_suicide, avg. reward: -5.820, 2.217 sec/game, 14.6 min. total, 598.7 MB
magnetize_flanked v8 510 games, 423855 moves, e=0.580, loss: 4.9, +, 54.0% elo% vs. random_no_suicide, avg. reward: -5.804, 2.267 sec/game, 14.7 min. total, 599.5 MB
magnetize_flanked v8 511 games, 424997 moves, e=0.579, loss: 4.7, -, 51.5% elo% vs. random_no_suicide, avg. reward: -5.800, 2.289 sec/game, 14.7 min. total, 601.4 MB
magnetize_flanked v8 512 games, 426029 moves, e=0.578, loss: 5.1, +, 53.7% elo% vs. random_no_suicide, avg. reward: -5.803, 2.302 sec/game, 14.8 min. total, 601.5 MB
magnetize_flanked v8 513 games, 427115 moves, e=0.577, loss: 5.0, +, 55.8% elo% vs. random_no_suicide, avg. reward: -5.800, 2.318 sec/game, 14.8 min. total, 601.2 MB
magnetize_flanked v8 514 games, 428098 moves, e=0.576, loss: 4.4, +, 57.8% elo% vs. random_no_suicide, avg. reward: -5.790, 2.338 sec/game, 14.9 min. total, 601.5 MB
magnetize_flanked v8 515 games, 429117 moves, e=0.575, loss: 4.7, +, 59.7% elo% vs. random_no_suicide, avg. reward: -5.771, 2.356 sec/game, 14.9 min. total, 601.6 MB
magnetize_flanked v8 516 games, 430086 moves, e=0.574, loss: 4.5, +, 61.5% elo% vs. random_no_suicide, avg. reward: -5.768, 2.382 sec/game, 15.0 min. total, 601.9 MB
magnetize_flanked v8 517 games, 431201 moves, e=0.573, loss: 4.8, ., 61.0% elo% vs. random_no_suicide, avg. reward: -5.750, 2.424 sec/game, 15.0 min. total, 601.9 MB
magnetize_flanked v8 518 games, 432186 moves, e=0.572, loss: 4.4, ., 60.5% elo% vs. random_no_suicide, avg. reward: -5.741, 2.458 sec/game, 15.0 min. total, 602.2 MB
magnetize_flanked v8 519 games, 433189 moves, e=0.571, loss: 4.3, +, 62.2% elo% vs. random_no_suicide, avg. reward: -5.732, 2.490 sec/game, 15.1 min. total, 603.3 MB
magnetize_flanked v8 520 games, 434300 moves, e=0.570, loss: 4.5, -, 59.5% elo% vs. random_no_suicide, avg. reward: -5.722, 2.523 sec/game, 15.1 min. total, 604.1 MB
magnetize_flanked v8 521 games, 435311 moves, e=0.569, loss: 4.3, -, 56.8% elo% vs. random_no_suicide, avg. reward: -5.718, 2.533 sec/game, 15.2 min. total, 604.2 MB
magnetize_flanked v8 522 games, 436394 moves, e=0.568, loss: 4.6, -, 54.2% elo% vs. random_no_suicide, avg. reward: -5.720, 2.586 sec/game, 15.2 min. total, 604.3 MB
magnetize_flanked v8 523 games, 437538 moves, e=0.567, loss: 4.5, +, 56.3% elo% vs. random_no_suicide, avg. reward: -5.709, 2.610 sec/game, 15.3 min. total, 604.4 MB
magnetize_flanked v8 524 games, 438679 moves, e=0.566, loss: 4.4, +, 58.3% elo% vs. random_no_suicide, avg. reward: -5.675, 2.656 sec/game, 15.3 min. total, 604.3 MB
magnetize_flanked v8 525 games, 439567 moves, e=0.565, loss: 4.4, -, 55.7% elo% vs. random_no_suicide, avg. reward: -5.673, 2.679 sec/game, 15.4 min. total, 604.8 MB
magnetize_flanked v8 526 games, 440410 moves, e=0.564, loss: 4.1, +, 57.7% elo% vs. random_no_suicide, avg. reward: -5.678, 2.685 sec/game, 15.4 min. total, 604.4 MB
magnetize_flanked v8 527 games, 441453 moves, e=0.563, loss: 4.5, +, 59.6% elo% vs. random_no_suicide, avg. reward: -5.665, 2.706 sec/game, 15.4 min. total, 605.4 MB
magnetize_flanked v8 528 games, 442348 moves, e=0.562, loss: 4.7, +, 61.3% elo% vs. random_no_suicide, avg. reward: -5.661, 2.716 sec/game, 15.5 min. total, 606.8 MB
magnetize_flanked v8 529 games, 443448 moves, e=0.561, loss: 4.6, +, 63.0% elo% vs. random_no_suicide, avg. reward: -5.645, 2.702 sec/game, 15.5 min. total, 607.2 MB
magnetize_flanked v8 530 games, 444465 moves, e=0.560, loss: 4.6, +, 64.6% elo% vs. random_no_suicide, avg. reward: -5.637, 2.691 sec/game, 15.6 min. total, 607.1 MB
magnetize_flanked v8 531 games, 445386 moves, e=0.559, loss: 4.8, -, 61.8% elo% vs. random_no_suicide, avg. reward: -5.643, 2.663 sec/game, 15.6 min. total, 607.6 MB
magnetize_flanked v8 532 games, 446573 moves, e=0.558, loss: 4.4, -, 59.1% elo% vs. random_no_suicide, avg. reward: -5.620, 2.671 sec/game, 15.7 min. total, 607.7 MB
magnetize_flanked v8 533 games, 447690 moves, e=0.557, loss: 4.1, +, 60.9% elo% vs. random_no_suicide, avg. reward: -5.602, 2.683 sec/game, 15.7 min. total, 607.6 MB
magnetize_flanked v8 534 games, 448657 moves, e=0.556, loss: 4.1, +, 62.6% elo% vs. random_no_suicide, avg. reward: -5.611, 2.686 sec/game, 15.8 min. total, 607.4 MB
magnetize_flanked v8 535 games, 449537 moves, e=0.555, loss: 4.1, -, 59.9% elo% vs. random_no_suicide, avg. reward: -5.613, 2.665 sec/game, 15.8 min. total, 607.9 MB
magnetize_flanked v8 536 games, 450651 moves, e=0.554, loss: 4.8, +, 61.6% elo% vs. random_no_suicide, avg. reward: -5.599, 2.661 sec/game, 15.8 min. total, 608.3 MB
magnetize_flanked v8 537 games, 451747 moves, e=0.553, loss: 4.2, +, 63.3% elo% vs. random_no_suicide, avg. reward: -5.596, 2.665 sec/game, 15.9 min. total, 610.8 MB
magnetize_flanked v8 538 games, 452700 moves, e=0.552, loss: 4.4, -, 60.5% elo% vs. random_no_suicide, avg. reward: -5.603, 2.665 sec/game, 15.9 min. total, 610.1 MB
magnetize_flanked v8 539 games, 453730 moves, e=0.551, loss: 4.6, +, 62.3% elo% vs. random_no_suicide, avg. reward: -5.599, 2.672 sec/game, 16.0 min. total, 610.1 MB
magnetize_flanked v8 540 games, 454685 moves, e=0.550, loss: 4.8, +, 63.9% elo% vs. random_no_suicide, avg. reward: -5.595, 2.674 sec/game, 16.0 min. total, 610.5 MB
magnetize_flanked v8 541 games, 455848 moves, e=0.549, loss: 4.8, -, 61.1% elo% vs. random_no_suicide, avg. reward: -5.581, 2.693 sec/game, 16.1 min. total, 610.6 MB
magnetize_flanked v8 542 games, 456941 moves, e=0.548, loss: 5.1, -, 58.4% elo% vs. random_no_suicide, avg. reward: -5.562, 2.674 sec/game, 16.1 min. total, 611.2 MB
magnetize_flanked v8 543 games, 457967 moves, e=0.547, loss: 5.0, +, 60.3% elo% vs. random_no_suicide, avg. reward: -5.543, 2.655 sec/game, 16.2 min. total, 611.0 MB
magnetize_flanked v8 544 games, 458942 moves, e=0.546, loss: 4.9, +, 62.0% elo% vs. random_no_suicide, avg. reward: -5.531, 2.640 sec/game, 16.2 min. total, 611.3 MB
magnetize_flanked v8 545 games, 459995 moves, e=0.545, loss: 5.1, -, 59.3% elo% vs. random_no_suicide, avg. reward: -5.510, 2.651 sec/game, 16.2 min. total, 613.4 MB
magnetize_flanked v8 546 games, 460999 moves, e=0.544, loss: 5.1, +, 61.1% elo% vs. random_no_suicide, avg. reward: -5.515, 2.685 sec/game, 16.3 min. total, 613.2 MB
magnetize_flanked v8 547 games, 462082 moves, e=0.543, loss: 4.9, +, 62.8% elo% vs. random_no_suicide, avg. reward: -5.507, 2.697 sec/game, 16.3 min. total, 612.9 MB
magnetize_flanked v8 548 games, 463221 moves, e=0.541, loss: 5.2, -, 60.0% elo% vs. random_no_suicide, avg. reward: -5.497, 2.721 sec/game, 16.4 min. total, 613.4 MB
magnetize_flanked v8 549 games, 464358 moves, e=0.540, loss: 5.1, +, 61.8% elo% vs. random_no_suicide, avg. reward: -5.485, 2.724 sec/game, 16.4 min. total, 612.9 MB
magnetize_flanked v8 550 games, 465368 moves, e=0.539, loss: 5.3, -, 59.1% elo% vs. random_no_suicide, avg. reward: -5.470, 2.726 sec/game, 16.5 min. total, 613.5 MB
magnetize_flanked v8 551 games, 466298 moves, e=0.538, loss: 5.4, +, 60.9% elo% vs. random_no_suicide, avg. reward: -5.475, 2.730 sec/game, 16.5 min. total, 613.4 MB
magnetize_flanked v8 552 games, 467379 moves, e=0.537, loss: 5.6, +, 62.6% elo% vs. random_no_suicide, avg. reward: -5.465, 2.735 sec/game, 16.6 min. total, 614.0 MB
magnetize_flanked v8 553 games, 468587 moves, e=0.536, loss: 5.4, +, 64.2% elo% vs. random_no_suicide, avg. reward: -5.464, 2.737 sec/game, 16.6 min. total, 615.5 MB
magnetize_flanked v8 554 games, 469641 moves, e=0.535, loss: 5.6, +, 65.7% elo% vs. random_no_suicide, avg. reward: -5.453, 2.747 sec/game, 16.7 min. total, 616.3 MB
magnetize_flanked v8 555 games, 470582 moves, e=0.534, loss: 5.5, -, 62.9% elo% vs. random_no_suicide, avg. reward: -5.455, 2.750 sec/game, 16.7 min. total, 616.3 MB
magnetize_flanked v8 556 games, 471609 moves, e=0.533, loss: 5.6, +, 64.5% elo% vs. random_no_suicide, avg. reward: -5.446, 2.755 sec/game, 16.8 min. total, 616.6 MB
magnetize_flanked v8 557 games, 472683 moves, e=0.532, loss: 5.6, +, 66.0% elo% vs. random_no_suicide, avg. reward: -5.433, 2.739 sec/game, 16.8 min. total, 617.0 MB
magnetize_flanked v8 558 games, 473995 moves, e=0.531, loss: 5.4, +, 67.4% elo% vs. random_no_suicide, avg. reward: -5.422, 2.776 sec/game, 16.9 min. total, 616.7 MB
magnetize_flanked v8 559 games, 474903 moves, e=0.530, loss: 5.4, +, 68.7% elo% vs. random_no_suicide, avg. reward: -5.421, 2.766 sec/game, 16.9 min. total, 617.0 MB
magnetize_flanked v8 560 games, 475933 moves, e=0.529, loss: 5.3, +, 69.9% elo% vs. random_no_suicide, avg. reward: -5.421, 2.769 sec/game, 16.9 min. total, 616.8 MB
magnetize_flanked v8 561 games, 476904 moves, e=0.528, loss: 5.3, +, 71.0% elo% vs. random_no_suicide, avg. reward: -5.417, 2.741 sec/game, 17.0 min. total, 618.2 MB
magnetize_flanked v9 562 games, 477966 moves, e=0.527, loss: 5.1, -, 45.5% elo% vs. simple_bot, avg. reward: -5.408, 2.761 sec/game, 17.0 min. total, 622.0 MB
magnetize_flanked v9 563 games, 479087 moves, e=0.526, loss: 5.3, -, 43.4% elo% vs. simple_bot, avg. reward: -5.397, 2.777 sec/game, 17.1 min. total, 621.9 MB
magnetize_flanked v9 564 games, 480055 moves, e=0.525, loss: 5.2, -, 41.5% elo% vs. simple_bot, avg. reward: -5.380, 2.788 sec/game, 17.1 min. total, 621.7 MB
magnetize_flanked v9 565 games, 481251 moves, e=0.524, loss: 5.4, -, 39.6% elo% vs. simple_bot, avg. reward: -5.357, 2.811 sec/game, 17.2 min. total, 622.0 MB
magnetize_flanked v9 566 games, 482367 moves, e=0.522, loss: 5.2, -, 37.9% elo% vs. simple_bot, avg. reward: -5.357, 2.823 sec/game, 17.2 min. total, 622.2 MB
magnetize_flanked v9 567 games, 483349 moves, e=0.521, loss: 5.2, -, 36.3% elo% vs. simple_bot, avg. reward: -5.353, 2.815 sec/game, 17.3 min. total, 622.3 MB
magnetize_flanked v9 568 games, 484469 moves, e=0.520, loss: 5.2, -, 34.8% elo% vs. simple_bot, avg. reward: -5.337, 2.809 sec/game, 17.3 min. total, 623.1 MB
