utmost_conform v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.8 MB
utmost_conform v12 884 games, 1428460 moves, e=0.010, loss: 1.9, +, 39.8% elo% vs. simple_bot, avg. reward: -0.395, 8.277 sec/game, 55.8 min. total, 823.2 MB
utmost_conform v12 885 games, 1432152 moves, e=0.010, loss: 2.1, -, 38.1% elo% vs. simple_bot, avg. reward: -0.390, 8.239 sec/game, 55.9 min. total, 825.5 MB
utmost_conform v12 886 games, 1436219 moves, e=0.010, loss: 1.8, -, 36.5% elo% vs. simple_bot, avg. reward: -0.388, 8.298 sec/game, 56.1 min. total, 824.2 MB
utmost_conform v12 887 games, 1440016 moves, e=0.010, loss: 1.8, -, 34.9% elo% vs. simple_bot, avg. reward: -0.389, 8.290 sec/game, 56.2 min. total, 825.2 MB
utmost_conform v12 888 games, 1443268 moves, e=0.010, loss: 2.0, -, 33.5% elo% vs. simple_bot, avg. reward: -0.388, 8.255 sec/game, 56.3 min. total, 828.1 MB
utmost_conform v12 889 games, 1446951 moves, e=0.010, loss: 2.2, -, 32.1% elo% vs. simple_bot, avg. reward: -0.386, 8.243 sec/game, 56.5 min. total, 828.7 MB
utmost_conform v12 890 games, 1450815 moves, e=0.010, loss: 2.1, -, 30.8% elo% vs. simple_bot, avg. reward: -0.384, 8.215 sec/game, 56.6 min. total, 829.7 MB
utmost_conform v12 891 games, 1454829 moves, e=0.010, loss: 2.3, -, 29.6% elo% vs. simple_bot, avg. reward: -0.385, 8.247 sec/game, 56.8 min. total, 827.3 MB
utmost_conform v12 892 games, 1458899 moves, e=0.010, loss: 1.7, -, 28.5% elo% vs. simple_bot, avg. reward: -0.381, 8.325 sec/game, 56.9 min. total, 828.4 MB
utmost_conform v12 893 games, 1462723 moves, e=0.010, loss: 1.6, -, 27.5% elo% vs. simple_bot, avg. reward: -0.379, 8.384 sec/game, 57.1 min. total, 827.9 MB
utmost_conform v12 894 games, 1466676 moves, e=0.010, loss: 1.8, -, 26.5% elo% vs. simple_bot, avg. reward: -0.379, 8.472 sec/game, 57.2 min. total, 828.1 MB
utmost_conform v12 895 games, 1470207 moves, e=0.010, loss: 1.9, -, 25.5% elo% vs. simple_bot, avg. reward: -0.381, 8.470 sec/game, 57.3 min. total, 829.8 MB
utmost_conform v12 896 games, 1473830 moves, e=0.010, loss: 1.9, -, 24.6% elo% vs. simple_bot, avg. reward: -0.382, 8.527 sec/game, 57.5 min. total, 829.5 MB
utmost_conform v12 897 games, 1477308 moves, e=0.010, loss: 2.1, -, 23.8% elo% vs. simple_bot, avg. reward: -0.385, 8.530 sec/game, 57.6 min. total, 831.0 MB
utmost_conform v12 898 games, 1480883 moves, e=0.010, loss: 2.4, -, 23.0% elo% vs. simple_bot, avg. reward: -0.384, 8.514 sec/game, 57.8 min. total, 831.1 MB
utmost_conform v12 899 games, 1484598 moves, e=0.010, loss: 2.1, ., 23.9% elo% vs. simple_bot, avg. reward: -0.385, 8.521 sec/game, 57.9 min. total, 834.1 MB
utmost_conform v12 900 games, 1488320 moves, e=0.010, loss: 1.9, -, 23.1% elo% vs. simple_bot, avg. reward: -0.384, 8.537 sec/game, 58.0 min. total, 834.3 MB
utmost_conform v13 901 games, 1492160 moves, e=0.010, loss: 2.2, +, 52.3% elo% vs. simple_bot, avg. reward: -0.384, 8.556 sec/game, 58.2 min. total, 835.2 MB
utmost_conform v13 902 games, 1496114 moves, e=0.010, loss: 1.8, +, 54.5% elo% vs. simple_bot, avg. reward: -0.385, 8.573 sec/game, 58.3 min. total, 836.8 MB
utmost_conform v13 903 games, 1499599 moves, e=0.010, loss: 1.9, -, 52.0% elo% vs. simple_bot, avg. reward: -0.385, 8.583 sec/game, 58.5 min. total, 835.5 MB
utmost_conform v13 904 games, 1503115 moves, e=0.010, loss: 1.9, -, 49.6% elo% vs. simple_bot, avg. reward: -0.383, 8.520 sec/game, 58.6 min. total, 836.7 MB
utmost_conform v13 905 games, 1507019 moves, e=0.010, loss: 1.7, -, 47.3% elo% vs. simple_bot, avg. reward: -0.384, 8.526 sec/game, 58.7 min. total, 837.3 MB
utmost_conform v13 906 games, 1510588 moves, e=0.010, loss: 2.1, +, 49.7% elo% vs. simple_bot, avg. reward: -0.384, 8.478 sec/game, 58.9 min. total, 837.8 MB
utmost_conform v13 907 games, 1513779 moves, e=0.010, loss: 1.7, -, 47.4% elo% vs. simple_bot, avg. reward: -0.383, 8.403 sec/game, 59.0 min. total, 837.4 MB
utmost_conform v13 908 games, 1517207 moves, e=0.010, loss: 1.9, -, 45.3% elo% vs. simple_bot, avg. reward: -0.381, 8.462 sec/game, 59.1 min. total, 836.6 MB
utmost_conform v13 909 games, 1520849 moves, e=0.010, loss: 2.0, ., 45.5% elo% vs. simple_bot, avg. reward: -0.383, 8.508 sec/game, 59.3 min. total, 839.2 MB
utmost_conform v13 910 games, 1524508 moves, e=0.010, loss: 1.9, +, 48.0% elo% vs. simple_bot, avg. reward: -0.381, 8.564 sec/game, 59.5 min. total, 840.2 MB
utmost_conform v13 911 games, 1528078 moves, e=0.010, loss: 2.0, +, 50.4% elo% vs. simple_bot, avg. reward: -0.381, 8.582 sec/game, 59.6 min. total, 840.1 MB
utmost_conform v13 912 games, 1531292 moves, e=0.010, loss: 2.0, -, 48.1% elo% vs. simple_bot, avg. reward: -0.384, 8.534 sec/game, 59.8 min. total, 841.3 MB
utmost_conform v13 913 games, 1534845 moves, e=0.010, loss: 2.1, -, 45.9% elo% vs. simple_bot, avg. reward: -0.384, 8.563 sec/game, 59.9 min. total, 841.5 MB
utmost_conform v13 914 games, 1538101 moves, e=0.010, loss: 2.1, -, 43.8% elo% vs. simple_bot, avg. reward: -0.387, 8.524 sec/game, 60.1 min. total, 840.8 MB
utmost_conform v13 915 games, 1541819 moves, e=0.010, loss: 2.0, -, 41.8% elo% vs. simple_bot, avg. reward: -0.389, 8.586 sec/game, 60.2 min. total, 842.2 MB
utmost_conform v13 916 games, 1545523 moves, e=0.010, loss: 1.9, ., 42.2% elo% vs. simple_bot, avg. reward: -0.389, 8.625 sec/game, 60.4 min. total, 843.6 MB
utmost_conform v13 917 games, 1549179 moves, e=0.010, loss: 1.8, +, 44.8% elo% vs. simple_bot, avg. reward: -0.388, 8.677 sec/game, 60.5 min. total, 842.7 MB
utmost_conform v13 918 games, 1553127 moves, e=0.010, loss: 1.7, +, 47.3% elo% vs. simple_bot, avg. reward: -0.387, 8.752 sec/game, 60.7 min. total, 842.2 MB
utmost_conform v13 919 games, 1557292 moves, e=0.010, loss: 1.5, -, 45.1% elo% vs. simple_bot, avg. reward: -0.384, 8.853 sec/game, 60.8 min. total, 844.0 MB
utmost_conform v13 920 games, 1561336 moves, e=0.010, loss: 1.2, +, 47.7% elo% vs. simple_bot, avg. reward: -0.383, 8.922 sec/game, 61.0 min. total, 844.2 MB
utmost_conform v13 921 games, 1565361 moves, e=0.010, loss: 1.1, +, 50.1% elo% vs. simple_bot, avg. reward: -0.382, 8.998 sec/game, 61.2 min. total, 843.4 MB
utmost_conform v13 922 games, 1569127 moves, e=0.010, loss: 1.6, -, 47.8% elo% vs. simple_bot, avg. reward: -0.383, 9.019 sec/game, 61.3 min. total, 842.9 MB
utmost_conform v13 923 games, 1573474 moves, e=0.010, loss: 1.5, +, 50.2% elo% vs. simple_bot, avg. reward: -0.381, 9.180 sec/game, 61.5 min. total, 844.7 MB
utmost_conform v13 924 games, 1577638 moves, e=0.010, loss: 1.3, ., 50.2% elo% vs. simple_bot, avg. reward: -0.381, 9.307 sec/game, 61.7 min. total, 847.4 MB
utmost_conform v13 925 games, 1581587 moves, e=0.010, loss: 1.2, +, 52.5% elo% vs. simple_bot, avg. reward: -0.377, 9.366 sec/game, 61.9 min. total, 847.8 MB
utmost_conform v13 926 games, 1585588 moves, e=0.010, loss: 1.0, +, 54.6% elo% vs. simple_bot, avg. reward: -0.374, 9.435 sec/game, 62.0 min. total, 847.6 MB
utmost_conform v13 927 games, 1589382 moves, e=0.010, loss: 1.4, -, 52.1% elo% vs. simple_bot, avg. reward: -0.375, 9.533 sec/game, 62.2 min. total, 848.7 MB
utmost_conform v13 928 games, 1592918 moves, e=0.010, loss: 1.7, +, 54.3% elo% vs. simple_bot, avg. reward: -0.375, 9.545 sec/game, 62.3 min. total, 849.1 MB
utmost_conform v13 929 games, 1596780 moves, e=0.010, loss: 1.7, -, 51.8% elo% vs. simple_bot, avg. reward: -0.376, 9.546 sec/game, 62.5 min. total, 852.3 MB
utmost_conform v13 930 games, 1600751 moves, e=0.010, loss: 1.6, -, 49.4% elo% vs. simple_bot, avg. reward: -0.377, 9.562 sec/game, 62.7 min. total, 852.7 MB
utmost_conform v13 931 games, 1604483 moves, e=0.010, loss: 2.1, -, 47.2% elo% vs. simple_bot, avg. reward: -0.379, 9.578 sec/game, 62.8 min. total, 852.5 MB
utmost_conform v13 932 games, 1608627 moves, e=0.010, loss: 1.8, -, 45.0% elo% vs. simple_bot, avg. reward: -0.378, 9.674 sec/game, 63.0 min. total, 852.1 MB
utmost_conform v13 933 games, 1612952 moves, e=0.010, loss: 1.3, ., 45.2% elo% vs. simple_bot, avg. reward: -0.376, 9.751 sec/game, 63.2 min. total, 852.1 MB
utmost_conform v13 934 games, 1616675 moves, e=0.010, loss: 1.3, -, 43.2% elo% vs. simple_bot, avg. reward: -0.375, 9.790 sec/game, 63.3 min. total, 852.1 MB
utmost_conform v13 935 games, 1620661 moves, e=0.010, loss: 1.6, -, 41.2% elo% vs. simple_bot, avg. reward: -0.377, 9.843 sec/game, 63.5 min. total, 856.1 MB
utmost_conform v13 936 games, 1624572 moves, e=0.010, loss: 1.9, +, 43.9% elo% vs. simple_bot, avg. reward: -0.377, 9.862 sec/game, 63.6 min. total, 856.9 MB
utmost_conform v13 937 games, 1628146 moves, e=0.010, loss: 2.1, -, 41.9% elo% vs. simple_bot, avg. reward: -0.378, 9.861 sec/game, 63.8 min. total, 857.3 MB
utmost_conform v13 938 games, 1631929 moves, e=0.010, loss: 2.3, +, 44.5% elo% vs. simple_bot, avg. reward: -0.378, 9.845 sec/game, 64.0 min. total, 858.3 MB
utmost_conform v13 939 games, 1636319 moves, e=0.010, loss: 2.2, +, 47.1% elo% vs. simple_bot, avg. reward: -0.377, 9.862 sec/game, 64.1 min. total, 857.2 MB
utmost_conform v13 940 games, 1640397 moves, e=0.010, loss: 2.1, -, 44.9% elo% vs. simple_bot, avg. reward: -0.378, 9.858 sec/game, 64.3 min. total, 856.5 MB
utmost_conform v13 941 games, 1643986 moves, e=0.010, loss: 2.4, -, 42.9% elo% vs. simple_bot, avg. reward: -0.381, 9.797 sec/game, 64.5 min. total, 858.4 MB
utmost_conform v13 942 games, 1647886 moves, e=0.010, loss: 2.8, -, 41.0% elo% vs. simple_bot, avg. reward: -0.384, 9.830 sec/game, 64.6 min. total, 858.7 MB
utmost_conform v13 943 games, 1652093 moves, e=0.010, loss: 2.2, -, 39.1% elo% vs. simple_bot, avg. reward: -0.384, 9.778 sec/game, 64.8 min. total, 859.5 MB
utmost_conform v13 944 games, 1655485 moves, e=0.010, loss: 1.9, -, 37.4% elo% vs. simple_bot, avg. reward: -0.384, 9.676 sec/game, 64.9 min. total, 858.2 MB
utmost_conform v12 900 games, 1488320 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 308.4 MB
utmost_conform v13 901 games, 1492477 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.295, 1.861 sec/game, 0.0 min. total, 329.6 MB
utmost_conform v13 902 games, 1495899 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.312, 1.710 sec/game, 0.1 min. total, 343.8 MB
utmost_conform v13 903 games, 1499775 moves, e=0.010, loss: 2.2, +, 56.6% elo% vs. random_bot, avg. reward: -0.318, 2.691 sec/game, 0.1 min. total, 374.1 MB
utmost_conform v13 904 games, 1503546 moves, e=0.010, loss: 1.6, +, 58.5% elo% vs. random_bot, avg. reward: -0.311, 4.225 sec/game, 0.3 min. total, 380.0 MB
utmost_conform v13 905 games, 1507363 moves, e=0.010, loss: 1.7, +, 60.4% elo% vs. random_bot, avg. reward: -0.313, 5.112 sec/game, 0.4 min. total, 381.7 MB
utmost_conform v13 906 games, 1510997 moves, e=0.010, loss: 2.1, +, 62.1% elo% vs. random_bot, avg. reward: -0.332, 5.644 sec/game, 0.6 min. total, 383.3 MB
utmost_conform v13 907 games, 1514660 moves, e=0.010, loss: 2.0, +, 63.7% elo% vs. random_bot, avg. reward: -0.340, 6.062 sec/game, 0.7 min. total, 388.5 MB
utmost_conform v13 908 games, 1518583 moves, e=0.010, loss: 1.7, +, 65.2% elo% vs. random_bot, avg. reward: -0.325, 6.430 sec/game, 0.9 min. total, 391.5 MB
utmost_conform v13 909 games, 1522435 moves, e=0.010, loss: 1.4, +, 66.7% elo% vs. random_bot, avg. reward: -0.321, 6.760 sec/game, 1.0 min. total, 390.9 MB
utmost_conform v13 910 games, 1526337 moves, e=0.010, loss: 1.3, +, 68.0% elo% vs. random_bot, avg. reward: -0.314, 6.968 sec/game, 1.2 min. total, 390.2 MB
utmost_conform v13 911 games, 1529909 moves, e=0.010, loss: 1.9, +, 69.3% elo% vs. random_bot, avg. reward: -0.322, 7.088 sec/game, 1.3 min. total, 392.4 MB
utmost_conform v13 912 games, 1533204 moves, e=0.010, loss: 1.9, +, 70.5% elo% vs. random_bot, avg. reward: -0.330, 7.168 sec/game, 1.4 min. total, 394.5 MB
utmost_conform v13 913 games, 1536905 moves, e=0.010, loss: 2.0, +, 71.6% elo% vs. random_bot, avg. reward: -0.333, 7.264 sec/game, 1.6 min. total, 395.7 MB
utmost_conform v13 914 games, 1540641 moves, e=0.010, loss: 1.8, +, 72.7% elo% vs. random_bot, avg. reward: -0.333, 7.351 sec/game, 1.7 min. total, 397.0 MB
utmost_conform v13 915 games, 1544300 moves, e=0.010, loss: 1.6, +, 73.6% elo% vs. random_bot, avg. reward: -0.336, 7.409 sec/game, 1.9 min. total, 397.3 MB
utmost_conform v13 916 games, 1547981 moves, e=0.010, loss: 1.8, +, 74.6% elo% vs. random_bot, avg. reward: -0.338, 7.473 sec/game, 2.0 min. total, 397.5 MB
utmost_conform v13 917 games, 1551377 moves, e=0.010, loss: 1.9, +, 75.5% elo% vs. random_bot, avg. reward: -0.340, 7.507 sec/game, 2.1 min. total, 398.5 MB
utmost_conform v14 918 games, 1555345 moves, e=0.010, loss: 2.0, +, 54.5% elo% vs. guard_bot, avg. reward: -0.341, 7.587 sec/game, 2.3 min. total, 459.0 MB
utmost_conform v14 919 games, 1558998 moves, e=0.010, loss: 1.8, +, 56.6% elo% vs. guard_bot, avg. reward: -0.340, 7.621 sec/game, 2.4 min. total, 458.9 MB
utmost_conform v14 920 games, 1563152 moves, e=0.010, loss: 1.5, +, 58.5% elo% vs. guard_bot, avg. reward: -0.338, 7.721 sec/game, 2.6 min. total, 458.0 MB
utmost_conform v14 921 games, 1567210 moves, e=0.010, loss: 1.2, +, 60.4% elo% vs. guard_bot, avg. reward: -0.332, 8.077 sec/game, 2.7 min. total, 465.2 MB
utmost_conform v14 922 games, 1571396 moves, e=0.010, loss: 1.2, +, 62.1% elo% vs. guard_bot, avg. reward: -0.329, 8.473 sec/game, 2.9 min. total, 463.3 MB
utmost_conform v14 923 games, 1575498 moves, e=0.010, loss: 1.0, +, 63.7% elo% vs. guard_bot, avg. reward: -0.329, 8.697 sec/game, 3.0 min. total, 463.8 MB
utmost_conform v14 924 games, 1579531 moves, e=0.010, loss: 1.6, +, 65.2% elo% vs. guard_bot, avg. reward: -0.332, 8.713 sec/game, 3.2 min. total, 464.5 MB
utmost_conform v14 925 games, 1583086 moves, e=0.010, loss: 2.0, +, 66.7% elo% vs. guard_bot, avg. reward: -0.344, 8.678 sec/game, 3.3 min. total, 467.1 MB
utmost_conform v14 926 games, 1586742 moves, e=0.010, loss: 2.0, +, 68.0% elo% vs. guard_bot, avg. reward: -0.345, 8.684 sec/game, 3.5 min. total, 467.3 MB
utmost_conform v14 927 games, 1590923 moves, e=0.010, loss: 2.1, +, 69.3% elo% vs. guard_bot, avg. reward: -0.341, 8.729 sec/game, 3.6 min. total, 467.9 MB
utmost_conform v14 928 games, 1595017 moves, e=0.010, loss: 1.9, +, 70.5% elo% vs. guard_bot, avg. reward: -0.344, 8.740 sec/game, 3.8 min. total, 471.6 MB
utmost_conform v14 929 games, 1599162 moves, e=0.010, loss: 1.5, +, 71.6% elo% vs. guard_bot, avg. reward: -0.340, 8.738 sec/game, 3.9 min. total, 470.6 MB
utmost_conform v14 930 games, 1602907 moves, e=0.010, loss: 1.6, +, 72.7% elo% vs. guard_bot, avg. reward: -0.337, 8.715 sec/game, 4.1 min. total, 470.3 MB
utmost_conform v14 931 games, 1606583 moves, e=0.010, loss: 1.6, +, 73.6% elo% vs. guard_bot, avg. reward: -0.337, 8.720 sec/game, 4.2 min. total, 472.3 MB
utmost_conform v14 932 games, 1611050 moves, e=0.010, loss: 1.2, +, 74.6% elo% vs. guard_bot, avg. reward: -0.330, 8.823 sec/game, 4.4 min. total, 472.3 MB
utmost_conform v14 933 games, 1615426 moves, e=0.010, loss: 1.1, +, 75.5% elo% vs. guard_bot, avg. reward: -0.325, 8.900 sec/game, 4.5 min. total, 472.4 MB
utmost_conform v15 934 games, 1619735 moves, e=0.010, loss: 1.0, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.325, 8.961 sec/game, 4.7 min. total, 473.4 MB
utmost_conform v15 935 games, 1623605 moves, e=0.010, loss: 1.3, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.327, 9.018 sec/game, 4.9 min. total, 475.9 MB
utmost_conform v15 936 games, 1627242 moves, e=0.010, loss: 1.8, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.335, 9.014 sec/game, 5.0 min. total, 476.2 MB
utmost_conform v15 937 games, 1631517 moves, e=0.010, loss: 1.5, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.332, 9.098 sec/game, 5.2 min. total, 476.6 MB
utmost_conform v15 938 games, 1635480 moves, e=0.010, loss: 1.6, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.332, 9.117 sec/game, 5.3 min. total, 478.3 MB
utmost_conform v15 939 games, 1639414 moves, e=0.010, loss: 1.5, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.331, 9.143 sec/game, 5.5 min. total, 478.2 MB
utmost_conform v15 940 games, 1643283 moves, e=0.010, loss: 1.6, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.332, 9.113 sec/game, 5.6 min. total, 478.7 MB
utmost_conform v15 941 games, 1647312 moves, e=0.010, loss: 1.5, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.328, 9.122 sec/game, 5.8 min. total, 479.7 MB
utmost_conform v15 942 games, 1651379 moves, e=0.010, loss: 1.3, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.326, 9.118 sec/game, 5.9 min. total, 479.9 MB
utmost_conform v15 943 games, 1655285 moves, e=0.010, loss: 1.4, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.327, 9.092 sec/game, 6.1 min. total, 480.7 MB
utmost_conform v15 944 games, 1659103 moves, e=0.010, loss: 1.7, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.330, 9.068 sec/game, 6.2 min. total, 483.0 MB
utmost_conform v15 945 games, 1663271 moves, e=0.010, loss: 1.7, +, 71.6% elo% vs. random_no_suicide, avg. reward: -0.328, 9.148 sec/game, 6.4 min. total, 482.3 MB
utmost_conform v15 946 games, 1667021 moves, e=0.010, loss: 1.8, +, 72.7% elo% vs. random_no_suicide, avg. reward: -0.329, 9.152 sec/game, 6.5 min. total, 482.4 MB
utmost_conform v15 947 games, 1671134 moves, e=0.010, loss: 1.2, +, 73.6% elo% vs. random_no_suicide, avg. reward: -0.329, 9.140 sec/game, 6.7 min. total, 483.7 MB
utmost_conform v15 948 games, 1675486 moves, e=0.010, loss: 1.3, +, 74.6% elo% vs. random_no_suicide, avg. reward: -0.326, 9.183 sec/game, 6.8 min. total, 485.1 MB
utmost_conform v15 949 games, 1679627 moves, e=0.010, loss: 1.3, +, 75.5% elo% vs. random_no_suicide, avg. reward: -0.322, 9.193 sec/game, 7.0 min. total, 485.0 MB
utmost_conform v16 950 games, 1683631 moves, e=0.010, loss: 1.0, +, 54.5% elo% vs. simple_bot, avg. reward: -0.321, 9.227 sec/game, 7.1 min. total, 489.2 MB
utmost_conform v16 951 games, 1688000 moves, e=0.010, loss: 1.3, +, 56.6% elo% vs. simple_bot, avg. reward: -0.319, 9.304 sec/game, 7.3 min. total, 490.9 MB
utmost_conform v16 952 games, 1692075 moves, e=0.010, loss: 1.3, ., 56.3% elo% vs. simple_bot, avg. reward: -0.317, 9.257 sec/game, 7.5 min. total, 489.5 MB
utmost_conform v16 953 games, 1696686 moves, e=0.010, loss: 1.1, ., 56.0% elo% vs. simple_bot, avg. reward: -0.314, 9.273 sec/game, 7.6 min. total, 491.5 MB
utmost_conform v16 954 games, 1701087 moves, e=0.010, loss: 1.2, +, 58.0% elo% vs. simple_bot, avg. reward: -0.313, 9.276 sec/game, 7.8 min. total, 491.7 MB
utmost_conform v16 955 games, 1705372 moves, e=0.010, loss: 1.1, +, 59.8% elo% vs. simple_bot, avg. reward: -0.312, 9.294 sec/game, 8.0 min. total, 490.5 MB
utmost_conform v16 956 games, 1709261 moves, e=0.010, loss: 1.5, +, 61.6% elo% vs. simple_bot, avg. reward: -0.314, 9.308 sec/game, 8.1 min. total, 492.1 MB
utmost_conform v16 957 games, 1713428 moves, e=0.010, loss: 1.4, +, 63.3% elo% vs. simple_bot, avg. reward: -0.314, 9.303 sec/game, 8.3 min. total, 491.2 MB
utmost_conform v16 958 games, 1717530 moves, e=0.010, loss: 1.2, +, 64.8% elo% vs. simple_bot, avg. reward: -0.313, 9.301 sec/game, 8.4 min. total, 492.4 MB
utmost_conform v16 959 games, 1721538 moves, e=0.010, loss: 1.3, +, 66.3% elo% vs. simple_bot, avg. reward: -0.313, 9.317 sec/game, 8.6 min. total, 491.7 MB
utmost_conform v16 960 games, 1725719 moves, e=0.010, loss: 1.3, +, 67.7% elo% vs. simple_bot, avg. reward: -0.312, 9.352 sec/game, 8.7 min. total, 492.5 MB
utmost_conform v16 961 games, 1729755 moves, e=0.010, loss: 1.2, +, 68.9% elo% vs. simple_bot, avg. reward: -0.313, 9.361 sec/game, 8.9 min. total, 492.2 MB
utmost_conform v16 962 games, 1733505 moves, e=0.010, loss: 1.4, +, 70.2% elo% vs. simple_bot, avg. reward: -0.313, 9.331 sec/game, 9.0 min. total, 495.7 MB
utmost_conform v16 963 games, 1737235 moves, e=0.010, loss: 1.7, -, 67.4% elo% vs. simple_bot, avg. reward: -0.319, 9.317 sec/game, 9.2 min. total, 494.5 MB
utmost_conform v16 964 games, 1740537 moves, e=0.010, loss: 2.3, -, 64.6% elo% vs. simple_bot, avg. reward: -0.325, 9.251 sec/game, 9.3 min. total, 496.4 MB
utmost_conform v16 965 games, 1744609 moves, e=0.010, loss: 2.4, -, 61.8% elo% vs. simple_bot, avg. reward: -0.327, 9.231 sec/game, 9.4 min. total, 498.2 MB
utmost_conform v16 966 games, 1748641 moves, e=0.010, loss: 1.9, +, 63.5% elo% vs. simple_bot, avg. reward: -0.326, 9.275 sec/game, 9.6 min. total, 497.4 MB
utmost_conform v16 967 games, 1752846 moves, e=0.010, loss: 1.3, ., 62.9% elo% vs. simple_bot, avg. reward: -0.326, 9.285 sec/game, 9.8 min. total, 499.2 MB
utmost_conform v16 968 games, 1756677 moves, e=0.010, loss: 1.2, +, 64.5% elo% vs. simple_bot, avg. reward: -0.326, 9.214 sec/game, 9.9 min. total, 499.5 MB
utmost_conform v16 969 games, 1760487 moves, e=0.010, loss: 1.3, -, 61.7% elo% vs. simple_bot, avg. reward: -0.326, 9.172 sec/game, 10.0 min. total, 500.1 MB
utmost_conform v16 970 games, 1764546 moves, e=0.010, loss: 1.6, +, 63.4% elo% vs. simple_bot, avg. reward: -0.327, 9.184 sec/game, 10.2 min. total, 500.6 MB
utmost_conform v16 971 games, 1768505 moves, e=0.010, loss: 1.5, -, 60.6% elo% vs. simple_bot, avg. reward: -0.326, 9.142 sec/game, 10.4 min. total, 501.8 MB
utmost_conform v16 972 games, 1772642 moves, e=0.010, loss: 1.4, +, 62.3% elo% vs. simple_bot, avg. reward: -0.325, 9.157 sec/game, 10.5 min. total, 502.1 MB
utmost_conform v16 973 games, 1776417 moves, e=0.010, loss: 1.1, +, 64.0% elo% vs. simple_bot, avg. reward: -0.325, 9.078 sec/game, 10.7 min. total, 503.3 MB
