demanding_wow v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.9 MB
demanding_wow v8 485 games, 405799 moves, e=0.598, loss: 15.0, -, 49.9% elo% vs. v7, avg. reward: -1.560, 3.109 sec/game, 19.1 min. total, 622.9 MB
demanding_wow v8 486 games, 406956 moves, e=0.597, loss: 14.9, -, 47.6% elo% vs. v7, avg. reward: -1.553, 3.127 sec/game, 19.2 min. total, 618.0 MB
demanding_wow v8 487 games, 408064 moves, e=0.596, loss: 13.9, -, 45.4% elo% vs. v7, avg. reward: -1.544, 3.142 sec/game, 19.2 min. total, 618.1 MB
demanding_wow v8 488 games, 409231 moves, e=0.595, loss: 13.5, +, 47.9% elo% vs. v7, avg. reward: -1.532, 3.167 sec/game, 19.3 min. total, 618.3 MB
demanding_wow v8 489 games, 410296 moves, e=0.594, loss: 14.2, -, 45.7% elo% vs. v7, avg. reward: -1.526, 3.182 sec/game, 19.3 min. total, 620.2 MB
demanding_wow v8 490 games, 411324 moves, e=0.593, loss: 15.4, -, 43.6% elo% vs. v7, avg. reward: -1.528, 3.233 sec/game, 19.4 min. total, 613.0 MB
demanding_wow v8 491 games, 412371 moves, e=0.592, loss: 15.4, -, 41.7% elo% vs. v7, avg. reward: -1.516, 3.243 sec/game, 19.4 min. total, 604.8 MB
demanding_wow v8 492 games, 413426 moves, e=0.591, loss: 15.1, -, 39.8% elo% vs. v7, avg. reward: -1.505, 3.255 sec/game, 19.5 min. total, 605.2 MB
demanding_wow v8 493 games, 414577 moves, e=0.590, loss: 15.0, -, 38.1% elo% vs. v7, avg. reward: -1.488, 3.284 sec/game, 19.6 min. total, 607.2 MB
demanding_wow v8 494 games, 415796 moves, e=0.588, loss: 15.1, -, 36.4% elo% vs. v7, avg. reward: -1.489, 3.316 sec/game, 19.6 min. total, 609.1 MB
demanding_wow v8 495 games, 416899 moves, e=0.587, loss: 14.9, -, 34.9% elo% vs. v7, avg. reward: -1.490, 3.322 sec/game, 19.7 min. total, 607.1 MB
demanding_wow v8 496 games, 417998 moves, e=0.586, loss: 13.7, -, 33.5% elo% vs. v7, avg. reward: -1.485, 3.298 sec/game, 19.7 min. total, 607.1 MB
demanding_wow v8 497 games, 419026 moves, e=0.585, loss: 12.7, -, 32.1% elo% vs. v7, avg. reward: -1.486, 3.276 sec/game, 19.8 min. total, 607.3 MB
demanding_wow v8 498 games, 420009 moves, e=0.584, loss: 12.5, -, 30.8% elo% vs. v7, avg. reward: -1.487, 3.313 sec/game, 19.8 min. total, 607.5 MB
demanding_wow v8 499 games, 420986 moves, e=0.583, loss: 11.7, +, 33.6% elo% vs. v7, avg. reward: -1.482, 3.294 sec/game, 19.9 min. total, 607.6 MB
demanding_wow v8 500 games, 421981 moves, e=0.582, loss: 11.2, +, 36.4% elo% vs. v7, avg. reward: -1.474, 3.312 sec/game, 20.0 min. total, 608.6 MB
demanding_wow v9 501 games, 423068 moves, e=0.581, loss: 11.7, -, 47.7% elo% vs. v7, avg. reward: -1.466, 3.359 sec/game, 20.0 min. total, 595.8 MB
demanding_wow v9 502 games, 424041 moves, e=0.580, loss: 11.8, -, 45.5% elo% vs. v7, avg. reward: -1.467, 3.336 sec/game, 20.1 min. total, 597.7 MB
demanding_wow v9 503 games, 425104 moves, e=0.579, loss: 11.6, -, 43.4% elo% vs. v7, avg. reward: -1.469, 3.341 sec/game, 20.1 min. total, 596.0 MB
demanding_wow v9 504 games, 426257 moves, e=0.578, loss: 11.3, -, 41.5% elo% vs. v7, avg. reward: -1.461, 3.377 sec/game, 20.2 min. total, 596.0 MB
demanding_wow v9 505 games, 427265 moves, e=0.577, loss: 11.7, -, 39.6% elo% vs. v7, avg. reward: -1.458, 3.391 sec/game, 20.2 min. total, 595.9 MB
demanding_wow v9 506 games, 428206 moves, e=0.576, loss: 11.2, -, 37.9% elo% vs. v7, avg. reward: -1.463, 3.356 sec/game, 20.3 min. total, 597.0 MB
demanding_wow v9 507 games, 429249 moves, e=0.575, loss: 11.6, +, 40.6% elo% vs. v7, avg. reward: -1.465, 3.338 sec/game, 20.3 min. total, 598.9 MB
demanding_wow v9 508 games, 430489 moves, e=0.574, loss: 11.7, +, 43.3% elo% vs. v7, avg. reward: -1.460, 3.346 sec/game, 20.4 min. total, 598.9 MB
demanding_wow v9 509 games, 431576 moves, e=0.573, loss: 12.1, +, 45.9% elo% vs. v7, avg. reward: -1.456, 3.321 sec/game, 20.4 min. total, 599.0 MB
demanding_wow v9 510 games, 432769 moves, e=0.572, loss: 12.2, -, 43.8% elo% vs. v7, avg. reward: -1.447, 3.316 sec/game, 20.5 min. total, 599.0 MB
demanding_wow v9 511 games, 433942 moves, e=0.570, loss: 12.8, -, 41.8% elo% vs. v7, avg. reward: -1.441, 3.329 sec/game, 20.6 min. total, 599.2 MB
demanding_wow v9 512 games, 435123 moves, e=0.569, loss: 12.6, -, 40.0% elo% vs. v7, avg. reward: -1.431, 3.320 sec/game, 20.6 min. total, 601.6 MB
demanding_wow v9 513 games, 436274 moves, e=0.568, loss: 13.1, -, 38.2% elo% vs. v7, avg. reward: -1.421, 3.299 sec/game, 20.7 min. total, 599.9 MB
demanding_wow v9 514 games, 437463 moves, e=0.567, loss: 12.1, -, 36.6% elo% vs. v7, avg. reward: -1.421, 3.272 sec/game, 20.7 min. total, 601.7 MB
demanding_wow v9 515 games, 438498 moves, e=0.566, loss: 11.5, +, 39.3% elo% vs. v7, avg. reward: -1.416, 3.245 sec/game, 20.8 min. total, 603.2 MB
demanding_wow v9 516 games, 439654 moves, e=0.565, loss: 12.7, -, 37.6% elo% vs. v7, avg. reward: -1.411, 3.250 sec/game, 20.8 min. total, 603.0 MB
demanding_wow v9 517 games, 440759 moves, e=0.564, loss: 13.3, -, 36.0% elo% vs. v7, avg. reward: -1.415, 3.263 sec/game, 20.9 min. total, 605.0 MB
demanding_wow v9 518 games, 441883 moves, e=0.563, loss: 14.2, -, 34.5% elo% vs. v7, avg. reward: -1.411, 3.275 sec/game, 20.9 min. total, 603.3 MB
demanding_wow v9 519 games, 442938 moves, e=0.561, loss: 16.1, +, 37.2% elo% vs. v7, avg. reward: -1.406, 3.283 sec/game, 21.0 min. total, 603.3 MB
demanding_wow v9 520 games, 444001 moves, e=0.560, loss: 14.7, +, 40.0% elo% vs. v7, avg. reward: -1.408, 3.274 sec/game, 21.0 min. total, 603.7 MB
demanding_wow v9 521 games, 444944 moves, e=0.560, loss: 14.4, -, 38.2% elo% vs. v7, avg. reward: -1.413, 3.225 sec/game, 21.1 min. total, 604.0 MB
demanding_wow v9 522 games, 446124 moves, e=0.558, loss: 13.7, -, 36.6% elo% vs. v7, avg. reward: -1.405, 3.241 sec/game, 21.1 min. total, 604.4 MB
demanding_wow v9 523 games, 447266 moves, e=0.557, loss: 13.6, -, 35.0% elo% vs. v7, avg. reward: -1.402, 3.227 sec/game, 21.2 min. total, 605.2 MB
demanding_wow v9 524 games, 448435 moves, e=0.556, loss: 13.2, -, 33.6% elo% vs. v7, avg. reward: -1.390, 3.213 sec/game, 21.3 min. total, 605.4 MB
demanding_wow v9 525 games, 449461 moves, e=0.555, loss: 12.8, -, 32.2% elo% vs. v7, avg. reward: -1.388, 3.207 sec/game, 21.3 min. total, 607.1 MB
demanding_wow v9 526 games, 450599 moves, e=0.554, loss: 12.7, -, 30.9% elo% vs. v7, avg. reward: -1.380, 3.242 sec/game, 21.4 min. total, 605.3 MB
demanding_wow v9 527 games, 451676 moves, e=0.553, loss: 11.8, -, 29.7% elo% vs. v7, avg. reward: -1.374, 3.258 sec/game, 21.4 min. total, 605.5 MB
demanding_wow v9 528 games, 452894 moves, e=0.552, loss: 12.6, +, 32.5% elo% vs. v7, avg. reward: -1.370, 3.248 sec/game, 21.5 min. total, 605.9 MB
demanding_wow v9 529 games, 453933 moves, e=0.551, loss: 13.3, -, 31.2% elo% vs. v7, avg. reward: -1.365, 3.262 sec/game, 21.5 min. total, 606.6 MB
demanding_wow v9 530 games, 455064 moves, e=0.549, loss: 12.9, -, 30.0% elo% vs. v7, avg. reward: -1.367, 3.242 sec/game, 21.6 min. total, 608.2 MB
demanding_wow v9 531 games, 456133 moves, e=0.548, loss: 13.6, -, 28.8% elo% vs. v7, avg. reward: -1.368, 3.208 sec/game, 21.6 min. total, 610.7 MB
demanding_wow v9 532 games, 457163 moves, e=0.547, loss: 12.9, -, 27.8% elo% vs. v7, avg. reward: -1.363, 3.176 sec/game, 21.7 min. total, 610.8 MB
demanding_wow v9 533 games, 458255 moves, e=0.546, loss: 13.0, -, 26.7% elo% vs. v7, avg. reward: -1.360, 3.185 sec/game, 21.7 min. total, 610.7 MB
demanding_wow v9 534 games, 459391 moves, e=0.545, loss: 12.1, -, 25.8% elo% vs. v7, avg. reward: -1.360, 3.171 sec/game, 21.8 min. total, 609.0 MB
demanding_wow v9 535 games, 460595 moves, e=0.544, loss: 12.5, -, 24.9% elo% vs. v7, avg. reward: -1.360, 3.199 sec/game, 21.8 min. total, 609.0 MB
demanding_wow v9 536 games, 461904 moves, e=0.543, loss: 12.1, -, 24.0% elo% vs. v7, avg. reward: -1.353, 3.237 sec/game, 21.9 min. total, 609.1 MB
demanding_wow v9 537 games, 463044 moves, e=0.542, loss: 11.9, -, 23.2% elo% vs. v7, avg. reward: -1.342, 3.282 sec/game, 22.0 min. total, 611.7 MB
demanding_wow v9 538 games, 464124 moves, e=0.541, loss: 12.0, -, 22.5% elo% vs. v7, avg. reward: -1.341, 3.267 sec/game, 22.0 min. total, 613.6 MB
demanding_wow v9 539 games, 465309 moves, e=0.539, loss: 12.6, -, 21.8% elo% vs. v7, avg. reward: -1.329, 3.304 sec/game, 22.1 min. total, 613.6 MB
demanding_wow v9 540 games, 466352 moves, e=0.538, loss: 13.2, +, 24.3% elo% vs. v7, avg. reward: -1.330, 3.307 sec/game, 22.1 min. total, 613.5 MB
demanding_wow v9 541 games, 467656 moves, e=0.537, loss: 13.5, -, 23.5% elo% vs. v7, avg. reward: -1.325, 3.345 sec/game, 22.2 min. total, 613.7 MB
demanding_wow v9 542 games, 468746 moves, e=0.536, loss: 11.8, -, 22.7% elo% vs. v7, avg. reward: -1.329, 3.352 sec/game, 22.3 min. total, 614.1 MB
demanding_wow v9 543 games, 469808 moves, e=0.535, loss: 11.9, -, 22.0% elo% vs. v7, avg. reward: -1.326, 3.342 sec/game, 22.3 min. total, 613.2 MB
demanding_wow v9 544 games, 470940 moves, e=0.534, loss: 12.1, -, 21.3% elo% vs. v7, avg. reward: -1.315, 3.367 sec/game, 22.4 min. total, 614.6 MB
demanding_wow v9 545 games, 472156 moves, e=0.533, loss: 13.5, -, 20.7% elo% vs. v7, avg. reward: -1.310, 3.384 sec/game, 22.4 min. total, 615.9 MB
demanding_wow v9 546 games, 473274 moves, e=0.531, loss: 13.0, -, 20.1% elo% vs. v7, avg. reward: -1.296, 3.407 sec/game, 22.5 min. total, 615.9 MB
demanding_wow v9 547 games, 474376 moves, e=0.530, loss: 13.3, -, 19.5% elo% vs. v7, avg. reward: -1.290, 3.428 sec/game, 22.6 min. total, 615.9 MB
demanding_wow v9 548 games, 475286 moves, e=0.529, loss: 14.0, -, 18.9% elo% vs. v7, avg. reward: -1.290, 3.424 sec/game, 22.6 min. total, 615.9 MB
demanding_wow v9 549 games, 476418 moves, e=0.528, loss: 12.7, +, 21.3% elo% vs. v7, avg. reward: -1.293, 3.438 sec/game, 22.7 min. total, 616.3 MB
demanding_wow v9 550 games, 477852 moves, e=0.527, loss: 11.5, -, 20.7% elo% vs. v7, avg. reward: -1.282, 3.490 sec/game, 22.7 min. total, 610.5 MB
demanding_wow v9 551 games, 479037 moves, e=0.526, loss: 11.2, +, 23.2% elo% vs. v7, avg. reward: -1.270, 3.554 sec/game, 22.8 min. total, 599.6 MB
demanding_wow v9 552 games, 480195 moves, e=0.525, loss: 12.0, -, 22.4% elo% vs. v7, avg. reward: -1.262, 3.593 sec/game, 22.9 min. total, 601.7 MB
demanding_wow v9 553 games, 481510 moves, e=0.523, loss: 12.1, -, 21.7% elo% vs. v7, avg. reward: -1.259, 3.655 sec/game, 22.9 min. total, 603.7 MB
demanding_wow v9 554 games, 482619 moves, e=0.522, loss: 11.0, +, 24.3% elo% vs. v7, avg. reward: -1.249, 3.672 sec/game, 23.0 min. total, 602.1 MB
demanding_wow v9 555 games, 483893 moves, e=0.521, loss: 13.2, -, 23.4% elo% vs. v7, avg. reward: -1.241, 3.676 sec/game, 23.1 min. total, 602.4 MB
demanding_wow v9 556 games, 484983 moves, e=0.520, loss: 13.5, -, 22.7% elo% vs. v7, avg. reward: -1.228, 3.620 sec/game, 23.1 min. total, 602.3 MB
demanding_wow v9 557 games, 486003 moves, e=0.519, loss: 14.1, -, 22.0% elo% vs. v7, avg. reward: -1.234, 3.566 sec/game, 23.2 min. total, 602.2 MB
demanding_wow v9 558 games, 487146 moves, e=0.518, loss: 14.5, -, 21.3% elo% vs. v7, avg. reward: -1.237, 3.577 sec/game, 23.2 min. total, 603.0 MB
demanding_wow v9 559 games, 488288 moves, e=0.517, loss: 14.8, -, 20.6% elo% vs. v7, avg. reward: -1.239, 3.548 sec/game, 23.3 min. total, 605.0 MB
demanding_wow v9 560 games, 489610 moves, e=0.515, loss: 14.2, -, 20.0% elo% vs. v7, avg. reward: -1.238, 3.580 sec/game, 23.3 min. total, 605.2 MB
demanding_wow v9 561 games, 490715 moves, e=0.514, loss: 13.5, -, 19.4% elo% vs. v7, avg. reward: -1.239, 3.549 sec/game, 23.4 min. total, 605.6 MB
demanding_wow v9 562 games, 491751 moves, e=0.513, loss: 13.7, -, 18.9% elo% vs. v7, avg. reward: -1.234, 3.523 sec/game, 23.4 min. total, 605.3 MB
demanding_wow v9 563 games, 492949 moves, e=0.512, loss: 14.1, +, 21.3% elo% vs. v7, avg. reward: -1.226, 3.531 sec/game, 23.5 min. total, 605.4 MB
demanding_wow v9 564 games, 494161 moves, e=0.511, loss: 13.9, -, 20.6% elo% vs. v7, avg. reward: -1.218, 3.500 sec/game, 23.5 min. total, 605.5 MB
demanding_wow v9 565 games, 495144 moves, e=0.510, loss: 13.5, -, 20.0% elo% vs. v7, avg. reward: -1.216, 3.478 sec/game, 23.6 min. total, 606.2 MB
demanding_wow v9 566 games, 496345 moves, e=0.509, loss: 14.1, -, 19.4% elo% vs. v7, avg. reward: -1.221, 3.444 sec/game, 23.6 min. total, 608.7 MB
demanding_wow v9 567 games, 497474 moves, e=0.508, loss: 13.8, +, 21.8% elo% vs. v7, avg. reward: -1.223, 3.418 sec/game, 23.7 min. total, 608.2 MB
demanding_wow v9 568 games, 498781 moves, e=0.506, loss: 13.3, +, 24.4% elo% vs. v7, avg. reward: -1.216, 3.418 sec/game, 23.7 min. total, 608.5 MB
demanding_wow v9 569 games, 499911 moves, e=0.505, loss: 14.0, -, 23.6% elo% vs. v7, avg. reward: -1.216, 3.393 sec/game, 23.8 min. total, 608.5 MB
demanding_wow v9 570 games, 501016 moves, e=0.504, loss: 13.8, -, 22.8% elo% vs. v7, avg. reward: -1.210, 3.338 sec/game, 23.9 min. total, 608.5 MB
demanding_wow v9 571 games, 502238 moves, e=0.503, loss: 12.5, -, 22.1% elo% vs. v7, avg. reward: -1.198, 3.284 sec/game, 23.9 min. total, 608.6 MB
demanding_wow v9 572 games, 503520 moves, e=0.502, loss: 13.5, -, 21.4% elo% vs. v7, avg. reward: -1.193, 3.269 sec/game, 24.0 min. total, 609.1 MB
demanding_wow v9 573 games, 504646 moves, e=0.500, loss: 12.9, -, 20.7% elo% vs. v7, avg. reward: -1.179, 3.190 sec/game, 24.0 min. total, 611.4 MB
demanding_wow v9 574 games, 505909 moves, e=0.499, loss: 12.2, -, 20.1% elo% vs. v7, avg. reward: -1.172, 3.201 sec/game, 24.1 min. total, 611.3 MB
demanding_wow v9 575 games, 506990 moves, e=0.498, loss: 12.7, ., 21.0% elo% vs. v7, avg. reward: -1.169, 3.168 sec/game, 24.1 min. total, 611.3 MB
demanding_wow v9 576 games, 508260 moves, e=0.497, loss: 13.4, -, 20.4% elo% vs. v7, avg. reward: -1.165, 3.189 sec/game, 24.2 min. total, 611.6 MB
demanding_wow v9 577 games, 509358 moves, e=0.496, loss: 12.9, -, 19.8% elo% vs. v7, avg. reward: -1.158, 3.231 sec/game, 24.2 min. total, 611.7 MB
demanding_wow v9 578 games, 510726 moves, e=0.494, loss: 11.7, -, 19.2% elo% vs. v7, avg. reward: -1.147, 3.250 sec/game, 24.3 min. total, 612.0 MB
demanding_wow v9 579 games, 511983 moves, e=0.493, loss: 11.5, +, 21.6% elo% vs. v7, avg. reward: -1.145, 3.240 sec/game, 24.4 min. total, 612.4 MB
demanding_wow v9 580 games, 513330 moves, e=0.492, loss: 10.3, -, 20.9% elo% vs. v7, avg. reward: -1.135, 3.227 sec/game, 24.4 min. total, 614.7 MB
demanding_wow v9 581 games, 514626 moves, e=0.491, loss: 10.5, -, 20.3% elo% vs. v7, avg. reward: -1.125, 3.318 sec/game, 24.5 min. total, 615.8 MB
demanding_wow v9 582 games, 515900 moves, e=0.489, loss: 11.6, +, 22.8% elo% vs. v7, avg. reward: -1.127, 3.811 sec/game, 24.7 min. total, 615.3 MB
demanding_wow v9 583 games, 517027 moves, e=0.488, loss: 11.2, -, 22.1% elo% vs. v7, avg. reward: -1.122, 3.792 sec/game, 24.8 min. total, 615.2 MB
demanding_wow v9 584 games, 518146 moves, e=0.487, loss: 11.1, +, 24.6% elo% vs. v7, avg. reward: -1.118, 3.785 sec/game, 24.8 min. total, 620.8 MB
demanding_wow v9 585 games, 519487 moves, e=0.486, loss: 11.5, -, 23.8% elo% vs. v7, avg. reward: -1.107, 3.809 sec/game, 24.9 min. total, 621.2 MB
demanding_wow v9 586 games, 520889 moves, e=0.484, loss: 11.5, -, 23.0% elo% vs. v7, avg. reward: -1.099, 3.826 sec/game, 24.9 min. total, 621.6 MB
demanding_wow v9 587 games, 522061 moves, e=0.483, loss: 13.2, -, 22.3% elo% vs. v7, avg. reward: -1.090, 3.811 sec/game, 25.0 min. total, 623.3 MB
demanding_wow v9 588 games, 523233 moves, e=0.482, loss: 13.3, +, 24.8% elo% vs. v7, avg. reward: -1.096, 3.788 sec/game, 25.0 min. total, 623.4 MB
demanding_wow v9 589 games, 524246 moves, e=0.481, loss: 13.7, -, 24.0% elo% vs. v7, avg. reward: -1.107, 3.775 sec/game, 25.1 min. total, 623.6 MB
demanding_wow v9 590 games, 525470 moves, e=0.480, loss: 13.9, -, 23.2% elo% vs. v7, avg. reward: -1.107, 3.784 sec/game, 25.1 min. total, 623.4 MB
demanding_wow v9 591 games, 526744 moves, e=0.479, loss: 12.5, -, 22.5% elo% vs. v7, avg. reward: -1.098, 4.318 sec/game, 25.3 min. total, 623.3 MB
demanding_wow v9 592 games, 527814 moves, e=0.477, loss: 12.2, -, 21.7% elo% vs. v7, avg. reward: -1.098, 4.297 sec/game, 25.4 min. total, 623.5 MB
demanding_wow v9 593 games, 529143 moves, e=0.476, loss: 12.5, +, 24.3% elo% vs. v7, avg. reward: -1.097, 4.308 sec/game, 25.4 min. total, 624.5 MB
demanding_wow v9 594 games, 530550 moves, e=0.475, loss: 12.2, +, 26.9% elo% vs. v7, avg. reward: -1.091, 4.307 sec/game, 25.5 min. total, 627.2 MB
demanding_wow v9 595 games, 531804 moves, e=0.474, loss: 10.6, -, 26.0% elo% vs. v7, avg. reward: -1.080, 4.333 sec/game, 25.6 min. total, 628.9 MB
demanding_wow v9 596 games, 532905 moves, e=0.472, loss: 11.0, +, 28.7% elo% vs. v7, avg. reward: -1.073, 4.309 sec/game, 25.6 min. total, 627.2 MB
demanding_wow v9 597 games, 534128 moves, e=0.471, loss: 11.7, -, 27.6% elo% vs. v7, avg. reward: -1.061, 4.259 sec/game, 25.7 min. total, 627.2 MB
demanding_wow v9 598 games, 535486 moves, e=0.470, loss: 12.4, -, 26.6% elo% vs. v7, avg. reward: -1.049, 4.237 sec/game, 25.7 min. total, 627.3 MB
demanding_wow v9 599 games, 536792 moves, e=0.469, loss: 12.6, +, 29.3% elo% vs. v7, avg. reward: -1.041, 10.073 sec/game, 27.7 min. total, 585.1 MB
demanding_wow v9 600 games, 538055 moves, e=0.467, loss: 11.9, +, 32.1% elo% vs. v7, avg. reward: -1.042, 10.094 sec/game, 27.8 min. total, 585.8 MB
demanding_wow v10 601 games, 539285 moves, e=0.466, loss: 11.6, -, 47.7% elo% vs. v7, avg. reward: -1.032, 10.033 sec/game, 27.8 min. total, 585.9 MB
demanding_wow v10 602 games, 540553 moves, e=0.465, loss: 11.2, +, 50.1% elo% vs. v7, avg. reward: -1.020, 9.576 sec/game, 27.9 min. total, 585.8 MB
demanding_wow v10 603 games, 541961 moves, e=0.463, loss: 11.1, -, 47.8% elo% vs. v7, avg. reward: -1.011, 9.620 sec/game, 28.0 min. total, 585.8 MB
demanding_wow v10 604 games, 543193 moves, e=0.462, loss: 10.3, -, 45.6% elo% vs. v7, avg. reward: -1.013, 9.625 sec/game, 28.0 min. total, 587.8 MB
demanding_wow v10 605 games, 544637 moves, e=0.461, loss: 9.9, +, 48.1% elo% vs. v7, avg. reward: -1.009, 9.651 sec/game, 28.1 min. total, 586.2 MB
demanding_wow v10 606 games, 546074 moves, e=0.459, loss: 10.1, -, 45.9% elo% vs. v7, avg. reward: -0.993, 9.714 sec/game, 28.2 min. total, 588.0 MB
demanding_wow v10 607 games, 547416 moves, e=0.458, loss: 9.8, -, 43.8% elo% vs. v7, avg. reward: -0.986, 9.738 sec/game, 28.2 min. total, 590.7 MB
demanding_wow v10 608 games, 548735 moves, e=0.457, loss: 9.6, -, 41.8% elo% vs. v7, avg. reward: -0.979, 9.762 sec/game, 28.3 min. total, 590.4 MB
demanding_wow v10 609 games, 550127 moves, e=0.455, loss: 9.8, -, 40.0% elo% vs. v7, avg. reward: -0.972, 9.805 sec/game, 28.3 min. total, 592.4 MB
demanding_wow v10 610 games, 551591 moves, e=0.454, loss: 9.9, -, 38.2% elo% vs. v7, avg. reward: -0.973, 9.832 sec/game, 28.4 min. total, 592.7 MB
demanding_wow v10 611 games, 552825 moves, e=0.453, loss: 10.6, -, 36.6% elo% vs. v7, avg. reward: -0.976, 9.295 sec/game, 28.4 min. total, 591.5 MB
demanding_wow v10 612 games, 554093 moves, e=0.451, loss: 11.1, -, 35.0% elo% vs. v7, avg. reward: -0.974, 9.315 sec/game, 28.5 min. total, 594.8 MB
demanding_wow v10 613 games, 555131 moves, e=0.450, loss: 11.2, +, 37.8% elo% vs. v7, avg. reward: -0.980, 9.286 sec/game, 28.5 min. total, 592.5 MB
demanding_wow v10 614 games, 556394 moves, e=0.449, loss: 12.4, -, 36.2% elo% vs. v7, avg. reward: -0.978, 9.276 sec/game, 28.6 min. total, 593.4 MB
demanding_wow v10 615 games, 557598 moves, e=0.448, loss: 11.6, -, 34.6% elo% vs. v7, avg. reward: -0.972, 9.271 sec/game, 28.6 min. total, 593.4 MB
demanding_wow v10 616 games, 558984 moves, e=0.447, loss: 11.2, +, 37.4% elo% vs. v7, avg. reward: -0.969, 9.304 sec/game, 28.7 min. total, 593.5 MB
demanding_wow v10 617 games, 560402 moves, e=0.445, loss: 10.3, -, 35.8% elo% vs. v7, avg. reward: -0.963, 9.335 sec/game, 28.8 min. total, 593.4 MB
demanding_wow v10 618 games, 561897 moves, e=0.444, loss: 10.0, -, 34.3% elo% vs. v7, avg. reward: -0.961, 9.341 sec/game, 28.8 min. total, 593.4 MB
demanding_wow v10 619 games, 563239 moves, e=0.442, loss: 8.9, -, 32.9% elo% vs. v7, avg. reward: -0.955, 3.529 sec/game, 28.9 min. total, 594.2 MB
demanding_wow v10 620 games, 564611 moves, e=0.441, loss: 7.2, +, 35.7% elo% vs. v7, avg. reward: -0.955, 3.510 sec/game, 28.9 min. total, 597.4 MB
demanding_wow v10 621 games, 566019 moves, e=0.440, loss: 7.2, +, 38.5% elo% vs. v7, avg. reward: -0.944, 3.512 sec/game, 29.0 min. total, 595.7 MB
demanding_wow v10 622 games, 567329 moves, e=0.438, loss: 8.1, +, 41.2% elo% vs. v7, avg. reward: -0.951, 3.503 sec/game, 29.1 min. total, 595.7 MB
demanding_wow v10 623 games, 568514 moves, e=0.437, loss: 7.4, -, 39.3% elo% vs. v7, avg. reward: -0.953, 3.465 sec/game, 29.1 min. total, 595.6 MB
demanding_wow v10 624 games, 569879 moves, e=0.436, loss: 6.9, -, 37.6% elo% vs. v7, avg. reward: -0.949, 3.498 sec/game, 29.2 min. total, 595.8 MB
demanding_wow v10 625 games, 571129 moves, e=0.435, loss: 6.5, -, 36.0% elo% vs. v7, avg. reward: -0.937, 3.470 sec/game, 29.2 min. total, 597.2 MB
demanding_wow v10 626 games, 572409 moves, e=0.433, loss: 7.3, -, 34.5% elo% vs. v7, avg. reward: -0.930, 3.404 sec/game, 29.3 min. total, 601.2 MB
demanding_wow v10 627 games, 573769 moves, e=0.432, loss: 7.8, -, 33.1% elo% vs. v7, avg. reward: -0.930, 3.414 sec/game, 29.3 min. total, 602.2 MB
demanding_wow v10 628 games, 574970 moves, e=0.431, loss: 8.5, -, 31.7% elo% vs. v7, avg. reward: -0.928, 3.402 sec/game, 29.4 min. total, 602.6 MB
demanding_wow v10 629 games, 576275 moves, e=0.429, loss: 9.0, -, 30.5% elo% vs. v7, avg. reward: -0.920, 3.401 sec/game, 29.5 min. total, 600.9 MB
demanding_wow v10 630 games, 577615 moves, e=0.428, loss: 8.9, -, 29.3% elo% vs. v7, avg. reward: -0.913, 3.376 sec/game, 29.5 min. total, 603.2 MB
